"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Ron Jaworski",34,"11",12,"255 for 484, 3,450 yards, 17 td, 20 int, & 17 rushes for 35 yards and 2 td","Los Angeles Rams / 2nd / 37th pick / 1973"
"3","RB","Earnest Jackson",26,"2",10,"282 rushes for 1,028 yards, 5 td, & 10 catches for 126 yards and 1 td","San Diego Chargers / 8th / 202nd pick / 1983"
"4","FB","Michael Haddix",24,"2",15,"67 rushes for 213 yards, 0 td, & 43 catches for 330 yards and 0 td","Philadelphia Eagles / 1st / 8th pick / 1983"
"5","WR","Kenny Jackson",23,"1",16,"40 catches for 692 yards, 1 td","Philadelphia Eagles / 1st / 4th pick / 1984"
"6","WR","Mike Quick*+",26,"3",15,"73 catches for 1,247 yards, 11 td","Philadelphia Eagles / 1st / 20th pick / 1982"
"7","TE","John Spagnola",28,"6",16,"64 catches for 772 yards, 5 td","New England Patriots / 9th / 245th pick / 1979"
"8","LT","Ken Reeves",24,"Rook",13,"1 fumble recovered","Philadelphia Eagles / 6th / 156th pick / 1985"
"9","LG","Steve Kenney",30,"5",16,"",""
"10","C","Mark Dennard",30,"6",16,"","Miami Dolphins / 10th / 274th pick / 1978"
"11","RG","Ron Baker",31,"7",15,"","Baltimore Colts / 10th / 277th pick / 1977"
"12","RT","Leonard Mitchell",27,"4",16,"","Philadelphia Eagles / 1st / 27th pick / 1981"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Reggie White",24,"Rook",12,"13.0 sacks, 0 interceptions, 2 fumbles recovered","Philadelphia Eagles / 1st / 4th pick / 1984 Supp"
"15","NT","Ken Clarke",29,"7",16,"7.0 sacks, 0 interceptions, 2 fumbles recovered",""
"16","RDE","Greg Brown",28,"4",16,"13.0 sacks, 0 interceptions, 2 fumbles recovered",""
"17","LOLB","Reggie Wilkes",29,"7",16,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Philadelphia Eagles / 3rd / 66th pick / 1978"
"18","LILB","Mike Reichenbach",24,"1",16,"0.0 sacks, 1 interception, 0 fumbles recovered",""
"19","RILB","Anthony Griggs",25,"3",16,"","Philadelphia Eagles / 4th / 105th pick / 1982"
"20","ROLB","Garry Cobb",28,"6",16,"5.0 sacks, 0 interceptions, 0 fumbles recovered","Dallas Cowboys / 9th / 247th pick / 1979"
"21","LCB","Roynell Young",28,"5",13,"0.0 sacks, 1 interception, 0 fumbles recovered","Philadelphia Eagles / 1st / 23rd pick / 1980"
"22","RCB","Herm Edwards",31,"8",16,"0.0 sacks, 3 interceptions, 1 fumble recovered",""
"23","SS","Ray Ellis",26,"4",16,"2.0 sacks, 4 interceptions, 3 fumbles recovered","Philadelphia Eagles / 12th / 331st pick / 1981"
"24","FS","Wes Hopkins*+",24,"2",15,"2.0 sacks, 6 interceptions, 2 fumbles recovered","Philadelphia Eagles / 2nd / 35th pick / 1983"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Paul McFadden",24,"1",0,"25 of 30 field goals & 29 of 29 extra points","Philadelphia Eagles / 12th / 312th pick / 1984"
"27","P","Mike Horan",26,"1",0,"91 punts for a 41.5 average, 0 blocked","Atlanta Falcons / 9th / 235th pick / 1982"
"28","PR","Evan Cooper",23,"1",0,"43 punt returns for a 8.5 average and 0 td","Philadelphia Eagles / 4th / 88th pick / 1984"
"29","KR","Herman Hunter",24,"Rook",5,"48 kick returns for a 21.8 average and 0 td","Philadelphia Eagles / 11th / 289th pick / 1985"
