"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Richard Todd",29,6,9,"153 for 261, 1,961 yards, 14 td, 8 int, & 13 rushes for -5 yards and 1 td","New York Jets / 1st / 6th pick / 1976"
"3","RB","Freeman McNeil*+",23,1,9,"151 rushes for 786 yards, 6 td, & 16 catches for 187 yards and 1 td","New York Jets / 1st / 3rd pick / 1981"
"4","FB","Mike Augustyniak",26,1,8,"50 rushes for 178 yards, 4 td, & 24 catches for 189 yards and 0 td",""
"5","WR","Lam Jones",24,2,7,"18 catches for 294 yards, 2 td, & 1 rush for 2 yards and 0 td","New York Jets / 1st / 2nd pick / 1980"
"6","WR","Wesley Walker*",27,5,9,"39 catches for 620 yards, 6 td","New York Jets / 2nd / 33rd pick / 1977"
"7","TE","Jerome Barkum",32,10,8,"19 catches for 182 yards, 1 td","New York Jets / 1st / 9th pick / 1972"
"8","LT","Chris Ward",27,4,9,"","New York Jets / 1st / 4th pick / 1978"
"9","LG","Stan Waldemore",27,4,9,"1 fumble recovered","Atlanta Falcons / 3rd / 70th pick / 1978"
"10","C","Joe Fields*+",29,7,9,"","New York Jets / 14th / 349th pick / 1975"
"11","RG","Dan Alexander",27,5,9,"1 fumble recovered","New York Jets / 8th / 200th pick / 1977"
"12","RT","Marvin Powell*+",27,5,8,"","New York Jets / 1st / 4th pick / 1977"
"13","","Defensive Starters",NA,NA,NA,"",""
"14","LDE","Mark Gastineau*+",26,3,9,"6.0 sacks, 0 interceptions, 0 fumbles recovered","New York Jets / 2nd / 41st pick / 1979"
"15","LDT","Abdul Salaam",29,6,9,"2.5 sacks, 0 interceptions, 0 fumbles recovered","New York Jets / 7th / 188th pick / 1976"
"16","RDT","Marty Lyons",25,3,7,"1.5 sacks, 0 interceptions, 1 fumble recovered","New York Jets / 1st / 14th pick / 1979"
"17","RDE","Kenny Neil",23,1,7,"4.0 sacks, 0 interceptions, 1 fumble recovered","New York Jets / 7th / 169th pick / 1981"
"18","LLB","Greg Buttle",28,6,7,"0.0 sacks, 1 interception, 0 fumbles recovered","New York Jets / 3rd / 67th pick / 1976"
"19","MLB","Stan Blinka",25,3,8,"","New York Jets / 5th / 125th pick / 1979"
"20","RLB","Lance Mehl",24,2,9,"0.0 sacks, 2 interceptions, 1 fumble recovered","New York Jets / 3rd / 69th pick / 1980"
"21","LCB","Bobby Jackson",26,4,9,"0.0 sacks, 5 interceptions, 2 fumbles recovered","New York Jets / 6th / 140th pick / 1978"
"22","RCB","Jerry Holmes",25,2,9,"0.0 sacks, 3 interceptions, 0 fumbles recovered",""
"23","SS","Ken Schroy",30,5,9,"0.0 sacks, 1 interception, 2 fumbles recovered","Philadelphia Eagles / 10th / 248th pick / 1975"
"24","FS","Darrol Ray",24,2,9,"0.0 sacks, 3 interceptions, 1 fumble recovered","New York Jets / 2nd / 40th pick / 1980"
"25","","Special Teams Starters",NA,NA,NA,"",""
"26","K","Pat Leahy",31,8,0,"11 of 17 field goals & 26 of 31 extra points",""
"27","P","Chuck Ramsey",30,5,0,"35 punts for a 38.5 average, 1 blocked","New England Patriots / 6th / 141st pick / 1974"
"28","PR","Bruce Harper",27,5,0,"23 punt returns for a 8.0 average and 0 td",""
"29","KR","Bruce Harper",27,5,0,"18 kick returns for a 20.4 average and 0 td",""
