"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Joe Flacco",30,7,10,"266 for 413, 2,791 yards, 14 td, 12 int, & 13 rushes for 23 yards and 3 td","Baltimore Ravens / 1st / 18th pick / 2008"
"3","RB","Justin Forsett",30,7,10,"151 rushes for 641 yards, 2 td, & 31 catches for 153 yards and 0 td","Seattle Seahawks / 7th / 233rd pick / 2008"
"4","FB","Kyle Juszczyk",24,2,11,"2 rushes for 3 yards, 0 td, & 41 catches for 321 yards and 4 td","Baltimore Ravens / 4th / 130th pick / 2013"
"5","WR","Kamar Aiken",26,4,14,"75 catches for 944 yards, 5 td",""
"6","TE","Crockett Gillmore",24,1,10,"33 catches for 412 yards, 4 td","Baltimore Ravens / 3rd / 99th pick / 2014"
"7","LG","Kelechi Osemele",26,3,14,"","Baltimore Ravens / 2nd / 60th pick / 2012"
"8","C","Jeremy Zuttah",29,7,9,"","Tampa Bay Buccaneers / 3rd / 83rd pick / 2008"
"9","RG","Marshal Yanda*+",31,8,16,"","Baltimore Ravens / 3rd / 86th pick / 2007"
"10","RT","Ricky Wagner",26,2,16,"","Baltimore Ravens / 5th / 168th pick / 2013"
"11","","Defensive Starters",NA,NA,NA,"",""
"12","DE","Chris Canty",33,10,9,"","Dallas Cowboys / 4th / 132nd pick / 2005"
"13","DT","Timmy Jernigan",23,1,8,"","Baltimore Ravens / 2nd / 48th pick / 2014"
"14","NT","Brandon Williams",26,2,16,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Baltimore Ravens / 3rd / 94th pick / 2013"
"15","LB","Elvis Dumervil*",31,9,16,"","Denver Broncos / 4th / 126th pick / 2006"
"16","LB","C.J. Mosley",23,1,16,"","Baltimore Ravens / 1st / 17th pick / 2014"
"17","LB","Daryl Smith",33,11,16,"","Jacksonville Jaguars / 2nd / 39th pick / 2004"
"18","LB","Courtney Upshaw",26,3,15,"","Baltimore Ravens / 2nd / 35th pick / 2012"
"19","LCB","Lardarius Webb",30,6,14,"0.0 sacks, 1 interception, 0 fumbles recovered","Baltimore Ravens / 3rd / 88th pick / 2009"
"20","RCB","Jimmy Smith",27,4,16,"1.0 sacks, 3 interceptions, 0 fumbles recovered","Baltimore Ravens / 1st / 27th pick / 2011"
"21","SS","Will Hill",25,3,14,"1.0 sacks, 1 interception, 0 fumbles recovered",""
"22","FS","Kendrick Lewis",27,5,15,"","Kansas City Chiefs / 5th / 136th pick / 2010"
