"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Chris Miller",23,"1",13,"184 for 351, 2,133 yards, 11 td, 12 int, & 31 rushes for 138 yards and 1 td","Atlanta Falcons / 1st / 13th pick / 1987"
"3","RB","Gerald Riggs",28,"6",9,"113 rushes for 488 yards, 1 td, & 22 catches for 171 yards and 0 td","Atlanta Falcons / 1st / 9th pick / 1982"
"4","FB","John Settle*",23,"1",13,"232 rushes for 1,024 yards, 7 td, & 68 catches for 570 yards and 1 td",""
"5","WR","Stacey Bailey",28,"6",10,"17 catches for 437 yards, 2 td","Atlanta Falcons / 3rd / 63rd pick / 1982"
"6","WR","Floyd Dixon",24,"2",14,"28 catches for 368 yards, 2 td, & 7 rushes for 69 yards and 0 td","Atlanta Falcons / 6th / 154th pick / 1986"
"7","TE","Ken Whisenhunt",26,"3",15,"16 catches for 174 yards, 1 td","Atlanta Falcons / 12th / 313th pick / 1985"
"8","LT","Mike Kenn",32,"10",16,"","Atlanta Falcons / 1st / 13th pick / 1978"
"9","LG","John Scully",30,"7",11,"","Atlanta Falcons / 4th / 109th pick / 1981"
"10","C","Wayne Radloff",27,"3",10,"1 fumble recovered",""
"11","RG","Bill Fralic*",26,"3",14,"","Atlanta Falcons / 1st / 2nd pick / 1985"
"12","RT","Houston Hoover",23,"Rook",12,"2 fumbles recovered","Atlanta Falcons / 6th / 140th pick / 1988"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Mike Gann",25,"3",16,"4.0 sacks, 0 interceptions, 2 fumbles recovered","Atlanta Falcons / 2nd / 45th pick / 1985"
"15","NT","Tony Casillas",25,"2",16,"2.0 sacks, 0 interceptions, 1 fumble recovered","Atlanta Falcons / 1st / 2nd pick / 1986"
"16","RDE","Rick Bryan",26,"4",15,"5.0 sacks, 0 interceptions, 1 fumble recovered","Atlanta Falcons / 1st / 9th pick / 1984"
"17","LOLB","Aundray Bruce",22,"Rook",16,"6.0 sacks, 2 interceptions, 1 fumble recovered","Atlanta Falcons / 1st / 1st pick / 1988"
"18","LILB","John Rade",28,"5",15,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Atlanta Falcons / 8th / 215th pick / 1983"
"19","RILB","Jessie Tuggle",23,"1",8,"0.0 sacks, 0 interceptions, 1 fumble recovered",""
"20","ROLB","Joel Williams",32,"9",12,"0.0 sacks, 0 interceptions, 3 fumbles recovered",""
"21","LCB","Bobby Butler",29,"7",16,"0.0 sacks, 1 interception, 3 fumbles recovered","Atlanta Falcons / 1st / 25th pick / 1981"
"22","RCB","Scott Case*",26,"4",15,"1.0 sacks, 10 interceptions, 0 fumbles recovered","Atlanta Falcons / 2nd / 32nd pick / 1984"
"23","SS","Robert Moore",24,"2",16,"0.0 sacks, 5 interceptions, 0 fumbles recovered",""
"24","FS","Bret Clark",27,"2",11,"0.0 sacks, 4 interceptions, 1 fumble recovered","Los Angeles Raiders / 7th / 191st pick / 1985"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Greg Davis",23,"1",0,"19 of 30 field goals & 25 of 27 extra points","Tampa Bay Buccaneers / 9th / 246th pick / 1987"
"27","P","Rick Donnelly",26,"3",0,"98 punts for a 40.0 average, 0 blocked",""
"28","PR","Lew Barnes",26,"2",0,"34 punt returns for a 9.0 average and 0 td","Chicago Bears / 5th / 138th pick / 1986"
"29","KR","Evan Cooper",26,"4",0,"16 kick returns for a 20.7 average and 0 td","Philadelphia Eagles / 4th / 88th pick / 1984"
