"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Bob Griese",31,"9",13,"162 for 272, 2,097 yards, 11 td, 12 int, & 23 rushes for 108 yards and 0 td","Miami Dolphins / 1st / 4th pick / 1967"
"3","RB","Benny Malone",24,"2",12,"186 rushes for 797 yards, 4 td, & 9 catches for 103 yards and 0 td","Miami Dolphins / 2nd / 47th pick / 1974"
"4","FB","Don Nottingham",27,"5",8,"63 rushes for 185 yards, 3 td, & 4 catches for 33 yards and 0 td","Baltimore Colts / 17th / 441st pick / 1971"
"5","WR","Nat Moore",25,"2",9,"33 catches for 625 yards, 4 td, & 4 rushes for 36 yards and 0 td","Miami Dolphins / 3rd / 78th pick / 1974"
"6","WR","Freddie Solomon",23,"1",8,"27 catches for 453 yards, 2 td, & 4 rushes for 60 yards and 1 td","Miami Dolphins / 2nd / 36th pick / 1975"
"7","TE","Andre Tillman",24,"1",14,"13 catches for 130 yards, 1 td","Miami Dolphins / 2nd / 38th pick / 1974"
"8","LT","Wayne Moore",31,"6",14,"",""
"9","LG","Bob Kuechenberg",29,"6",10,"","Philadelphia Eagles / 4th / 80th pick / 1969"
"10","C","Jim Langer*",28,"6",14,"",""
"11","RG","Larry Little",31,"9",14,"1 fumble recovered",""
"12","RT","Darryl Carlton",23,"1",8,"","Miami Dolphins / 1st / 23rd pick / 1975"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Vern Den Herder",28,"5",14,"0 interceptions, 2 fumbles recovered","Miami Dolphins / 9th / 230th pick / 1971"
"15","LDT","Randy Crowder",24,"2",14,"","Miami Dolphins / 6th / 136th pick / 1974"
"16","RDT","Don Reese",25,"2",9,"","Miami Dolphins / 1st / 26th pick / 1974"
"17","RDE","John Andrews",25,"1",6,"0 interceptions, 3 fumbles recovered","Detroit Lions / 7th / 175th pick / 1973"
"18","LLB","Larry Gordon",22,"Rook",14,"0 interceptions, 1 fumble recovered","Miami Dolphins / 1st / 17th pick / 1976"
"19","MLB","Steve Towle",23,"1",14,"0 interceptions, 1 fumble recovered","Miami Dolphins / 6th / 143rd pick / 1975"
"20","RLB","Bob Matheson",32,"9",11,"2 interceptions, 1 fumble recovered","Cleveland Browns / 1st / 18th pick / 1967"
"21","LCB","Jeris White",24,"2",14,"2 interceptions, 4 fumbles recovered","Miami Dolphins / 2nd / 52nd pick / 1974"
"22","RCB","Curtis Johnson",28,"6",9,"1 interception, 0 fumbles recovered","Miami Dolphins / 4th / 81st pick / 1970"
"23","SS","Charlie Babb",26,"4",14,"2 interceptions, 2 fumbles recovered","Miami Dolphins / 5th / 129th pick / 1972"
"24","FS","Barry Hill",23,"1",6,"0 interceptions, 1 fumble recovered","Miami Dolphins / 5th / 127th pick / 1975"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Garo Yepremian",32,"10",0,"16 of 23 field goals & 29 of 31 extra points",""
"27","P","Larry Seiple",31,"9",0,"62 punts for a 38.2 average, 0 blocked","Miami Dolphins / 7th / 163rd pick / 1967"
"28","PR","Freddie Solomon",23,"1",8,"13 punt returns for a 15.8 average and 1 td","Miami Dolphins / 2nd / 36th pick / 1975"
"29","KR","Gary Davis",22,"Rook",1,"26 kick returns for a 23.7 average and 0 td","Miami Dolphins / 6th / 174th pick / 1976"
