"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Brett Favre*",34,"12",16,"308 for 471, 3,361 yards, 32 td, 21 int, & 18 rushes for 15 yards and 0 td","Atlanta Falcons / 2nd / 33rd pick / 1991"
"3","RB","Ahman Green*",26,"5",16,"355 rushes for 1,883 yards, 15 td, & 50 catches for 367 yards and 5 td","Seattle Seahawks / 3rd / 76th pick / 1998"
"4","FB","William Henderson",32,"8",12,"0 rushes for 0 yards, 0 td, & 24 catches for 214 yards and 3 td","Green Bay Packers / 3rd / 66th pick / 1995"
"5","WR","Donald Driver",28,"4",15,"52 catches for 621 yards, 2 td, & 5 rushes for 51 yards and 0 td","Green Bay Packers / 7th / 213th pick / 1999"
"6","WR","Robert Ferguson",24,"2",12,"38 catches for 520 yards, 4 td, & 1 rush for -8 yards and 0 td","Green Bay Packers / 2nd / 41st pick / 2001"
"7","TE","Bubba Franks*",25,"3",15,"30 catches for 241 yards, 4 td","Green Bay Packers / 1st / 14th pick / 2000"
"8","LT","Chad Clifton",27,"3",16,"1 fumble recovered","Green Bay Packers / 2nd / 44th pick / 2000"
"9","LG","Mike Wahle",26,"5",16,"","Green Bay Packers / 2nd / 1st pick / 1998 Supp"
"10","C","Mike Flanagan*",30,"5",16,"1 fumble recovered","Green Bay Packers / 3rd / 90th pick / 1996"
"11","RG","Marco Rivera*",31,"6",16,"","Green Bay Packers / 6th / 208th pick / 1996"
"12","RT","Mark Tauscher",26,"3",16,"1 fumble recovered","Green Bay Packers / 7th / 224th pick / 2000"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Kabeer Gbaja-Biamila*",26,"3",16,"","Green Bay Packers / 5th / 149th pick / 2000"
"15","DE","Aaron Kampman",24,"1",10,"","Green Bay Packers / 5th / 156th pick / 2002"
"16","DT","Cletidus Hunt",27,"4",16,"","Green Bay Packers / 3rd / 94th pick / 1999"
"17","NT","Gilbert Brown",32,"10",14,"0.0 sacks, 0 interceptions, 1 fumble recovered","Minnesota Vikings / 3rd / 79th pick / 1993"
"18","MLB","Nick Barnett",22,"Rook",15,"2.0 sacks, 3 interceptions, 1 fumble recovered","Green Bay Packers / 1st / 29th pick / 2003"
"19","LB","Na'il Diggs",25,"3",16,"","Green Bay Packers / 4th / 98th pick / 2000"
"20","LB","Hannibal Navies",26,"4",16,"","Carolina Panthers / 4th / 100th pick / 1999"
"21","LCB","Mike McKenzie",27,"4",14,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Green Bay Packers / 3rd / 87th pick / 1999"
"22","RCB","Al Harris",29,"5",16,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Tampa Bay Buccaneers / 6th / 169th pick / 1997"
"23","SS","Antuan Edwards",26,"4",10,"1.0 sacks, 1 interception, 0 fumbles recovered","Green Bay Packers / 1st / 25th pick / 1999"
"24","FS","Darren Sharper",28,"6",15,"2.0 sacks, 5 interceptions, 0 fumbles recovered","Green Bay Packers / 2nd / 60th pick / 1997"
