"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Mike Tomczak",27,"4",11,"156 for 306, 2,058 yards, 16 td, 16 int, & 24 rushes for 71 yards and 1 td",""
"3","RB","Neal Anderson*",25,"3",16,"274 rushes for 1,275 yards, 11 td, & 50 catches for 434 yards and 4 td","Chicago Bears / 1st / 27th pick / 1986"
"4","FB","Brad Muster",24,"1",16,"82 rushes for 327 yards, 5 td, & 32 catches for 259 yards and 3 td","Chicago Bears / 1st / 23rd pick / 1988"
"5","WR","Dennis McKinnon",28,"6",10,"28 catches for 418 yards, 3 td, & 3 rushes for 5 yards and 0 td",""
"6","WR","Ron Morris",25,"2",9,"30 catches for 486 yards, 1 td, & 1 rush for -14 yards and 0 td","Chicago Bears / 2nd / 54th pick / 1987"
"7","TE","James Thornton",24,"1",16,"24 catches for 392 yards, 3 td, & 1 rush for 4 yards and 0 td","Chicago Bears / 4th / 105th pick / 1988"
"8","LT","Jimbo Covert",29,"6",15,"1 fumble recovered","Chicago Bears / 1st / 6th pick / 1983"
"9","LG","Mark Bortz",28,"6",16,"1 fumble recovered","Chicago Bears / 8th / 219th pick / 1983"
"10","C","Jay Hilgenberg*+",30,"8",16,"",""
"11","RG","Tom Thayer",28,"4",16,"","Chicago Bears / 4th / 91st pick / 1983"
"12","RT","Keith Van Horne",32,"8",15,"1 fumble recovered","Chicago Bears / 1st / 11th pick / 1981"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Trace Armstrong",24,"Rook",14,"5.0 sacks, 0 interceptions, 1 fumble recovered","Chicago Bears / 1st / 12th pick / 1989"
"15","LDT","Steve McMichael",32,"9",16,"7.5 sacks, 0 interceptions, 1 fumble recovered","New England Patriots / 3rd / 73rd pick / 1980"
"16","RDT","William Perry",27,"4",9,"4.0 sacks, 0 interceptions, 2 fumbles recovered","Chicago Bears / 1st / 22nd pick / 1985"
"17","RDE","Richard Dent",29,"6",15,"9.0 sacks, 1 interception, 2 fumbles recovered","Chicago Bears / 8th / 203rd pick / 1983"
"18","LLB","Ron Rivera",27,"5",14,"2.0 sacks, 2 interceptions, 1 fumble recovered","Chicago Bears / 2nd / 44th pick / 1984"
"19","MLB","Mike Singletary*+",31,"8",16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Chicago Bears / 2nd / 38th pick / 1981"
"20","RLB","John Roper",24,"Rook",10,"4.5 sacks, 2 interceptions, 0 fumbles recovered","Chicago Bears / 2nd / 36th pick / 1989"
"21","LCB","Donnell Woolford",23,"Rook",11,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Chicago Bears / 1st / 11th pick / 1989"
"22","RCB","Vestee Jackson",26,"3",15,"0.0 sacks, 2 interceptions, 1 fumble recovered","Chicago Bears / 2nd / 55th pick / 1986"
"23","SS","Dave Duerson",29,"6",12,"0.0 sacks, 1 interception, 0 fumbles recovered","Chicago Bears / 3rd / 64th pick / 1983"
"24","FS","Shaun Gayle",27,"5",14,"0.0 sacks, 3 interceptions, 2 fumbles recovered","Chicago Bears / 10th / 271st pick / 1984"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Kevin Butler",27,"4",0,"15 of 19 field goals & 43 of 45 extra points","Chicago Bears / 4th / 105th pick / 1985"
"27","P","Maury Buford",29,"7",0,"72 punts for a 39.5 average, 0 blocked","San Diego Chargers / 8th / 215th pick / 1982"
"28","PR","Mark Green",22,"Rook",0,"16 punt returns for a 8.8 average and 0 td","Chicago Bears / 5th / 130th pick / 1989"
"29","KR","Dennis Gentry",30,"7",6,"28 kick returns for a 23.8 average and 0 td","Chicago Bears / 4th / 89th pick / 1982"
