"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jeff Blake",33,"11",13,"208 for 367, 2,247 yards, 13 td, 15 int, & 30 rushes for 177 yards and 2 td","New York Jets / 6th / 166th pick / 1992"
"3","RB","Marcel Shipp",25,"2",11,"228 rushes for 830 yards, 0 td, & 30 catches for 184 yards and 0 td",""
"4","FB","James Hodgins",26,"4",8,"2 rushes for 6 yards, 0 td, & 14 catches for 58 yards and 2 td",""
"5","WR","Anquan Boldin*",23,"Rook",16,"101 catches for 1,377 yards, 8 td, & 5 rushes for 40 yards and 0 td","Arizona Cardinals / 2nd / 54th pick / 2003"
"6","WR","Bryan Gilmore",25,"3",10,"17 catches for 208 yards, 2 td, & 1 rush for 0 yards and 0 td",""
"7","WR","Bryant Johnson",22,"Rook",8,"35 catches for 438 yards, 1 td","Arizona Cardinals / 1st / 17th pick / 2003"
"8","TE","Freddie Jones",29,"6",16,"55 catches for 517 yards, 3 td","San Diego Chargers / 2nd / 45th pick / 1997"
"9","LT","L.J. Shelton",27,"4",15,"","Arizona Cardinals / 1st / 21st pick / 1999"
"10","LG","Cameron Spikes",27,"4",16,"","St. Louis Rams / 5th / 145th pick / 1999"
"11","C","Pete Kendall",30,"7",13,"","Seattle Seahawks / 1st / 21st pick / 1996"
"12","RG","Leonard Davis",25,"2",14,"","Arizona Cardinals / 1st / 2nd pick / 2001"
"13","RT","Anthony Clement",27,"5",16,"","Arizona Cardinals / 2nd / 36th pick / 1998"
"14","","Defensive Starters",NA,"",NA,"",""
"15","DE","Dennis Johnson",24,"1",10,"","Arizona Cardinals / 3rd / 98th pick / 2002"
"16","DE","Calvin Pace",23,"Rook",16,"","Arizona Cardinals / 1st / 18th pick / 2003"
"17","LDT","Marcus Bell",24,"2",10,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Arizona Cardinals / 4th / 123rd pick / 2001"
"18","RDT","Russell Davis",28,"4",15,"1.0 sacks, 0 interceptions, 1 fumble recovered","Chicago Bears / 2nd / 48th pick / 1999"
"19","MLB","Ronald McKinnon",30,"7",16,"2.0 sacks, 0 interceptions, 1 fumble recovered",""
"20","LB","Levar Fisher",24,"1",15,"","Arizona Cardinals / 2nd / 49th pick / 2002"
"21","LB","Raynoch Thompson",26,"3",12,"","Arizona Cardinals / 2nd / 41st pick / 2000"
"22","LCB","Renaldo Hill",25,"2",14,"2.0 sacks, 5 interceptions, 0 fumbles recovered","Arizona Cardinals / 7th / 202nd pick / 2001"
"23","RCB","David Barrett",26,"3",16,"0.0 sacks, 1 interception, 0 fumbles recovered","Arizona Cardinals / 4th / 102nd pick / 2000"
"24","SS","Adrian Wilson",24,"2",15,"","Arizona Cardinals / 3rd / 64th pick / 2001"
"25","FS","Dexter Jackson",26,"4",16,"0.0 sacks, 6 interceptions, 0 fumbles recovered","Tampa Bay Buccaneers / 4th / 113th pick / 1999"
