"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Chad Pennington",27,"3",9,"189 for 297, 2,139 yards, 13 td, 12 int, & 21 rushes for 42 yards and 2 td","New York Jets / 1st / 18th pick / 2000"
"3","RB","Curtis Martin",30,"8",16,"323 rushes for 1,308 yards, 2 td, & 42 catches for 262 yards and 0 td","New England Patriots / 3rd / 74th pick / 1995"
"4","FB","Jerald Sowell",29,"6",16,"1 rush for 2 yards, 0 td, & 47 catches for 436 yards and 1 td","Green Bay Packers / 7th / 231st pick / 1997"
"5","WR","Curtis Conway",32,"10",15,"46 catches for 640 yards, 2 td","Chicago Bears / 1st / 7th pick / 1993"
"6","WR","Santana Moss",24,"2",12,"74 catches for 1,105 yards, 10 td, & 10 rushes for 67 yards and 0 td","New York Jets / 1st / 16th pick / 2001"
"7","TE","Anthony Becht",26,"3",16,"40 catches for 356 yards, 4 td","New York Jets / 1st / 27th pick / 2000"
"8","LT","Jason Fabini",29,"5",16,"","New York Jets / 4th / 111th pick / 1998"
"9","LG","Dave Szott",36,"13",15,"","Kansas City Chiefs / 7th / 180th pick / 1990"
"10","C","Kevin Mawae*",32,"9",16,"","Seattle Seahawks / 2nd / 36th pick / 1994"
"11","RG","Brent Smith",30,"5",16,"1 fumble recovered","Miami Dolphins / 3rd / 96th pick / 1997"
"12","RT","Kareem McKenzie",24,"2",16,"1 fumble recovered","New York Jets / 3rd / 79th pick / 2001"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Shaun Ellis*",26,"3",16,"","New York Jets / 1st / 12th pick / 2000"
"15","DE","Bryan Thomas",24,"1",10,"","New York Jets / 1st / 22nd pick / 2002"
"16","LDT","Dewayne Robertson",22,"Rook",16,"1.5 sacks, 0 interceptions, 0 fumbles recovered","New York Jets / 1st / 4th pick / 2003"
"17","NT","Jason Ferguson",29,"6",16,"4.5 sacks, 0 interceptions, 1 fumble recovered","New York Jets / 7th / 229th pick / 1997"
"18","MLB","Marvin Jones",31,"10",16,"0.0 sacks, 0 interceptions, 1 fumble recovered","New York Jets / 1st / 4th pick / 1993"
"19","LB","Sam Cowart",28,"5",15,"","Buffalo Bills / 2nd / 39th pick / 1998"
"20","LB","Mo Lewis",34,"12",15,"","New York Jets / 3rd / 63rd pick / 1991"
"21","LCB","Ray Mickens",30,"7",14,"0.0 sacks, 2 interceptions, 0 fumbles recovered","New York Jets / 3rd / 62nd pick / 1996"
"22","RCB","Aaron Beasley",30,"7",16,"0.0 sacks, 3 interceptions, 1 fumble recovered","Jacksonville Jaguars / 3rd / 63rd pick / 1996"
"23","SS","Sam Garnes",29,"6",16,"0.5 sacks, 2 interceptions, 1 fumble recovered","New York Giants / 5th / 136th pick / 1997"
"24","FS","Tyrone Carter",27,"3",10,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Minnesota Vikings / 4th / 118th pick / 2000"
