"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Chris Miller",30,"8",13,"232 for 405, 2,623 yards, 18 td, 15 int, & 22 rushes for 67 yards and 0 td","Atlanta Falcons / 1st / 13th pick / 1987"
"3","RB","Jerome Bettis",23,"2",13,"183 rushes for 637 yards, 3 td, & 18 catches for 106 yards and 0 td","Los Angeles Rams / 1st / 10th pick / 1993"
"4","WR","Isaac Bruce",23,"1",16,"119 catches for 1,781 yards, 13 td, & 3 rushes for 17 yards and 0 td","Los Angeles Rams / 2nd / 33rd pick / 1994"
"5","WR","Jessie Hester",32,"10",7,"30 catches for 399 yards, 3 td","Los Angeles Raiders / 1st / 23rd pick / 1985"
"6","TE","Marv Cook",29,"6",9,"26 catches for 135 yards, 1 td","New England Patriots / 3rd / 63rd pick / 1989"
"7","TE","Troy Drayton",25,"2",16,"47 catches for 458 yards, 4 td","Los Angeles Rams / 2nd / 39th pick / 1993"
"8","LT","Wayne Gandy",24,"1",16,"","Los Angeles Rams / 1st / 15th pick / 1994"
"9","LG","Leo Goeas",29,"5",14,"","San Diego Chargers / 3rd / 60th pick / 1990"
"10","C","Bern Brostek",29,"5",16,"","Los Angeles Rams / 1st / 23rd pick / 1990"
"11","RG","Dwayne White",28,"5",15,"","New York Jets / 7th / 167th pick / 1990"
"12","RT","Darryl Ashmore",26,"2",15,"","Los Angeles Rams / 7th / 171st pick / 1992"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Kevin Carter",22,"Rook",16,"6.0 sacks, 0 interceptions, 1 fumble recovered","St. Louis Rams / 1st / 6th pick / 1995"
"15","LDT","Jimmie Jones",29,"5",16,"","Dallas Cowboys / 3rd / 64th pick / 1990"
"16","RDT","D'Marco Farr",24,"1",16,"11.5 sacks, 1 interception, 0 fumbles recovered",""
"17","RDE","Sean Gilbert",25,"3",14,"5.5 sacks, 0 interceptions, 1 fumble recovered","Los Angeles Rams / 1st / 3rd pick / 1992"
"18","LLB","Carlos Jenkins",27,"4",13,"1.5 sacks, 0 interceptions, 1 fumble recovered","Minnesota Vikings / 3rd / 65th pick / 1991"
"19","MLB","Shane Conlan",31,"8",11,"0.0 sacks, 1 interception, 2 fumbles recovered","Buffalo Bills / 1st / 8th pick / 1987"
"20","RLB","Roman Phifer",27,"4",16,"3.0 sacks, 3 interceptions, 0 fumbles recovered","Los Angeles Rams / 2nd / 31st pick / 1991"
"21","LCB","Todd Lyght",26,"4",16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Los Angeles Rams / 1st / 5th pick / 1991"
"22","RCB","Anthony Parker",29,"6",16,"0.0 sacks, 2 interceptions, 4 fumbles recovered",""
"23","SS","Toby Wright",25,"1",16,"1.0 sacks, 6 interceptions, 1 fumble recovered","Los Angeles Rams / 2nd / 49th pick / 1994"
"24","FS","Keith Lyle",23,"1",16,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Los Angeles Rams / 3rd / 71st pick / 1994"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Steve McLaughlin",24,"Rook",0,"8 of 16 field goals & 17 of 17 extra points","St. Louis Rams / 3rd / 82nd pick / 1995"
"27","P","Sean Landeta",33,"10",0,"83 punts for a 44.3 average, 0 blocked",""
"28","PR","Todd Kinchen",26,"3",1,"53 punt returns for a 7.8 average and 0 td","Los Angeles Rams / 3rd / 60th pick / 1992"
"29","KR","Todd Kinchen",26,"3",1,"35 kick returns for a 21.2 average and 0 td","Los Angeles Rams / 3rd / 60th pick / 1992"
