"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Bruce Gradkowski",23,"Rook",11,"177 for 328, 1,661 yards, 9 td, 9 int, & 41 rushes for 161 yards and 0 td","Tampa Bay Buccaneers / 6th / 194th pick / 2006"
"3","RB","Cadillac Williams",24,"1",14,"225 rushes for 798 yards, 1 td, & 30 catches for 196 yards and 0 td","Tampa Bay Buccaneers / 1st / 5th pick / 2005"
"4","FB","Mike Alstott",33,"10",15,"60 rushes for 171 yards, 3 td, & 21 catches for 85 yards and 0 td","Tampa Bay Buccaneers / 2nd / 35th pick / 1996"
"5","WR","Michael Clayton",24,"2",9,"33 catches for 356 yards, 1 td, & 5 rushes for 41 yards and 0 td","Tampa Bay Buccaneers / 1st / 15th pick / 2004"
"6","WR","Joey Galloway",35,"11",14,"62 catches for 1,057 yards, 7 td, & 2 rushes for 9 yards and 0 td","Seattle Seahawks / 1st / 8th pick / 1995"
"7","TE","Anthony Becht",29,"6",16,"18 catches for 115 yards, 1 td","New York Jets / 1st / 27th pick / 2000"
"8","LT","Anthony Davis",26,"2",16,"1 fumble recovered",""
"9","LG","Sean Mahan",26,"3",12,"","Tampa Bay Buccaneers / 5th / 168th pick / 2003"
"10","C","John Wade",31,"8",16,"","Jacksonville Jaguars / 5th / 148th pick / 1998"
"11","RG","Davin Joseph",23,"Rook",12,"","Tampa Bay Buccaneers / 1st / 23rd pick / 2006"
"12","RT","Jeremy Trueblood",23,"Rook",13,"1 fumble recovered","Tampa Bay Buccaneers / 2nd / 59th pick / 2006"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Simeon Rice",32,"10",8,"","Arizona Cardinals / 1st / 3rd pick / 1996"
"15","DE","Greg Spires",32,"8",16,"","New England Patriots / 3rd / 83rd pick / 1998"
"16","DE","Dewayne White",27,"3",8,"","Tampa Bay Buccaneers / 2nd / 64th pick / 2003"
"17","DT","Chris Hovan",28,"6",16,"","Minnesota Vikings / 1st / 25th pick / 2000"
"18","DT","Ellis Wyms",27,"5",8,"","Tampa Bay Buccaneers / 6th / 183rd pick / 2001"
"19","MLB","Shelton Quarles",35,"9",12,"2.5 sacks, 0 interceptions, 0 fumbles recovered",""
"20","LB","Derrick Brooks*",33,"11",16,"","Tampa Bay Buccaneers / 1st / 28th pick / 1995"
"21","LB","Ryan Nece",27,"4",11,"",""
"22","LCB","Juran Bolden",32,"10",11,"1.0 sacks, 1 interception, 1 fumble recovered","Atlanta Falcons / 4th / 127th pick / 1996"
"23","RCB","Ronde Barber*",31,"9",16,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Tampa Bay Buccaneers / 3rd / 66th pick / 1997"
"24","SS","Jermaine Phillips",27,"4",16,"1.0 sacks, 2 interceptions, 1 fumble recovered","Tampa Bay Buccaneers / 5th / 157th pick / 2002"
"25","FS","Will Allen",24,"2",16,"","Tampa Bay Buccaneers / 4th / 111th pick / 2004"
