"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Seneca Wallace",28,"3",8,"141 for 242, 1,532 yards, 11 td, 3 int, & 16 rushes for 78 yards and 0 td","Seattle Seahawks / 4th / 110th pick / 2003"
"3","RB","Julius Jones",27,"4",10,"158 rushes for 698 yards, 2 td, & 14 catches for 66 yards and 0 td","Dallas Cowboys / 2nd / 43rd pick / 2004"
"4","WR","Deion Branch",29,"6",8,"30 catches for 412 yards, 4 td","New England Patriots / 2nd / 65th pick / 2002"
"5","WR","Bobby Engram",35,"12",11,"47 catches for 489 yards, 0 td","Chicago Bears / 2nd / 52nd pick / 1996"
"6","WR","Koren Robinson",28,"7",12,"31 catches for 400 yards, 2 td, & 1 rush for -4 yards and 0 td","Seattle Seahawks / 1st / 9th pick / 2001"
"7","TE","John Carlson",24,"Rook",9,"55 catches for 627 yards, 5 td","Seattle Seahawks / 2nd / 38th pick / 2008"
"8","LT","Walter Jones*",34,"11",12,"1 fumble recovered","Seattle Seahawks / 1st / 6th pick / 1997"
"9","LG","Mike Wahle",31,"10",10,"1 fumble recovered","Green Bay Packers / 2nd / 1st pick / 1998 Supp"
"10","C","Chris Spencer",26,"3",11,"","Seattle Seahawks / 1st / 26th pick / 2005"
"11","RG","Floyd Womack",30,"7",14,"","Seattle Seahawks / 4th / 128th pick / 2001"
"12","RT","Sean Locklear",27,"4",11,"","Seattle Seahawks / 3rd / 84th pick / 2004"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Lawrence Jackson",23,"Rook",14,"","Seattle Seahawks / 1st / 28th pick / 2008"
"15","DE","Darryl Tapp",24,"2",11,"","Seattle Seahawks / 2nd / 63rd pick / 2006"
"16","LDT","Brandon Mebane",23,"1",16,"5.5 sacks, 0 interceptions, 0 fumbles recovered","Seattle Seahawks / 3rd / 85th pick / 2007"
"17","RDT","Rocky Bernard",29,"6",15,"4.0 sacks, 0 interceptions, 1 fumble recovered","Seattle Seahawks / 5th / 146th pick / 2002"
"18","MLB","Lofa Tatupu",26,"3",15,"0.0 sacks, 1 interception, 0 fumbles recovered","Seattle Seahawks / 2nd / 45th pick / 2005"
"19","LB","LeRoy Hill",26,"3",12,"","Seattle Seahawks / 3rd / 98th pick / 2005"
"20","LB","Julian Peterson*",30,"8",15,"","San Francisco 49ers / 1st / 16th pick / 2000"
"21","LCB","Marcus Trufant",28,"5",16,"0.0 sacks, 1 interception, 2 fumbles recovered","Seattle Seahawks / 1st / 11th pick / 2003"
"22","RCB","Josh Wilson",23,"1",12,"1.0 sacks, 4 interceptions, 2 fumbles recovered","Seattle Seahawks / 2nd / 55th pick / 2007"
"23","SS","Deon Grant",29,"7",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Carolina Panthers / 2nd / 57th pick / 2000"
"24","FS","Brian Russell",30,"6",16,"1.0 sacks, 0 interceptions, 0 fumbles recovered",""
