"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Brett Favre*",38,"16",16,"356 for 535, 4,155 yards, 28 td, 15 int, & 29 rushes for 12 yards and 0 td","Atlanta Falcons / 2nd / 33rd pick / 1991"
"3","FB","Korey Hall",24,"Rook",10,"0 rushes for 0 yards, 0 td, & 8 catches for 49 yards and 0 td","Green Bay Packers / 6th / 191st pick / 2007"
"4","WR","Donald Driver*",32,"8",14,"82 catches for 1,048 yards, 2 td, & 2 rushes for 4 yards and 0 td","Green Bay Packers / 7th / 213th pick / 1999"
"5","WR","Greg Jennings",24,"1",13,"53 catches for 920 yards, 12 td","Green Bay Packers / 2nd / 52nd pick / 2006"
"6","WR","James Jones",23,"Rook",9,"47 catches for 676 yards, 2 td","Green Bay Packers / 3rd / 78th pick / 2007"
"7","TE","Donald Lee",27,"4",12,"48 catches for 575 yards, 6 td","Miami Dolphins / 5th / 156th pick / 2003"
"8","LT","Chad Clifton*",31,"7",16,"","Green Bay Packers / 2nd / 44th pick / 2000"
"9","LG","Daryn Colledge",25,"1",13,"","Green Bay Packers / 2nd / 47th pick / 2006"
"10","C","Scott Wells",26,"3",13,"","Green Bay Packers / 7th / 251st pick / 2004"
"11","RT","Mark Tauscher",30,"7",16,"1 fumble recovered","Green Bay Packers / 7th / 224th pick / 2000"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Cullen Jenkins",26,"3",15,"",""
"14","DE","Aaron Kampman*",28,"5",15,"","Green Bay Packers / 5th / 156th pick / 2002"
"15","LDT","Ryan Pickett",28,"6",14,"1.0 sacks, 0 interceptions, 0 fumbles recovered","St. Louis Rams / 1st / 29th pick / 2001"
"16","RDT","Corey Williams",27,"3",9,"7.0 sacks, 1 interception, 0 fumbles recovered","Green Bay Packers / 6th / 179th pick / 2004"
"17","MLB","Nick Barnett",26,"4",16,"3.5 sacks, 2 interceptions, 1 fumble recovered","Green Bay Packers / 1st / 29th pick / 2003"
"18","LB","A.J. Hawk",23,"1",16,"","Green Bay Packers / 1st / 5th pick / 2006"
"19","LB","Brady Poppinga",28,"2",15,"","Green Bay Packers / 4th / 125th pick / 2005"
"20","LCB","Charles Woodson",31,"9",14,"0.0 sacks, 4 interceptions, 2 fumbles recovered","Oakland Raiders / 1st / 4th pick / 1998"
"21","RCB","Al Harris*",33,"9",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Tampa Bay Buccaneers / 6th / 169th pick / 1997"
"22","SS","Atari Bigby",26,"2",16,"0.0 sacks, 5 interceptions, 0 fumbles recovered",""
"23","FS","Nick Collins",24,"2",13,"","Green Bay Packers / 2nd / 51st pick / 2005"
