"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Derek Carr*",24,"1",16,"350 for 573, 3,987 yards, 32 td, 13 int, & 33 rushes for 138 yards and 0 td","Oakland Raiders / 2nd / 36th pick / 2014"
"3","RB","Latavius Murray*",25,"2",16,"266 rushes for 1,066 yards, 6 td, & 41 catches for 232 yards and 0 td","Oakland Raiders / 6th / 181st pick / 2013"
"4","WR","Amari Cooper*",21,"Rook",15,"72 catches for 1,070 yards, 6 td, & 3 rushes for -3 yards and 0 td","Oakland Raiders / 1st / 4th pick / 2015"
"5","WR","Michael Crabtree",28,"6",15,"85 catches for 922 yards, 9 td","San Francisco 49ers / 1st / 10th pick / 2009"
"6","TE","Lee Smith",28,"4",15,"12 catches for 70 yards, 1 td","New England Patriots / 5th / 159th pick / 2011"
"7","LT","Donald Penn",32,"8",16,"",""
"8","LG","Gabe Jackson",24,"1",16,"","Oakland Raiders / 3rd / 81st pick / 2014"
"9","C","Rodney Hudson",26,"4",13,"","Kansas City Chiefs / 2nd / 55th pick / 2011"
"10","RG","J'Marcus Webb",27,"5",16,"","Chicago Bears / 7th / 218th pick / 2010"
"11","RT","Austin Howard",28,"5",13,"1 fumble recovered",""
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Mario Edwards",21,"Rook",10,"","Oakland Raiders / 2nd / 35th pick / 2015"
"14","DE","Khalil Mack*+",24,"1",16,"","Oakland Raiders / 1st / 5th pick / 2014"
"15","DT","Dan Williams",28,"5",15,"","Arizona Cardinals / 1st / 26th pick / 2010"
"16","NT","Justin Ellis",25,"1",9,"","Oakland Raiders / 4th / 107th pick / 2014"
"17","MLB","Curtis Lofton",29,"7",9,"1.0 sacks, 0 interceptions, 1 fumble recovered","Atlanta Falcons / 2nd / 37th pick / 2008"
"18","LB","Malcolm Smith",26,"4",16,"","Seattle Seahawks / 7th / 242nd pick / 2011"
"19","CB","David Amerson",24,"2",12,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Washington Redskins / 2nd / 51st pick / 2013"
"20","CB","TJ Carrie",25,"1",14,"0.0 sacks, 1 interception, 0 fumbles recovered","Oakland Raiders / 7th / 219th pick / 2014"
"21","CB","D.J. Hayden",25,"2",13,"1.0 sacks, 1 interception, 0 fumbles recovered","Oakland Raiders / 1st / 12th pick / 2013"
"22","S","Charles Woodson*",39,"17",16,"0.0 sacks, 5 interceptions, 4 fumbles recovered","Oakland Raiders / 1st / 4th pick / 1998"
