"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Archie Manning*",30,"8",16,"252 for 420, 3,169 yards, 15 td, 20 int, & 35 rushes for 186 yards and 2 td","New Orleans Saints / 1st / 2nd pick / 1971"
"3","RB","Chuck Muncie*",26,"3",15,"238 rushes for 1,198 yards, 11 td, & 40 catches for 308 yards and 0 td","New Orleans Saints / 1st / 3rd pick / 1976"
"4","FB","Tony Galbreath",25,"3",15,"189 rushes for 708 yards, 9 td, & 58 catches for 484 yards and 1 td","New Orleans Saints / 2nd / 32nd pick / 1976"
"5","WR","Wes Chandler*",23,"1",16,"65 catches for 1,069 yards, 6 td","New Orleans Saints / 1st / 3rd pick / 1978"
"6","WR","Ike Harris",27,"4",14,"25 catches for 395 yards, 2 td, & 2 rushes for 9 yards and 0 td","St. Louis Cardinals / 4th / 91st pick / 1974"
"7","TE","Henry Childs*",28,"5",16,"51 catches for 846 yards, 5 td","Atlanta Falcons / 5th / 109th pick / 1974"
"8","LT","J.T. Taylor",23,"1",16,"","New Orleans Saints / 2nd / 33rd pick / 1978"
"9","LG","Emanuel Zanders",28,"5",16,"",""
"10","C","John Hill",29,"7",16,"","New York Giants / 6th / 132nd pick / 1972"
"11","RG","Conrad Dobler",29,"7",16,"2 fumbles recovered","St. Louis Cardinals / 5th / 110th pick / 1972"
"12","RT","Robert Woods",29,"6",15,"","New York Jets / 2nd / 38th pick / 1973"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Elois Grooms",26,"4",16,"1 interception, 2 fumbles recovered","New Orleans Saints / 3rd / 63rd pick / 1975"
"15","LDT","Barry Bennett",24,"1",14,"","New Orleans Saints / 3rd / 60th pick / 1978"
"16","RDT","Derland Moore",28,"6",15,"","New Orleans Saints / 2nd / 29th pick / 1973"
"17","RDE","Don Reese",28,"5",12,"0 interceptions, 2 fumbles recovered","Miami Dolphins / 1st / 26th pick / 1974"
"18","LLB","Ken Bordelon",25,"3",14,"2 interceptions, 0 fumbles recovered","Los Angeles Rams / 5th / 149th pick / 1976"
"19","MLB","Joe Federspiel",29,"7",16,"1 interception, 0 fumbles recovered","New Orleans Saints / 4th / 99th pick / 1972"
"20","RLB","Pat Hughes",32,"9",16,"4 interceptions, 0 fumbles recovered","New York Giants / 9th / 221st pick / 1970"
"21","LCB","Clarence Chapman",26,"3",15,"2 interceptions, 0 fumbles recovered","Oakland Raiders / 7th / 204th pick / 1976"
"22","RCB","Eric Felton",24,"1",10,"4 interceptions, 0 fumbles recovered","New Orleans Saints / 5th / 115th pick / 1978"
"23","SS","Ray Brown",30,"8",12,"1 interception, 2 fumbles recovered","Atlanta Falcons / 6th / 148th pick / 1971"
"24","FS","Tom Myers*",29,"7",15,"7 interceptions, 3 fumbles recovered","New Orleans Saints / 3rd / 74th pick / 1972"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Garo Yepremian",35,"13",0,"12 of 16 field goals & 39 of 40 extra points",""
"27","P","Rick Partridge",22,"Rook",0,"57 punts for a 40.9 average, 0 blocked","Green Bay Packers / 8th / 208th pick / 1979"
"28","PR","Rich Mauti",25,"2",0,"27 punt returns for a 8.1 average and 0 td",""
"29","KR","Rich Mauti",25,"2",0,"36 kick returns for a 22.2 average and 0 td",""
