"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Peyton Manning*+",33,"11",16,"393 for 571, 4,500 yards, 33 td, 16 int, & 19 rushes for -13 yards and 0 td","Indianapolis Colts / 1st / 1st pick / 1998"
"3","RB","Joseph Addai",26,"3",15,"219 rushes for 828 yards, 10 td, & 51 catches for 336 yards and 3 td","Indianapolis Colts / 1st / 30th pick / 2006"
"4","RB","Gijon Robinson",25,"1",10,"0 rushes for 0 yards, 0 td, & 9 catches for 62 yards and 0 td",""
"5","WR","Pierre Garcon",23,"1",13,"47 catches for 765 yards, 4 td, & 2 rushes for 10 yards and 0 td","Indianapolis Colts / 6th / 205th pick / 2008"
"6","WR","Reggie Wayne*",31,"8",16,"100 catches for 1,264 yards, 10 td","Indianapolis Colts / 1st / 30th pick / 2001"
"7","TE","Dallas Clark*+",30,"6",16,"100 catches for 1,106 yards, 10 td, & 2 rushes for 11 yards and 0 td","Indianapolis Colts / 1st / 24th pick / 2003"
"8","LT","Charlie Johnson",25,"3",12,"","Indianapolis Colts / 6th / 199th pick / 2006"
"9","LG","Ryan Lilja",28,"5",16,"",""
"10","C","Jeff Saturday*",34,"10",16,"",""
"11","RG","Kyle DeVan",24,"Rook",9,"",""
"12","RT","Ryan Diem",30,"8",15,"1 fumble recovered","Indianapolis Colts / 4th / 118th pick / 2001"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Raheem Brock",31,"7",8,"","Philadelphia Eagles / 7th / 238th pick / 2002"
"15","DE","Dwight Freeney*+",29,"7",9,"","Indianapolis Colts / 1st / 11th pick / 2002"
"16","DE","Robert Mathis*",28,"6",9,"","Indianapolis Colts / 5th / 138th pick / 2003"
"17","RDT","Antonio Johnson",25,"1",15,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Tennessee Titans / 5th / 152nd pick / 2007"
"18","MLB","Gary Brackett",29,"6",14,"1.0 sacks, 1 interception, 1 fumble recovered",""
"19","LB","Clint Session",25,"2",14,"","Indianapolis Colts / 4th / 136th pick / 2007"
"20","LCB","Kelvin Hayden",26,"4",8,"0.0 sacks, 1 interception, 0 fumbles recovered","Indianapolis Colts / 2nd / 60th pick / 2005"
"21","RCB","Jerraud Powers",22,"Rook",12,"0.0 sacks, 1 interception, 1 fumble recovered","Indianapolis Colts / 3rd / 92nd pick / 2009"
"22","SS","Melvin Bullitt",25,"2",12,"",""
"23","FS","Antoine Bethea*",25,"3",16,"0.0 sacks, 4 interceptions, 1 fumble recovered","Indianapolis Colts / 6th / 207th pick / 2006"
