"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Joe Namath",33,"11",8,"114 for 230, 1,090 yards, 4 td, 16 int, & 2 rushes for 5 yards and 0 td","New York Jets / 1st / 1st pick / 1965, St. Louis Cardinals / 1st / 12th pick / 1965"
"3","RB","Steve Davis",28,"4",8,"94 rushes for 418 yards, 3 td, & 8 catches for 57 yards and 0 td","Pittsburgh Steelers / 3rd / 60th pick / 1971"
"4","FB","Clark Gaines",22,"Rook",8,"157 rushes for 724 yards, 3 td, & 41 catches for 400 yards and 2 td",""
"5","WR","David Knight",25,"3",13,"20 catches for 403 yards, 2 td","New York Jets / 11th / 272nd pick / 1973"
"6","WR","Lou Piccone",27,"2",8,"12 catches for 147 yards, 0 td, & 1 rush for 11 yards and 0 td",""
"7","TE","Rich Caster",28,"6",14,"31 catches for 391 yards, 1 td, & 6 rushes for 73 yards and 0 td","New York Jets / 2nd / 46th pick / 1970"
"8","LT","Robert Woods",26,"3",10,"","New York Jets / 2nd / 38th pick / 1973"
"9","LG","Randy Rasmussen",31,"9",14,"1 fumble recovered","New York Jets / 12th / 302nd pick / 1967"
"10","C","Joe Fields",23,"1",10,"","New York Jets / 14th / 349th pick / 1975"
"11","RG","Darrell Austin",25,"1",10,"","Denver Broncos / 16th / 404th pick / 1974"
"12","RT","Garry Puetz",24,"3",14,"","New York Jets / 12th / 300th pick / 1973"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Lawrence Pillers",24,"Rook",13,"0 interceptions, 2 fumbles recovered","New York Jets / 11th / 296th pick / 1976"
"15","LDT","Carl Barzilauskas",25,"2",11,"0 interceptions, 2 fumbles recovered","New York Jets / 1st / 6th pick / 1974"
"16","RDT","Ed Galigher",26,"4",14,"","New York Jets / 4th / 89th pick / 1972"
"17","RDE","Richard Neal",29,"7",13,"","New Orleans Saints / 2nd / 45th pick / 1969"
"18","LLB","Greg Buttle",22,"Rook",14,"2 interceptions, 2 fumbles recovered","New York Jets / 3rd / 67th pick / 1976"
"19","MLB","John Ebersole",28,"6",10,"1 interception, 3 fumbles recovered","New York Jets / 4th / 98th pick / 1970"
"20","RLB","Bob Martin",23,"Rook",13,"2 interceptions, 0 fumbles recovered","New York Jets / 6th / 163rd pick / 1976"
"21","LCB","Shafer Suggs",23,"Rook",10,"1 interception, 0 fumbles recovered","New York Jets / 2nd / 33rd pick / 1976"
"22","RCB","Ed Taylor",23,"1",11,"2 interceptions, 0 fumbles recovered","New York Jets / 9th / 224th pick / 1975"
"23","SS","Phil Wise",27,"5",12,"0 interceptions, 1 fumble recovered","New York Jets / 6th / 136th pick / 1971"
"24","FS","Burgess Owens",25,"3",14,"0 interceptions, 2 fumbles recovered","New York Jets / 1st / 13th pick / 1973"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Pat Leahy",25,"2",0,"11 of 16 field goals & 16 of 20 extra points",""
"27","P","Duane Carrell",27,"2",0,"81 punts for a 39.7 average, 0 blocked",""
"28","PR","Lou Piccone",27,"2",8,"21 punt returns for a 8.2 average and 1 td",""
"29","KR","Lou Piccone",27,"2",8,"31 kick returns for a 22.5 average and 0 td",""
