"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Joey Harrington",27,"3",11,"188 for 330, 2,021 yards, 12 td, 12 int, & 24 rushes for 80 yards and 0 td","Detroit Lions / 1st / 3rd pick / 2002"
"3","RB","Kevin Jones",23,"1",13,"186 rushes for 664 yards, 5 td, & 20 catches for 109 yards and 0 td","Detroit Lions / 1st / 30th pick / 2004"
"4","FB","Cory Schlesinger",33,"10",8,"1 rush for 1 yards, 0 td, & 8 catches for 31 yards and 1 td","Detroit Lions / 6th / 192nd pick / 1995"
"5","WR","Scottie Vines",26,"1",11,"40 catches for 417 yards, 0 td, & 1 rush for 7 yards and 0 td",""
"6","WR","Roy Williams",24,"1",12,"45 catches for 687 yards, 8 td","Detroit Lions / 1st / 7th pick / 2004"
"7","TE","Marcus Pollard",33,"10",16,"46 catches for 516 yards, 3 td",""
"8","LT","Jeff Backus",28,"4",16,"","Detroit Lions / 1st / 18th pick / 2001"
"9","LG","Kyle Kosier",27,"3",11,"","San Francisco 49ers / 7th / 248th pick / 2002"
"10","C","Dominic Raiola",27,"4",16,"","Detroit Lions / 2nd / 50th pick / 2001"
"11","RG","Damien Woody",28,"6",16,"","New England Patriots / 1st / 17th pick / 1999"
"12","RT","Kelly Butler",23,"Rook",16,"2 fumbles recovered","Detroit Lions / 6th / 172nd pick / 2004"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","James Hall",28,"5",14,"",""
"15","DE","Cory Redding",25,"2",16,"","Detroit Lions / 3rd / 66th pick / 2003"
"16","LDT","Shaun Rogers*",26,"4",14,"5.5 sacks, 0 interceptions, 1 fumble recovered","Detroit Lions / 2nd / 61st pick / 2001"
"17","RDT","Dan Wilkinson",32,"11",16,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Cincinnati Bengals / 1st / 1st pick / 1994"
"18","MLB","Earl Holmes",32,"9",10,"","Pittsburgh Steelers / 4th / 126th pick / 1996"
"19","LB","Boss Bailey",26,"2",11,"","Detroit Lions / 2nd / 34th pick / 2003"
"20","LB","James Davis",26,"2",14,"","Detroit Lions / 5th / 144th pick / 2003"
"21","LCB","Andre' Goodman",27,"3",8,"0.0 sacks, 3 interceptions, 1 fumble recovered","Detroit Lions / 3rd / 68th pick / 2002"
"22","RCB","Dre' Bly",28,"6",11,"0.0 sacks, 6 interceptions, 1 fumble recovered","St. Louis Rams / 2nd / 41st pick / 1999"
"23","SS","Kenoy Kennedy",28,"5",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Denver Broncos / 2nd / 45th pick / 2000"
"24","FS","Terrence Holt",25,"2",10,"0.0 sacks, 2 interceptions, 1 fumble recovered","Detroit Lions / 5th / 137th pick / 2003"
