"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Gary Danielson",33,"8",14,"252 for 410, 3,076 yards, 17 td, 15 int, & 41 rushes for 218 yards and 3 td",""
"3","RB","Billy Sims",29,"4",8,"130 rushes for 687 yards, 5 td, & 31 catches for 239 yards and 0 td","Detroit Lions / 1st / 1st pick / 1980"
"4","FB","James Jones",23,"1",16,"137 rushes for 532 yards, 3 td, & 77 catches for 662 yards and 5 td","Detroit Lions / 1st / 13th pick / 1983"
"5","WR","Mark Nichols",25,"3",9,"34 catches for 744 yards, 1 td, & 3 rushes for 27 yards and 0 td","Detroit Lions / 1st / 16th pick / 1981"
"6","WR","Leonard Thompson",32,"9",15,"50 catches for 773 yards, 6 td, & 3 rushes for -7 yards and 0 td","Detroit Lions / 8th / 194th pick / 1975"
"7","TE","Rob Rubick",24,"2",9,"14 catches for 188 yards, 1 td","Detroit Lions / 12th / 326th pick / 1982"
"8","LT","Don Laster",26,"2",8,"","Washington Redskins / 12th / 309th pick / 1982"
"9","LG","Chris Dieterich",26,"4",16,"","Detroit Lions / 6th / 140th pick / 1980"
"10","C","Amos Fowler",28,"6",7,"","Detroit Lions / 5th / 121st pick / 1978"
"11","RG","Don Greco",25,"2",16,"1 fumble recovered","Detroit Lions / 3rd / 72nd pick / 1981"
"12","RT","Keith Dorney",27,"5",16,"","Detroit Lions / 1st / 10th pick / 1979"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Mike Cofer",24,"1",16,"7.0 sacks, 0 interceptions, 1 fumble recovered","Detroit Lions / 3rd / 67th pick / 1983"
"15","LDT","Curtis Green",27,"3",15,"8.5 sacks, 0 interceptions, 0 fumbles recovered","Detroit Lions / 2nd / 46th pick / 1981"
"16","RDT","Doug English",31,"9",16,"5.0 sacks, 0 interceptions, 1 fumble recovered","Detroit Lions / 2nd / 38th pick / 1975"
"17","RDE","William Gay",29,"6",16,"10.0 sacks, 0 interceptions, 2 fumbles recovered","Denver Broncos / 2nd / 55th pick / 1978"
"18","LLB","Garry Cobb",27,"5",16,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Dallas Cowboys / 9th / 247th pick / 1979"
"19","MLB","Ken Fantetti",27,"5",12,"1.5 sacks, 1 interception, 0 fumbles recovered","Detroit Lions / 2nd / 37th pick / 1979"
"20","RLB","Jimmy Williams",24,"2",16,"2.0 sacks, 0 interceptions, 1 fumble recovered","Detroit Lions / 1st / 15th pick / 1982"
"21","LCB","Bobby Watkins",24,"2",16,"0.0 sacks, 6 interceptions, 0 fumbles recovered","Detroit Lions / 2nd / 42nd pick / 1982"
"22","RCB","Bruce McNorton",25,"2",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Detroit Lions / 4th / 96th pick / 1982"
"23","SS","Alvin Hall",26,"3",16,"0.0 sacks, 2 interceptions, 1 fumble recovered",""
"24","FS","William Graham",25,"2",13,"0.0 sacks, 3 interceptions, 2 fumbles recovered","Detroit Lions / 5th / 127th pick / 1982"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Eddie Murray",28,"4",0,"20 of 27 field goals & 31 of 31 extra points","Detroit Lions / 7th / 166th pick / 1980"
"27","P","Mike Black",23,"1",0,"76 punts for a 41.6 average, 0 blocked","Detroit Lions / 7th / 181st pick / 1983"
"28","PR","Robbie Martin",26,"3",0,"25 punt returns for a 8.4 average and 0 td","Pittsburgh Steelers / 4th / 100th pick / 1981"
"29","KR","Pete Mandley",23,"Rook",0,"22 kick returns for a 17.7 average and 0 td","Detroit Lions / 2nd / 47th pick / 1984"
