"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Mike Phipps",32,"9",10,"134 for 255, 1,535 yards, 9 td, 8 int, & 27 rushes for 51 yards and 0 td","Cleveland Browns / 1st / 3rd pick / 1970"
"3","RB","Walter Payton*",25,"4",16,"369 rushes for 1,610 yards, 14 td, & 31 catches for 313 yards and 2 td","Chicago Bears / 1st / 4th pick / 1975"
"4","FB","Dave Williams",25,"2",12,"127 rushes for 401 yards, 1 td, & 42 catches for 354 yards and 5 td","Dallas Cowboys / 7th / 208th pick / 1976"
"5","WR","Brian Baschnagel",25,"3",11,"30 catches for 452 yards, 2 td","Chicago Bears / 3rd / 66th pick / 1976"
"6","WR","James Scott",27,"3",9,"21 catches for 382 yards, 3 td","New York Jets / 8th / 193rd pick / 1975"
"7","TE","Mike Cobb",24,"2",15,"6 catches for 91 yards, 0 td","Cincinnati Bengals / 1st / 22nd pick / 1977"
"8","LT","Ted Albrecht",25,"2",16,"","Chicago Bears / 1st / 15th pick / 1977"
"9","LG","Noah Jackson",28,"4",15,"","Baltimore Colts / 7th / 161st pick / 1974"
"10","C","Dan Neal",30,"6",16,"","Baltimore Colts / 11th / 270th pick / 1973"
"11","RG","Revie Sorey",26,"4",16,"1 fumble recovered","Chicago Bears / 5th / 110th pick / 1975"
"12","RT","Dennis Lick",25,"3",16,"","Chicago Bears / 1st / 8th pick / 1976"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Dan Hampton",22,"Rook",16,"0 interceptions, 2 fumbles recovered","Chicago Bears / 1st / 4th pick / 1979"
"15","LDT","Jim Osborne",30,"7",16,"0 interceptions, 1 fumble recovered","Chicago Bears / 7th / 182nd pick / 1972"
"16","RDT","Alan Page",34,"12",16,"0 interceptions, 1 fumble recovered","Minnesota Vikings / 1st / 15th pick / 1967"
"17","RDE","Mike Hartenstine",26,"4",16,"0 interceptions, 1 fumble recovered","Chicago Bears / 2nd / 31st pick / 1975"
"18","LLB","Jerry Muckensturm",26,"3",16,"1 interception, 2 fumbles recovered","Chicago Bears / 7th / 190th pick / 1976"
"19","MLB","Tom Hicks",27,"3",14,"3 interceptions, 2 fumbles recovered","Chicago Bears / 6th / 151st pick / 1975"
"20","RLB","Gary Campbell",27,"2",16,"1 interception, 1 fumble recovered","Pittsburgh Steelers / 10th / 291st pick / 1976"
"21","LCB","Terry Schmidt",27,"5",16,"6 interceptions, 0 fumbles recovered","New Orleans Saints / 5th / 121st pick / 1974"
"22","RCB","Virgil Livers",27,"4",12,"2 interceptions, 1 fumble recovered","Chicago Bears / 4th / 83rd pick / 1975"
"23","SS","Gary Fencik",25,"3",14,"6 interceptions, 2 fumbles recovered","Miami Dolphins / 10th / 281st pick / 1976"
"24","FS","Doug Plank",26,"4",16,"3 interceptions, 1 fumble recovered","Chicago Bears / 12th / 291st pick / 1975"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Bob Thomas",27,"4",0,"16 of 27 field goals & 34 of 37 extra points","Los Angeles Rams / 15th / 388th pick / 1974"
"27","P","Bob Parsons",29,"7",0,"92 punts for a 37.9 average, 1 blocked","Chicago Bears / 5th / 117th pick / 1972"
"28","PR","Steve Schubert",28,"5",1,"25 punt returns for a 9.5 average and 1 td",""
"29","KR","Len Walterscheid",25,"2",2,"19 kick returns for a 22.5 average and 0 td",""
