"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Steve Beuerlein",33,"10",12,"216 for 343, 2,613 yards, 17 td, 12 int, & 22 rushes for 26 yards and 0 td","Los Angeles Raiders / 4th / 110th pick / 1987"
"3","RB","Fred Lane",23,"1",11,"205 rushes for 717 yards, 5 td, & 12 catches for 85 yards and 0 td",""
"4","FB","William Floyd",26,"4",13,"28 rushes for 71 yards, 3 td, & 24 catches for 123 yards and 1 td","San Francisco 49ers / 1st / 28th pick / 1994"
"5","WR","Rocket Ismail",29,"5",15,"69 catches for 1,024 yards, 8 td, & 3 rushes for 42 yards and 0 td","Los Angeles Raiders / 4th / 100th pick / 1991"
"6","WR","Muhsin Muhammad",25,"2",16,"68 catches for 941 yards, 6 td","Carolina Panthers / 2nd / 43rd pick / 1996"
"7","TE","Wesley Walls*",32,"9",14,"49 catches for 506 yards, 5 td","San Francisco 49ers / 2nd / 56th pick / 1989"
"8","LT","Blake Brockermeyer",25,"3",14,"2 fumbles recovered","Carolina Panthers / 1st / 29th pick / 1995"
"9","LG","Frank Garcia",26,"3",14,"2 fumbles recovered","Carolina Panthers / 4th / 132nd pick / 1995"
"10","C","Bryan Stoltenberg",26,"2",10,"","San Diego Chargers / 6th / 192nd pick / 1996"
"11","RG","Corbin Lacina",28,"4",10,"1 fumble recovered","Buffalo Bills / 6th / 167th pick / 1993"
"12","RT","Norbert Davidds-Garrido",26,"2",16,"1 fumble recovered","Carolina Panthers / 4th / 106th pick / 1996"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Jason Peter",24,"Rook",11,"1.0 sacks, 0 interceptions, 1 fumble recovered","Carolina Panthers / 1st / 14th pick / 1998"
"15","NT","Tim Morabito",25,"2",8,"",""
"16","RDE","Sean Gilbert",28,"6",16,"6.0 sacks, 0 interceptions, 0 fumbles recovered","Los Angeles Rams / 1st / 3rd pick / 1992"
"17","LOLB","Kevin Greene*",36,"13",15,"15.0 sacks, 2 interceptions, 1 fumble recovered","Los Angeles Rams / 5th / 113th pick / 1985"
"18","LILB","Jeff Brady",30,"7",16,"4.0 sacks, 4 interceptions, 1 fumble recovered","Pittsburgh Steelers / 12th / 323rd pick / 1991"
"19","RILB","Micheal Barrow",28,"5",16,"4.0 sacks, 1 interception, 2 fumbles recovered","Houston Oilers / 2nd / 47th pick / 1993"
"20","ROLB","Greg Lloyd",33,"10",14,"1.0 sacks, 1 interception, 1 fumble recovered","Pittsburgh Steelers / 6th / 150th pick / 1987"
"21","LCB","Eric Davis",30,"8",16,"1.0 sacks, 5 interceptions, 1 fumble recovered","San Francisco 49ers / 2nd / 53rd pick / 1990"
"22","RCB","Doug Evans",28,"5",7,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Green Bay Packers / 6th / 141st pick / 1993"
"23","SS","Damien Richardson",22,"Rook",7,"0.0 sacks, 0 interceptions, 1 fumble recovered","Carolina Panthers / 6th / 165th pick / 1998"
"24","FS","Brent Alexander",27,"4",16,"0.0 sacks, 0 interceptions, 1 fumble recovered",""
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","John Kasay",29,"7",0,"19 of 26 field goals & 35 of 37 extra points","Seattle Seahawks / 4th / 98th pick / 1991"
"27","P","Ken Walter",26,"1",0,"77 punts for a 40.7 average, 0 blocked",""
"28","PR","Winslow Oliver",25,"2",0,"44 punt returns for a 10.5 average and 0 td","Carolina Panthers / 3rd / 73rd pick / 1996"
"29","KR","Michael Bates*",29,"5",0,"59 kick returns for a 25.1 average and 1 td","Seattle Seahawks / 6th / 150th pick / 1992"
