"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Marc Wilson",28,"5",13,"193 for 388, 2,608 yards, 16 td, 21 int, & 24 rushes for 98 yards and 2 td","Oakland Raiders / 1st / 15th pick / 1980"
"3","RB","Marcus Allen*+",25,"3",16,"380 rushes for 1,759 yards, 11 td, & 67 catches for 555 yards and 3 td","Los Angeles Raiders / 1st / 10th pick / 1982"
"4","FB","Frank Hawkins",26,"4",16,"84 rushes for 269 yards, 4 td, & 27 catches for 174 yards and 0 td","Oakland Raiders / 10th / 276th pick / 1981"
"5","WR","Jessie Hester",22,"Rook",16,"32 catches for 665 yards, 4 td, & 1 rush for 13 yards and 1 td","Los Angeles Raiders / 1st / 23rd pick / 1985"
"6","WR","Dokie Williams",25,"2",16,"48 catches for 925 yards, 5 td","Los Angeles Raiders / 5th / 138th pick / 1983"
"7","TE","Todd Christensen*+",29,"6",16,"82 catches for 987 yards, 6 td","Dallas Cowboys / 2nd / 56th pick / 1978"
"8","LT","Bruce Davis",29,"6",16,"","Oakland Raiders / 11th / 294th pick / 1979"
"9","LG","Charley Hannah",30,"8",15,"1 fumble recovered","Tampa Bay Buccaneers / 3rd / 56th pick / 1977"
"10","C","Don Mosebar",24,"2",14,"","Los Angeles Raiders / 1st / 26th pick / 1983"
"11","RG","Mickey Marvin",30,"8",15,"","Oakland Raiders / 4th / 112th pick / 1977"
"12","RT","Henry Lawrence",34,"11",16,"","Oakland Raiders / 1st / 19th pick / 1974"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Howie Long*+",25,"4",16,"10.0 sacks, 0 interceptions, 0 fumbles recovered","Oakland Raiders / 2nd / 48th pick / 1981"
"15","NT","Bill Pickel",26,"2",16,"12.5 sacks, 0 interceptions, 0 fumbles recovered","Los Angeles Raiders / 2nd / 54th pick / 1983"
"16","RDE","Lyle Alzado",36,"14",11,"3.0 sacks, 0 interceptions, 1 fumble recovered","Denver Broncos / 4th / 79th pick / 1971"
"17","LOLB","Brad Van Pelt",34,"12",15,"5.0 sacks, 1 interception, 0 fumbles recovered","New York Giants / 2nd / 40th pick / 1973"
"18","LILB","Matt Millen",27,"5",16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Oakland Raiders / 2nd / 43rd pick / 1980"
"19","RILB","Reggie McKenzie",22,"Rook",16,"1.0 sacks, 0 interceptions, 1 fumble recovered","Los Angeles Raiders / 10th / 275th pick / 1985"
"20","ROLB","Rod Martin",31,"8",16,"7.0 sacks, 1 interception, 3 fumbles recovered","Oakland Raiders / 12th / 317th pick / 1977"
"21","LCB","Lester Hayes",30,"8",13,"0.0 sacks, 4 interceptions, 1 fumble recovered","Oakland Raiders / 5th / 126th pick / 1977"
"22","RCB","Mike Haynes*+",32,"9",16,"1.0 sacks, 4 interceptions, 0 fumbles recovered","New England Patriots / 1st / 5th pick / 1976"
"23","SS","Mike Davis",29,"7",10,"1.0 sacks, 0 interceptions, 1 fumble recovered","Oakland Raiders / 2nd / 35th pick / 1977"
"24","FS","Vann McElroy",25,"3",12,"0.0 sacks, 2 interceptions, 1 fumble recovered","Los Angeles Raiders / 3rd / 64th pick / 1982"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Chris Bahr",32,"9",0,"20 of 32 field goals & 40 of 42 extra points","Cincinnati Bengals / 2nd / 51st pick / 1976"
"27","P","Ray Guy",36,"12",0,"89 punts for a 40.8 average, 0 blocked","Oakland Raiders / 1st / 23rd pick / 1973"
"28","PR","Fulton Walker",27,"4",0,"62 punt returns for a 11.2 average and 0 td","Miami Dolphins / 6th / 154th pick / 1981"
"29","KR","Sam Seale",23,"1",0,"23 kick returns for a 21.0 average and 0 td","Los Angeles Raiders / 8th / 224th pick / 1984"
