"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Kordell Stewart*",29,"6",16,"266 for 442, 3,109 yards, 14 td, 11 int, & 96 rushes for 537 yards and 5 td","Pittsburgh Steelers / 2nd / 60th pick / 1995"
"3","RB","Jerome Bettis*",29,"8",11,"225 rushes for 1,072 yards, 4 td, & 8 catches for 48 yards and 0 td","Los Angeles Rams / 1st / 10th pick / 1993"
"4","FB","Jon Witman",29,"5",12,"5 rushes for 24 yards, 0 td, & 6 catches for 32 yards and 0 td","Pittsburgh Steelers / 3rd / 92nd pick / 1996"
"5","FL","Hines Ward*",25,"3",16,"94 catches for 1,003 yards, 4 td, & 10 rushes for 83 yards and 0 td","Pittsburgh Steelers / 3rd / 92nd pick / 1998"
"6","SE","Plaxico Burress",24,"1",16,"66 catches for 1,008 yards, 6 td","Pittsburgh Steelers / 1st / 8th pick / 2000"
"7","TE","Mark Bruener",29,"6",9,"12 catches for 98 yards, 0 td","Pittsburgh Steelers / 1st / 27th pick / 1995"
"8","LT","Wayne Gandy",30,"7",15,"","Los Angeles Rams / 1st / 15th pick / 1994"
"9","LG","Alan Faneca*+",25,"3",15,"","Pittsburgh Steelers / 1st / 26th pick / 1998"
"10","C","Jeff Hartings",29,"5",16,"","Detroit Lions / 1st / 23rd pick / 1996"
"11","RG","Rich Tylski",30,"5",9,"",""
"12","RT","Marvel Smith",23,"1",16,"","Pittsburgh Steelers / 2nd / 38th pick / 2000"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Aaron Smith",25,"2",16,"","Pittsburgh Steelers / 4th / 109th pick / 1999"
"15","DE","Kimo von Oelhoffen",30,"7",15,"","Cincinnati Bengals / 6th / 162nd pick / 1994"
"16","NT","Casey Hampton",24,"Rook",11,"1.0 sacks, 0 interceptions, 1 fumble recovered","Pittsburgh Steelers / 1st / 19th pick / 2001"
"17","LOLB","Jason Gildon*+",29,"7",16,"12.0 sacks, 1 interception, 2 fumbles recovered","Pittsburgh Steelers / 3rd / 88th pick / 1994"
"18","LILB","Earl Holmes",28,"5",16,"2.0 sacks, 0 interceptions, 1 fumble recovered","Pittsburgh Steelers / 4th / 126th pick / 1996"
"19","RILB","Kendrell Bell*",23,"Rook",16,"9.0 sacks, 0 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 2nd / 39th pick / 2001"
"20","ROLB","Joey Porter",24,"2",15,"9.0 sacks, 0 interceptions, 1 fumble recovered","Pittsburgh Steelers / 3rd / 73rd pick / 1999"
"21","SS","Lee Flowers",28,"6",15,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 5th / 151st pick / 1995"
"22","FS","Brent Alexander",30,"7",16,"2.0 sacks, 4 interceptions, 0 fumbles recovered",""
