"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Vinny Testaverde*",33,"9",16,"325 for 549, 4,177 yards, 33 td, 19 int, & 34 rushes for 188 yards and 2 td","Tampa Bay Buccaneers / 1st / 1st pick / 1987"
"3","RB","Earnest Byner",34,"12",8,"159 rushes for 634 yards, 4 td, & 30 catches for 270 yards and 1 td","Cleveland Browns / 10th / 280th pick / 1984"
"4","WR","Derrick Alexander",25,"2",14,"62 catches for 1,099 yards, 9 td, & 3 rushes for 0 yards and 0 td","Cleveland Browns / 1st / 29th pick / 1994"
"5","WR","Michael Jackson",27,"5",16,"76 catches for 1,201 yards, 14 td","Cleveland Browns / 6th / 141st pick / 1991"
"6","WR","Floyd Turner",30,"7",6,"38 catches for 461 yards, 2 td, & 2 rushes for 12 yards and 0 td","New Orleans Saints / 6th / 159th pick / 1989"
"7","TE","Brian Kinchen",31,"8",16,"55 catches for 581 yards, 1 td","Miami Dolphins / 12th / 320th pick / 1988"
"8","LT","Tony Jones",30,"8",15,"",""
"9","LG","Jonathan Ogden",22,"Rook",16,"","Baltimore Ravens / 1st / 4th pick / 1996"
"10","C","Wally Williams",25,"3",13,"",""
"11","RG","Jeff Blackshear",27,"3",12,"","Seattle Seahawks / 8th / 197th pick / 1993"
"12","RT","Orlando Brown",26,"2",16,"",""
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Mike Frederick",24,"1",11,"","Cleveland Browns / 3rd / 94th pick / 1995"
"15","NT","James Jones",27,"5",11,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Cleveland Browns / 3rd / 57th pick / 1991"
"16","RDE","Anthony Pleasant",28,"6",12,"4.0 sacks, 0 interceptions, 1 fumble recovered","Cleveland Browns / 3rd / 73rd pick / 1990"
"17","LOLB","Mike Croel",27,"5",16,"3.0 sacks, 1 interception, 0 fumbles recovered","Denver Broncos / 1st / 4th pick / 1991"
"18","LILB","Ray Lewis",21,"Rook",13,"2.5 sacks, 1 interception, 0 fumbles recovered","Baltimore Ravens / 1st / 26th pick / 1996"
"19","RILB","Mike Caldwell",25,"3",9,"4.5 sacks, 1 interception, 0 fumbles recovered","Cleveland Browns / 3rd / 83rd pick / 1993"
"20","ROLB","Keith Goganious",28,"4",8,"","Buffalo Bills / 3rd / 83rd pick / 1992"
"21","LCB","Antonio Langham",24,"2",14,"0.0 sacks, 5 interceptions, 0 fumbles recovered","Cleveland Browns / 1st / 9th pick / 1994"
"22","RCB","Donny Brady",23,"1",13,"0.5 sacks, 0 interceptions, 1 fumble recovered",""
"23","SS","Stevon Moore",29,"6",16,"0.0 sacks, 1 interception, 1 fumble recovered","New York Jets / 7th / 181st pick / 1989"
"24","FS","Eric Turner*",28,"5",14,"0.0 sacks, 5 interceptions, 0 fumbles recovered","Cleveland Browns / 1st / 2nd pick / 1991"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Matt Stover",28,"5",0,"19 of 25 field goals & 34 of 35 extra points","New York Giants / 12th / 329th pick / 1990"
"27","P","Greg Montgomery",32,"8",0,"68 punts for a 43.8 average, 1 blocked","Houston Oilers / 3rd / 72nd pick / 1988"
"28","PR","Jermaine Lewis",22,"Rook",1,"36 punt returns for a 9.4 average and 0 td","Baltimore Ravens / 5th / 153rd pick / 1996"
"29","KR","Jermaine Lewis",22,"Rook",1,"41 kick returns for a 21.5 average and 0 td","Baltimore Ravens / 5th / 153rd pick / 1996"
