"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Mark Brunell*",26,"2",16,"353 for 557, 4,367 yards, 19 td, 20 int, & 80 rushes for 396 yards and 3 td","Green Bay Packers / 5th / 118th pick / 1993"
"3","RB","James Stewart",25,"1",11,"190 rushes for 723 yards, 8 td, & 30 catches for 177 yards and 2 td","Jacksonville Jaguars / 1st / 19th pick / 1995"
"4","FB","Le'Shai Maston",26,"3",7,"8 rushes for 22 yards, 0 td, & 6 catches for 54 yards and 0 td",""
"5","WR","Keenan McCardell*",26,"4",15,"85 catches for 1,129 yards, 3 td","Washington Redskins / 12th / 326th pick / 1991"
"6","WR","Jimmy Smith",27,"4",9,"83 catches for 1,244 yards, 7 td","Dallas Cowboys / 2nd / 36th pick / 1992"
"7","TE","Derek Brown",26,"4",14,"17 catches for 141 yards, 0 td","New York Giants / 1st / 14th pick / 1992"
"8","LT","Tony Boselli*",24,"1",16,"1 fumble recovered","Jacksonville Jaguars / 1st / 2nd pick / 1995"
"9","LG","Ben Coleman",25,"3",16,"","Phoenix Cardinals / 2nd / 32nd pick / 1993"
"10","C","Dave Widell",31,"8",14,"","Dallas Cowboys / 4th / 94th pick / 1988"
"11","RG","Brian DeMarco",24,"1",9,"","Jacksonville Jaguars / 2nd / 40th pick / 1995"
"12","RT","Leon Searcy",27,"4",16,"1 fumble recovered","Pittsburgh Steelers / 1st / 11th pick / 1992"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Joel Smeenge",28,"6",10,"5.0 sacks, 0 interceptions, 0 fumbles recovered","New Orleans Saints / 3rd / 71st pick / 1990"
"15","LDT","Don Davey",28,"5",12,"0.5 sacks, 0 interceptions, 1 fumble recovered","Green Bay Packers / 3rd / 67th pick / 1991"
"16","RDT","John Jurkovic",29,"5",14,"1.0 sacks, 0 interceptions, 2 fumbles recovered",""
"17","RDE","Clyde Simmons",32,"10",14,"7.5 sacks, 0 interceptions, 1 fumble recovered","Philadelphia Eagles / 9th / 233rd pick / 1986"
"18","LLB","Eddie Robinson",26,"4",15,"1.0 sacks, 0 interceptions, 1 fumble recovered","Houston Oilers / 2nd / 50th pick / 1992"
"19","MLB","Tom McManus",26,"1",11,"",""
"20","RLB","Kevin Hardy",23,"Rook",15,"5.5 sacks, 2 interceptions, 1 fumble recovered","Jacksonville Jaguars / 1st / 2nd pick / 1996"
"21","LCB","Aaron Beasley",23,"Rook",7,"1.0 sacks, 1 interception, 0 fumbles recovered","Jacksonville Jaguars / 3rd / 63rd pick / 1996"
"22","RCB","Mickey Washington",28,"6",16,"0.0 sacks, 1 interception, 0 fumbles recovered","Phoenix Cardinals / 8th / 199th pick / 1990"
"23","SS","Dana Hall",27,"4",10,"0.0 sacks, 1 interception, 2 fumbles recovered","San Francisco 49ers / 1st / 18th pick / 1992"
"24","FS","Chris Hudson",25,"1",16,"0.5 sacks, 2 interceptions, 2 fumbles recovered","Jacksonville Jaguars / 3rd / 71st pick / 1995"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Mike Hollis",24,"1",0,"30 of 36 field goals & 27 of 27 extra points",""
"27","P","Bryan Barker",32,"6",0,"69 punts for a 43.7 average, 0 blocked",""
"28","PR","Chris Hudson",25,"1",16,"32 punt returns for a 10.9 average and 0 td","Jacksonville Jaguars / 3rd / 71st pick / 1995"
"29","KR","Randy Jordan",26,"3",0,"26 kick returns for a 21.3 average and 0 td",""
