"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jeff George",23,"Rook",12,"181 for 334, 2,152 yards, 16 td, 13 int, & 11 rushes for 2 yards and 1 td","Indianapolis Colts / 1st / 1st pick / 1990"
"3","RB","Eric Dickerson",30,"7",8,"166 rushes for 677 yards, 4 td, & 18 catches for 92 yards and 0 td","Los Angeles Rams / 1st / 2nd pick / 1983"
"4","FB","Albert Bentley",30,"5",15,"137 rushes for 556 yards, 4 td, & 71 catches for 664 yards and 2 td","Indianapolis Colts / 2nd / 35th pick / 1984 Supp"
"5","WR","Bill Brooks",26,"4",16,"62 catches for 823 yards, 5 td","Indianapolis Colts / 4th / 86th pick / 1986"
"6","WR","Jessie Hester",27,"5",14,"54 catches for 924 yards, 6 td, & 4 rushes for 9 yards and 0 td","Los Angeles Raiders / 1st / 23rd pick / 1985"
"7","TE","Pat Beach",31,"8",11,"12 catches for 124 yards, 1 td","Baltimore Colts / 6th / 140th pick / 1982"
"8","LT","Zefross Moss",24,"1",16,"",""
"9","LG","Randy Dixon",25,"3",14,"","Indianapolis Colts / 4th / 85th pick / 1987"
"10","C","Ray Donaldson",32,"10",16,"","Baltimore Colts / 2nd / 32nd pick / 1980"
"11","RG","Pat Tomberlin",24,"Rook",10,"","Indianapolis Colts / 4th / 99th pick / 1989"
"12","RT","Brian Baldinger",30,"8",16,"",""
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Donnell Thompson",32,"9",12,"1.5 sacks, 0 interceptions, 0 fumbles recovered","Baltimore Colts / 1st / 18th pick / 1981"
"15","NT","Harvey Armstrong",31,"8",10,"","Philadelphia Eagles / 7th / 190th pick / 1982"
"16","RDE","Jon Hand",27,"4",12,"3.0 sacks, 0 interceptions, 1 fumble recovered","Indianapolis Colts / 1st / 4th pick / 1986"
"17","LOLB","Chip Banks",31,"8",16,"4.5 sacks, 0 interceptions, 1 fumble recovered","Cleveland Browns / 1st / 3rd pick / 1982"
"18","LILB","Jeff Herrod",24,"2",13,"4.0 sacks, 1 interception, 0 fumbles recovered","Indianapolis Colts / 9th / 243rd pick / 1988"
"19","RILB","Fredd Young",29,"6",11,"0.0 sacks, 0 interceptions, 1 fumble recovered","Seattle Seahawks / 3rd / 76th pick / 1984"
"20","ROLB","Duane Bickett",28,"5",15,"4.5 sacks, 1 interception, 2 fumbles recovered","Indianapolis Colts / 1st / 5th pick / 1985"
"21","LCB","Chris Goode",27,"3",10,"0.0 sacks, 1 interception, 2 fumbles recovered","Indianapolis Colts / 10th / 253rd pick / 1987"
"22","RCB","Eugene Daniel",29,"6",15,"","Indianapolis Colts / 8th / 205th pick / 1984"
"23","SS","Keith Taylor",26,"2",16,"0.0 sacks, 2 interceptions, 1 fumble recovered","New Orleans Saints / 5th / 134th pick / 1988"
"24","FS","Mike Prior",27,"5",16,"0.0 sacks, 3 interceptions, 2 fumbles recovered","Tampa Bay Buccaneers / 7th / 176th pick / 1985"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Dean Biasucci",28,"6",0,"17 of 24 field goals & 32 of 33 extra points",""
"27","P","Rohn Stark*",31,"8",0,"71 punts for a 43.4 average, 1 blocked","Baltimore Colts / 2nd / 34th pick / 1982"
"28","PR","Clarence Verdin*",27,"4",5,"31 punt returns for a 12.8 average and 0 td","Washington Redskins / 3rd / 83rd pick / 1984 Supp"
"29","KR","Stacey Simmons",22,"Rook",1,"19 kick returns for a 18.3 average and 0 td","Indianapolis Colts / 4th / 83rd pick / 1990"
