"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Robert Griffin",23,"1",13,"274 for 456, 3,203 yards, 16 td, 12 int, & 86 rushes for 489 yards and 0 td","Washington Redskins / 1st / 2nd pick / 2012"
"3","RB","Alfred Morris*",25,"1",16,"276 rushes for 1,275 yards, 7 td, & 9 catches for 78 yards and 0 td","Washington Redskins / 6th / 173rd pick / 2012"
"4","WR","Pierre Garcon",27,"5",16,"113 catches for 1,346 yards, 5 td, & 2 rushes for 19 yards and 0 td","Indianapolis Colts / 6th / 205th pick / 2008"
"5","TE","Logan Paulsen",26,"3",14,"28 catches for 267 yards, 3 td",""
"6","LT","Trent Williams*",25,"3",16,"","Washington Redskins / 1st / 4th pick / 2010"
"7","LG","Kory Lichtensteiger",28,"5",16,"1 fumble recovered","Denver Broncos / 4th / 108th pick / 2008"
"8","C","Will Montgomery",30,"7",16,"","Carolina Panthers / 7th / 234th pick / 2006"
"9","RG","Chris Chester",30,"7",16,"1 fumble recovered","Baltimore Ravens / 2nd / 56th pick / 2006"
"10","RT","Tyler Polumbus",28,"5",16,"1 fumble recovered",""
"11","","Defensive Starters",NA,"",NA,"",""
"12","DE","Stephen Bowen",29,"7",10,"",""
"13","DE","Kedric Golston",30,"7",8,"","Washington Redskins / 6th / 196th pick / 2006"
"14","NT","Barry Cofield",29,"7",16,"2.5 sacks, 0 interceptions, 1 fumble recovered","New York Giants / 4th / 124th pick / 2006"
"15","LOLB","Ryan Kerrigan",25,"2",16,"8.5 sacks, 0 interceptions, 0 fumbles recovered","Washington Redskins / 1st / 16th pick / 2011"
"16","MLB","London Fletcher",38,"15",16,"2.0 sacks, 0 interceptions, 0 fumbles recovered",""
"17","ROLB","Brian Orakpo*",27,"4",15,"10.0 sacks, 1 interception, 2 fumbles recovered","Washington Redskins / 1st / 13th pick / 2009"
"18","LB","Perry Riley",25,"3",16,"","Washington Redskins / 4th / 103rd pick / 2010"
"19","LCB","DeAngelo Hall",30,"9",16,"0.0 sacks, 4 interceptions, 1 fumble recovered","Atlanta Falcons / 1st / 8th pick / 2004"
"20","CB","David Amerson",22,"Rook",8,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Washington Redskins / 2nd / 51st pick / 2013"
"21","RCB","Josh Wilson",28,"6",16,"2.0 sacks, 1 interception, 3 fumbles recovered","Seattle Seahawks / 2nd / 55th pick / 2007"
"22","SS","Reed Doughty",31,"7",8,"0.0 sacks, 1 interception, 0 fumbles recovered","Washington Redskins / 6th / 173rd pick / 2006"
"23","FS","Brandon Meriweather",29,"6",13,"1.0 sacks, 2 interceptions, 1 fumble recovered","New England Patriots / 1st / 24th pick / 2007"
