"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Matt Hasselbeck",29,5,14,"279 for 474, 3,382 yards, 22 td, 15 int, & 27 rushes for 90 yards and 1 td","Green Bay Packers / 6th / 187th pick / 1998"
"3","RB","Shaun Alexander*",27,4,16,"353 rushes for 1,696 yards, 16 td, & 23 catches for 170 yards and 4 td","Seattle Seahawks / 1st / 19th pick / 2000"
"4","FB","Mack Strong",33,10,13,"36 rushes for 131 yards, 0 td, & 21 catches for 99 yards and 0 td",""
"5","WR","Darrell Jackson",26,4,16,"87 catches for 1,199 yards, 7 td","Seattle Seahawks / 3rd / 80th pick / 2000"
"6","WR","Jerry Rice",42,19,9,"25 catches for 362 yards, 3 td","San Francisco 49ers / 1st / 16th pick / 1985"
"7","WR","Koren Robinson",24,3,8,"31 catches for 495 yards, 2 td, & 1 rush for 3 yards and 0 td","Seattle Seahawks / 1st / 9th pick / 2001"
"8","LT","Walter Jones*+",30,7,16,"","Seattle Seahawks / 1st / 6th pick / 1997"
"9","LG","Steve Hutchinson*",27,3,16,"2 fumbles recovered","Seattle Seahawks / 1st / 17th pick / 2001"
"10","C","Robbie Tobeck",34,10,16,"1 fumble recovered",""
"11","RG","Chris Gray",34,11,16,"","Miami Dolphins / 5th / 132nd pick / 1993"
"12","RT","Chris Terry",29,5,8,"","Carolina Panthers / 2nd / 34th pick / 1999"
"13","RT","Floyd Womack",26,3,8,"","Seattle Seahawks / 4th / 128th pick / 2001"
"14","","Defensive Starters",NA,NA,NA,"",""
"15","DE","Chike Okeafor",28,5,16,"","San Francisco 49ers / 3rd / 89th pick / 1999"
"16","DE","Grant Wistrom",28,6,9,"","St. Louis Rams / 1st / 6th pick / 1998"
"17","LDT","Cedric Woodard",27,3,16,"1.0 sacks, 0 interceptions, 1 fumble recovered","Baltimore Ravens / 6th / 191st pick / 2000"
"18","RDT","Rashad Moore",25,1,12,"2.0 sacks, 0 interceptions, 3 fumbles recovered","Seattle Seahawks / 6th / 183rd pick / 2003"
"19","MLB","Orlando Huff",26,3,14,"1.0 sacks, 0 interceptions, 2 fumbles recovered","Seattle Seahawks / 4th / 104th pick / 2001"
"20","LB","Isaiah Kacyvenski",27,4,13,"","Seattle Seahawks / 4th / 119th pick / 2000"
"21","LCB","Marcus Trufant",24,1,16,"1.0 sacks, 5 interceptions, 0 fumbles recovered","Seattle Seahawks / 1st / 11th pick / 2003"
"22","RCB","Ken Lucas",25,3,16,"0.0 sacks, 6 interceptions, 2 fumbles recovered","Seattle Seahawks / 2nd / 40th pick / 2001"
"23","SS","Terreal Bierria",24,2,12,"0.0 sacks, 1 interception, 0 fumbles recovered","Seattle Seahawks / 4th / 120th pick / 2002"
"24","FS","Ken Hamlin",23,1,16,"2.0 sacks, 4 interceptions, 0 fumbles recovered","Seattle Seahawks / 2nd / 42nd pick / 2003"
