"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Eli Manning",28,5,16,"317 for 509, 4,021 yards, 27 td, 14 int, & 17 rushes for 65 yards and 0 td","San Diego Chargers / 1st / 1st pick / 2004"
"3","RB","Brandon Jacobs",27,4,15,"224 rushes for 835 yards, 5 td, & 18 catches for 184 yards and 1 td","New York Giants / 4th / 110th pick / 2005"
"4","FB","Madison Hedgecock",28,4,9,"0 rushes for 0 yards, 0 td, & 4 catches for 23 yards and 1 td","St. Louis Rams / 7th / 251st pick / 2005"
"5","WR","Mario Manningham",23,1,10,"57 catches for 822 yards, 5 td","New York Giants / 3rd / 95th pick / 2008"
"6","WR","Steve Smith*",24,2,15,"107 catches for 1,220 yards, 7 td","New York Giants / 2nd / 51st pick / 2007"
"7","TE","Kevin Boss",25,2,15,"42 catches for 567 yards, 5 td, & 1 rush for 16 yards and 0 td","New York Giants / 5th / 153rd pick / 2007"
"8","LT","David Diehl*",29,6,16,"1 fumble recovered","New York Giants / 5th / 160th pick / 2003"
"9","LG","Rich Seubert",30,8,14,"1 fumble recovered",""
"10","C","Shaun O'Hara*",32,9,16,"1 fumble recovered",""
"11","RG","Chris Snee*",27,5,16,"1 fumble recovered","New York Giants / 2nd / 34th pick / 2004"
"12","RT","Kareem McKenzie",30,8,12,"","New York Jets / 3rd / 79th pick / 2001"
"13","","Defensive Starters",NA,NA,NA,"",""
"14","DE","Justin Tuck",26,4,15,"","New York Giants / 3rd / 74th pick / 2005"
"15","DE","Osi Umenyiora",28,6,11,"","New York Giants / 2nd / 56th pick / 2003"
"16","DT","Fred Robbins",32,9,12,"","Minnesota Vikings / 2nd / 55th pick / 2000"
"17","NT","Barry Cofield",25,3,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","New York Giants / 4th / 124th pick / 2006"
"18","MLB","Antonio Pierce",31,8,9,"1.0 sacks, 0 interceptions, 1 fumble recovered",""
"19","LB","Michael Boley",27,4,11,"","Atlanta Falcons / 5th / 160th pick / 2005"
"20","LB","Danny Clark",32,9,11,"","Jacksonville Jaguars / 7th / 245th pick / 2000"
"21","LCB","Corey Webster",27,4,13,"0.0 sacks, 1 interception, 0 fumbles recovered","New York Giants / 2nd / 43rd pick / 2005"
"22","RCB","Terrell Thomas",24,1,16,"1.0 sacks, 5 interceptions, 0 fumbles recovered","New York Giants / 2nd / 63rd pick / 2008"
"23","SS","Michael Johnson",25,2,14,"1.0 sacks, 1 interception, 1 fumble recovered","New York Giants / 7th / 224th pick / 2007"
"24","FS","Aaron Rouse",25,2,8,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Green Bay Packers / 3rd / 89th pick / 2007"
