"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Ken Anderson",35,"13",9,"175 for 275, 2,107 yards, 10 td, 12 int, & 11 rushes for 64 yards and 0 td","Cincinnati Bengals / 3rd / 67th pick / 1971"
"3","RB","James Brooks",26,"3",11,"103 rushes for 396 yards, 2 td, & 34 catches for 268 yards and 2 td","San Diego Chargers / 1st / 24th pick / 1981"
"4","FB","Charles Alexander",27,"5",12,"132 rushes for 479 yards, 2 td, & 29 catches for 203 yards and 0 td","Cincinnati Bengals / 1st / 12th pick / 1979"
"5","WR","Cris Collinsworth",25,"3",14,"64 catches for 989 yards, 6 td, & 1 rush for 7 yards and 0 td","Cincinnati Bengals / 2nd / 37th pick / 1981"
"6","WR","Isaac Curtis",34,"11",13,"12 catches for 135 yards, 0 td","Cincinnati Bengals / 1st / 15th pick / 1973"
"7","TE","M.L. Harris",30,"4",16,"48 catches for 759 yards, 2 td, & 1 rush for -2 yards and 0 td",""
"8","LT","Anthony Munoz*",26,"4",16,"1 fumble recovered","Cincinnati Bengals / 1st / 3rd pick / 1980"
"9","LG","Brian Blados",22,"Rook",14,"","Cincinnati Bengals / 1st / 28th pick / 1984"
"10","C","Dave Rimington",24,"1",16,"","Cincinnati Bengals / 1st / 25th pick / 1983"
"11","RG","Max Montoya",28,"5",15,"","Cincinnati Bengals / 7th / 168th pick / 1979"
"12","RT","Mike Wilson",29,"6",16,"","Cincinnati Bengals / 4th / 103rd pick / 1977"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Eddie Edwards",30,"7",16,"9.0 sacks, 0 interceptions, 3 fumbles recovered","Cincinnati Bengals / 1st / 3rd pick / 1977"
"15","NT","Tim Krumrie",24,"1",16,"5.0 sacks, 0 interceptions, 1 fumble recovered","Cincinnati Bengals / 10th / 276th pick / 1983"
"16","RDE","Ross Browner",30,"6",16,"8.0 sacks, 0 interceptions, 1 fumble recovered","Cincinnati Bengals / 1st / 8th pick / 1978"
"17","LOLB","Jeff Schuh",26,"3",11,"2.0 sacks, 1 interception, 0 fumbles recovered","Cincinnati Bengals / 7th / 176th pick / 1981"
"18","LILB","Ron Simpkins",26,"4",11,"0.0 sacks, 0 interceptions, 1 fumble recovered","Cincinnati Bengals / 7th / 167th pick / 1980"
"19","RILB","Glenn Cameron",31,"9",14,"1.0 sacks, 1 interception, 0 fumbles recovered","Cincinnati Bengals / 1st / 14th pick / 1975"
"20","ROLB","Reggie Williams",30,"8",16,"9.0 sacks, 2 interceptions, 0 fumbles recovered","Cincinnati Bengals / 3rd / 82nd pick / 1976"
"21","LCB","Louis Breeden",31,"6",15,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Cincinnati Bengals / 7th / 187th pick / 1977"
"22","RCB","Ray Horton",24,"1",13,"1.0 sacks, 3 interceptions, 1 fumble recovered","Cincinnati Bengals / 2nd / 53rd pick / 1983"
"23","SS","Bobby Kemp",25,"3",8,"0.0 sacks, 4 interceptions, 1 fumble recovered","Cincinnati Bengals / 8th / 202nd pick / 1981"
"24","FS","Robert Jackson",26,"2",16,"0.0 sacks, 4 interceptions, 3 fumbles recovered","Cincinnati Bengals / 11th / 285th pick / 1981"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Jim Breech",28,"5",0,"22 of 31 field goals & 37 of 37 extra points","Detroit Lions / 8th / 206th pick / 1978"
"27","P","Pat McInally",31,"8",0,"67 punts for a 42.3 average, 0 blocked","Cincinnati Bengals / 5th / 120th pick / 1975"
"28","PR","Mike Martin",24,"1",0,"24 punt returns for a 15.7 average and 0 td","Cincinnati Bengals / 8th / 221st pick / 1983"
"29","KR","Stanford Jennings",22,"Rook",4,"22 kick returns for a 20.5 average and 0 td","Cincinnati Bengals / 3rd / 65th pick / 1984"
