"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Cam Newton",23,"1",16,"280 for 485, 3,869 yards, 19 td, 12 int, & 127 rushes for 741 yards and 8 td","Carolina Panthers / 1st / 1st pick / 2011"
"3","RB","DeAngelo Williams",29,"6",10,"173 rushes for 737 yards, 5 td, & 13 catches for 187 yards and 2 td","Carolina Panthers / 1st / 27th pick / 2006"
"4","WR","Brandon LaFell",26,"2",12,"44 catches for 677 yards, 4 td, & 3 rushes for 35 yards and 0 td","Carolina Panthers / 3rd / 78th pick / 2010"
"5","WR","Steve Smith",33,"11",16,"73 catches for 1,174 yards, 4 td, & 3 rushes for 27 yards and 0 td","Carolina Panthers / 3rd / 74th pick / 2001"
"6","TE","Greg Olsen",27,"5",16,"69 catches for 843 yards, 5 td","Chicago Bears / 1st / 31st pick / 2007"
"7","LT","Jordan Gross",32,"9",16,"1 fumble recovered","Carolina Panthers / 1st / 8th pick / 2003"
"8","LG","Amini Silatolu",24,"Rook",15,"1 fumble recovered","Carolina Panthers / 2nd / 40th pick / 2012"
"9","C","Geoff Hangartner",30,"7",12,"","Carolina Panthers / 5th / 169th pick / 2005"
"10","RG","Garry Williams",26,"3",9,"",""
"11","RT","Byron Bell",23,"1",15,"",""
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Greg Hardy",24,"2",10,"","Carolina Panthers / 6th / 175th pick / 2010"
"14","DE","Charles Johnson",26,"5",16,"","Carolina Panthers / 3rd / 83rd pick / 2007"
"15","DT","Dwan Edwards",31,"8",14,"","Baltimore Ravens / 2nd / 51st pick / 2004"
"16","NT","Ron Edwards",33,"11",11,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Buffalo Bills / 3rd / 76th pick / 2001"
"17","MLB","Luke Kuechly",21,"Rook",16,"1.0 sacks, 2 interceptions, 3 fumbles recovered","Carolina Panthers / 1st / 9th pick / 2012"
"18","LB","James Anderson",29,"6",12,"","Carolina Panthers / 3rd / 88th pick / 2006"
"19","LB","Thomas Davis",29,"7",12,"","Carolina Panthers / 1st / 14th pick / 2005"
"20","LCB","Captain Munnerlyn",24,"3",11,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Carolina Panthers / 7th / 216th pick / 2009"
"21","RCB","Josh Norman",25,"Rook",12,"0.0 sacks, 1 interception, 0 fumbles recovered","Carolina Panthers / 5th / 143rd pick / 2012"
"22","SS","Charles Godfrey",27,"4",15,"0.0 sacks, 2 interceptions, 1 fumble recovered","Carolina Panthers / 3rd / 67th pick / 2008"
"23","FS","Haruki Nakamura",26,"4",13,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Baltimore Ravens / 6th / 206th pick / 2008"
