"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Steve Ramsey",27,"5",7,"128 for 233, 1,562 yards, 9 td, 14 int, & 6 rushes for 38 yards and 0 td","New Orleans Saints / 5th / 126th pick / 1970"
"3","RB","Floyd Little",33,"8",10,"125 rushes for 445 yards, 2 td, & 29 catches for 308 yards and 2 td","Denver Broncos / 1st / 6th pick / 1967"
"4","FB","Jon Keyworth",25,"1",14,"182 rushes for 725 yards, 3 td, & 42 catches for 314 yards and 1 td","Washington Redskins / 6th / 144th pick / 1974"
"5","WR","Haven Moses",29,"7",14,"29 catches for 505 yards, 2 td","Buffalo Bills / 1st / 9th pick / 1968"
"6","WR","Billy Van Heusen",29,"7",13,"15 catches for 246 yards, 1 td, & 2 rushes for 26 yards and 0 td",""
"7","TE","Riley Odoms*+",25,"3",14,"40 catches for 544 yards, 3 td, & 5 rushes for 27 yards and 0 td","Denver Broncos / 1st / 5th pick / 1972"
"8","LT","Claudie Minor",24,"1",14,"","Denver Broncos / 3rd / 68th pick / 1974"
"9","LG","Tommy Lyons",27,"4",10,"","Denver Broncos / 14th / 350th pick / 1971"
"10","C","Bobby Maples",33,"10",14,"","Houston Oilers / 4th / 26th pick / 1965, Cleveland Browns / 3rd / 41st pick / 1965"
"11","RG","Paul Howard",25,"2",14,"1 fumble recovered","Denver Broncos / 3rd / 54th pick / 1973"
"12","RT","Mike Current",30,"8",7,"1 fumble recovered","Denver Broncos / 3rd / 58th pick / 1967"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Barney Chavous",24,"2",9,"","Denver Broncos / 2nd / 36th pick / 1973"
"15","LDT","John Grant",25,"2",13,"0 interceptions, 3 fumbles recovered","Denver Broncos / 7th / 166th pick / 1973"
"16","RDT","Paul Smith",30,"7",12,"0 interceptions, 2 fumbles recovered","Denver Broncos / 9th / 222nd pick / 1968"
"17","RDE","Lyle Alzado",26,"4",14,"0 interceptions, 3 fumbles recovered","Denver Broncos / 4th / 79th pick / 1971"
"18","LLB","Tom Jackson",24,"2",14,"2 interceptions, 0 fumbles recovered","Denver Broncos / 4th / 88th pick / 1973"
"19","MLB","Randy Gradishar*",23,"1",14,"3 interceptions, 1 fumble recovered","Denver Broncos / 1st / 14th pick / 1974"
"20","RLB","Ray May",30,"8",8,"1 interception, 0 fumbles recovered","Pittsburgh Steelers / 4th / 89th pick / 1967"
"21","LCB","Louis Wright",22,"Rook",11,"2 interceptions, 1 fumble recovered","Denver Broncos / 1st / 17th pick / 1975"
"22","RCB","Calvin Jones",24,"2",8,"1 interception, 0 fumbles recovered","Denver Broncos / 15th / 373rd pick / 1973"
"23","SS","Bill Thompson",29,"6",14,"2 interceptions, 0 fumbles recovered","Denver Broncos / 3rd / 61st pick / 1969"
"24","FS","John Rowser",31,"8",13,"1 interception, 2 fumbles recovered","Green Bay Packers / 3rd / 78th pick / 1967"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Jim Turner",34,"11",0,"21 of 28 field goals & 23 of 26 extra points","Washington Redskins / 19th / 259th pick / 1963"
"27","P","Billy Van Heusen",29,"7",13,"63 punts for a 39.9 average, 0 blocked",""
"28","PR","Rick Upchurch",23,"Rook",0,"27 punt returns for a 11.6 average and 0 td","Denver Broncos / 4th / 95th pick / 1975"
"29","KR","Rick Upchurch",23,"Rook",0,"40 kick returns for a 27.1 average and 0 td","Denver Broncos / 4th / 95th pick / 1975"
