"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Michael Vick",26,"5",16,"204 for 388, 2,474 yards, 20 td, 13 int, & 123 rushes for 1,039 yards and 2 td","Atlanta Falcons / 1st / 1st pick / 2001"
"3","RB","Warrick Dunn",31,"9",16,"286 rushes for 1,140 yards, 4 td, & 22 catches for 170 yards and 1 td","Tampa Bay Buccaneers / 1st / 12th pick / 1997"
"4","FB","Justin Griffith",26,"3",11,"19 rushes for 106 yards, 1 td, & 23 catches for 168 yards and 3 td","Atlanta Falcons / 4th / 121st pick / 2003"
"5","WR","Michael Jenkins",24,"2",16,"39 catches for 436 yards, 7 td, & 1 rush for 2 yards and 0 td","Atlanta Falcons / 1st / 29th pick / 2004"
"6","WR","Ashley Lelie",26,"4",10,"28 catches for 430 yards, 1 td","Denver Broncos / 1st / 19th pick / 2002"
"7","TE","Alge Crumpler*",29,"5",16,"56 catches for 780 yards, 8 td","Atlanta Falcons / 2nd / 35th pick / 2001"
"8","LT","Wayne Gandy",35,"12",16,"1 fumble recovered","Los Angeles Rams / 1st / 15th pick / 1994"
"9","LG","Matt Lehr",27,"5",11,"","Dallas Cowboys / 5th / 137th pick / 2001"
"10","C","Todd McClure",29,"6",16,"1 fumble recovered","Atlanta Falcons / 7th / 237th pick / 1999"
"11","RG","Tyson Clabo",25,"Rook",10,"",""
"12","RT","Todd Weiner",31,"8",16,"","Seattle Seahawks / 2nd / 47th pick / 1998"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Chauncey Davis",23,"1",13,"","Atlanta Falcons / 4th / 128th pick / 2005"
"15","DE","Patrick Kerney",30,"7",9,"","Atlanta Falcons / 1st / 30th pick / 1999"
"16","DT","Roderick Coleman",30,"7",15,"","Oakland Raiders / 5th / 153rd pick / 1999"
"17","NT","Grady Jackson",33,"9",15,"","Oakland Raiders / 6th / 193rd pick / 1997"
"18","MLB","Keith Brooking",31,"8",16,"2.5 sacks, 0 interceptions, 1 fumble recovered","Atlanta Falcons / 1st / 12th pick / 1998"
"19","LB","Michael Boley",24,"1",13,"","Atlanta Falcons / 5th / 160th pick / 2005"
"20","LB","Keith Brooking",31,"8",16,"","Atlanta Falcons / 1st / 12th pick / 1998"
"21","LB","Demorrio Williams",26,"2",10,"","Atlanta Falcons / 4th / 101st pick / 2004"
"22","LCB","DeAngelo Hall*",23,"2",16,"0.0 sacks, 4 interceptions, 1 fumble recovered","Atlanta Falcons / 1st / 8th pick / 2004"
"23","SS","Lawyer Milloy",33,"10",16,"2.0 sacks, 0 interceptions, 0 fumbles recovered","New England Patriots / 2nd / 36th pick / 1996"
"24","FS","Chris Crocker",26,"3",16,"1.0 sacks, 1 interception, 0 fumbles recovered","Cleveland Browns / 3rd / 84th pick / 2003"
