"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Bob Griese",34,"12",12,"176 for 310, 2,160 yards, 14 td, 16 int, & 11 rushes for 30 yards and 0 td","Miami Dolphins / 1st / 4th pick / 1967"
"3","RB","Delvin Williams",28,"5",13,"184 rushes for 703 yards, 3 td, & 21 catches for 175 yards and 1 td","San Francisco 49ers / 2nd / 49th pick / 1974"
"4","FB","Larry Csonka",33,"11",16,"220 rushes for 837 yards, 12 td, & 16 catches for 75 yards and 1 td","Miami Dolphins / 1st / 8th pick / 1968"
"5","WR","Duriel Harris",25,"3",14,"42 catches for 798 yards, 3 td, & 1 rush for 20 yards and 0 td","Miami Dolphins / 3rd / 80th pick / 1976"
"6","WR","Nat Moore",28,"5",14,"48 catches for 840 yards, 6 td, & 3 rushes for 22 yards and 0 td","Miami Dolphins / 3rd / 78th pick / 1974"
"7","TE","Bruce Hardy",23,"1",14,"30 catches for 386 yards, 3 td","Miami Dolphins / 9th / 247th pick / 1978"
"8","LT","Bob Kuechenberg",32,"9",16,"","Philadelphia Eagles / 4th / 80th pick / 1969"
"9","LG","Ed Newman",28,"6",16,"","Miami Dolphins / 6th / 156th pick / 1973"
"10","C","Jim Langer",31,"9",9,"1 fumble recovered",""
"11","RG","Larry Little",34,"12",14,"1 fumble recovered",""
"12","RT","Mike Current",34,"12",16,"1 fumble recovered","Denver Broncos / 3rd / 58th pick / 1967"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Vern Den Herder",31,"8",16,"0 interceptions, 3 fumbles recovered","Miami Dolphins / 9th / 230th pick / 1971"
"15","NT","Bob Baumhower*",24,"2",16,"0 interceptions, 1 fumble recovered","Miami Dolphins / 2nd / 40th pick / 1977"
"16","RDE","Doug Betters",23,"1",14,"","Miami Dolphins / 6th / 163rd pick / 1978"
"17","LOLB","Kim Bokamper*",25,"2",13,"1 interception, 0 fumbles recovered","Miami Dolphins / 1st / 19th pick / 1976"
"18","LILB","Steve Towle",26,"4",16,"1 interception, 1 fumble recovered","Miami Dolphins / 6th / 143rd pick / 1975"
"19","RILB","Rusty Chambers",26,"4",16,"1 interception, 2 fumbles recovered",""
"20","ROLB","Larry Gordon",25,"3",16,"2 interceptions, 3 fumbles recovered","Miami Dolphins / 1st / 17th pick / 1976"
"21","LCB","Norris Thomas",25,"2",16,"2 interceptions, 0 fumbles recovered","Miami Dolphins / 9th / 257th pick / 1976"
"22","RCB","Gerald Small",23,"1",16,"5 interceptions, 0 fumbles recovered","Miami Dolphins / 4th / 93rd pick / 1978"
"23","SS","Tim Foley*",31,"9",15,"2 interceptions, 2 fumbles recovered","Miami Dolphins / 3rd / 55th pick / 1970"
"24","FS","Neal Colzie",25,"4",16,"5 interceptions, 0 fumbles recovered","Oakland Raiders / 1st / 24th pick / 1975"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Uwe von Schamann",23,"Rook",0,"21 of 29 field goals & 36 of 40 extra points","Miami Dolphins / 7th / 189th pick / 1979"
"27","P","George Roberts",24,"1",0,"69 punts for a 40.2 average, 1 blocked",""
"28","PR","Tony Nathan+",23,"Rook",0,"28 punt returns for a 10.9 average and 1 td","Miami Dolphins / 3rd / 61st pick / 1979"
"29","KR","Tony Nathan+",23,"Rook",0,"45 kick returns for a 22.6 average and 0 td","Miami Dolphins / 3rd / 61st pick / 1979"
