"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Brad Johnson",38,12,14,"270 for 439, 2,750 yards, 9 td, 15 int, & 29 rushes for 82 yards and 1 td","Minnesota Vikings / 9th / 227th pick / 1992"
"3","RB","Chester Taylor",27,4,15,"303 rushes for 1,216 yards, 6 td, & 42 catches for 288 yards and 0 td","Baltimore Ravens / 6th / 207th pick / 2002"
"4","WR","Travis Taylor",27,6,16,"57 catches for 651 yards, 3 td, & 1 rush for 5 yards and 0 td","Baltimore Ravens / 1st / 10th pick / 2000"
"5","WR","Troy Williamson",23,1,11,"37 catches for 455 yards, 0 td","Minnesota Vikings / 1st / 7th pick / 2005"
"6","TE","Jim Kleinsasser",29,7,12,"7 catches for 47 yards, 0 td","Minnesota Vikings / 2nd / 44th pick / 1999"
"7","LT","Bryant McKinnie",27,4,16,"","Minnesota Vikings / 1st / 7th pick / 2002"
"8","LG","Steve Hutchinson*",29,5,16,"","Seattle Seahawks / 1st / 17th pick / 2001"
"9","C","Matt Birk*",30,8,16,"1 fumble recovered","Minnesota Vikings / 6th / 173rd pick / 1998"
"10","RG","Artis Hicks",28,3,14,"",""
"11","RT","Marcus Johnson",25,1,10,"1 fumble recovered","Minnesota Vikings / 2nd / 49th pick / 2005"
"12","","Defensive Starters",NA,NA,NA,"",""
"13","DE","Darrion Scott",25,2,13,"","Minnesota Vikings / 3rd / 88th pick / 2004"
"14","DE","Kenechi Udeze",23,2,15,"","Minnesota Vikings / 1st / 20th pick / 2004"
"15","DT","Kevin Williams*+",26,3,16,"","Minnesota Vikings / 1st / 9th pick / 2003"
"16","NT","Pat Williams*",34,9,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered",""
"17","MLB","Napoleon Harris",27,4,14,"2.5 sacks, 3 interceptions, 0 fumbles recovered","Oakland Raiders / 1st / 23rd pick / 2002"
"18","LB","E.J. Henderson",26,3,16,"","Minnesota Vikings / 2nd / 40th pick / 2003"
"19","LB","Ben Leber",28,4,10,"","San Diego Chargers / 3rd / 71st pick / 2002"
"20","LCB","Antoine Winfield",29,7,16,"0.0 sacks, 4 interceptions, 1 fumble recovered","Buffalo Bills / 1st / 23rd pick / 1999"
"21","RCB","Fred Smoot",27,5,11,"0.0 sacks, 1 interception, 1 fumble recovered","Washington Redskins / 2nd / 45th pick / 2001"
"22","SS","Darren Sharper",31,9,16,"1.0 sacks, 4 interceptions, 0 fumbles recovered","Green Bay Packers / 2nd / 60th pick / 1997"
"23","FS","Dwight Smith",28,5,14,"1.0 sacks, 4 interceptions, 1 fumble recovered","Tampa Bay Buccaneers / 3rd / 84th pick / 2001"
