"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Matt Cassel",30,"7",8,"161 for 277, 1,796 yards, 6 td, 12 int, & 27 rushes for 145 yards and 1 td","New England Patriots / 7th / 230th pick / 2005"
"3","QB","Brady Quinn",28,"5",8,"112 for 197, 1,141 yards, 2 td, 8 int, & 19 rushes for 66 yards and 0 td","Cleveland Browns / 1st / 22nd pick / 2007"
"4","RB","Jamaal Charles*",26,"4",15,"285 rushes for 1,509 yards, 5 td, & 35 catches for 236 yards and 1 td","Kansas City Chiefs / 3rd / 73rd pick / 2008"
"5","WR","Dwayne Bowe",28,"5",12,"59 catches for 801 yards, 3 td","Kansas City Chiefs / 1st / 23rd pick / 2007"
"6","TE","Steve Maneri",24,"1",8,"5 catches for 51 yards, 0 td",""
"7","TE","Tony Moeaki",25,"2",14,"33 catches for 453 yards, 1 td","Kansas City Chiefs / 3rd / 93rd pick / 2010"
"8","LT","Branden Albert",28,"4",11,"","Kansas City Chiefs / 1st / 15th pick / 2008"
"9","LG","Jeff Allen",22,"Rook",13,"","Kansas City Chiefs / 2nd / 44th pick / 2012"
"10","C","Ryan Lilja",31,"8",15,"",""
"11","RG","Jon Asamoah",24,"2",15,"","Kansas City Chiefs / 3rd / 68th pick / 2010"
"12","RT","Eric Winston",29,"6",16,"1 fumble recovered","Houston Texans / 3rd / 66th pick / 2006"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Tyson Jackson",26,"3",15,"","Kansas City Chiefs / 1st / 3rd pick / 2009"
"15","DE","Ropati Pitoitua",27,"3",10,"",""
"16","NT","Dontari Poe",22,"Rook",16,"","Kansas City Chiefs / 1st / 11th pick / 2012"
"17","LOLB","Justin Houston*",23,"1",16,"10.0 sacks, 1 interception, 1 fumble recovered","Kansas City Chiefs / 3rd / 70th pick / 2011"
"18","LILB","Jovan Belcher",25,"3",10,"",""
"19","RILB","Derrick Johnson*",30,"7",16,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Kansas City Chiefs / 1st / 15th pick / 2005"
"20","ROLB","Tamba Hali*",29,"6",15,"9.0 sacks, 0 interceptions, 0 fumbles recovered","Kansas City Chiefs / 1st / 20th pick / 2006"
"21","LCB","Brandon Flowers",26,"4",15,"1.0 sacks, 3 interceptions, 1 fumble recovered","Kansas City Chiefs / 2nd / 35th pick / 2008"
"22","RCB","Javier Arenas",25,"2",9,"0.0 sacks, 0 interceptions, 1 fumble recovered","Kansas City Chiefs / 2nd / 50th pick / 2010"
"23","SS","Eric Berry*",24,"2",16,"0.0 sacks, 1 interception, 0 fumbles recovered","Kansas City Chiefs / 1st / 5th pick / 2010"
"24","FS","Kendrick Lewis",24,"2",9,"","Kansas City Chiefs / 5th / 136th pick / 2010"
