"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Blaine Gabbert",22,"Rook",14,"210 for 413, 2,214 yards, 12 td, 11 int, & 48 rushes for 98 yards and 0 td","Jacksonville Jaguars / 1st / 10th pick / 2011"
"3","RB","Maurice Jones-Drew*+",26,"5",16,"343 rushes for 1,606 yards, 8 td, & 43 catches for 374 yards and 3 td","Jacksonville Jaguars / 2nd / 60th pick / 2006"
"4","FB","Greg Jones",30,"7",9,"2 rushes for 7 yards, 1 td, & 4 catches for 19 yards and 0 td","Jacksonville Jaguars / 2nd / 55th pick / 2004"
"5","WR","Jason Hill",26,"4",10,"25 catches for 367 yards, 3 td","San Francisco 49ers / 3rd / 76th pick / 2007"
"6","WR","Mike Thomas",24,"2",13,"44 catches for 415 yards, 1 td, & 3 rushes for 11 yards and 0 td","Jacksonville Jaguars / 4th / 107th pick / 2009"
"7","TE","Marcedes Lewis",27,"5",15,"39 catches for 460 yards, 0 td","Jacksonville Jaguars / 1st / 28th pick / 2006"
"8","LT","Eugene Monroe",24,"2",14,"2 fumbles recovered","Jacksonville Jaguars / 1st / 8th pick / 2009"
"9","LG","Will Rackley",22,"Rook",14,"","Jacksonville Jaguars / 3rd / 76th pick / 2011"
"10","C","Brad Meester",34,"11",16,"1 fumble recovered","Jacksonville Jaguars / 2nd / 60th pick / 2000"
"11","RG","Uche Nwaneri",27,"4",16,"1 fumble recovered","Jacksonville Jaguars / 5th / 149th pick / 2007"
"12","RT","Guy Whimper",28,"5",15,"","New York Giants / 4th / 129th pick / 2006"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Jeremy Mincey",28,"4",16,"","New England Patriots / 6th / 191st pick / 2006"
"15","DE","Matt Roth",29,"6",9,"","Miami Dolphins / 2nd / 46th pick / 2005"
"16","DT","Tyson Alualu",24,"1",16,"","Jacksonville Jaguars / 1st / 10th pick / 2010"
"17","DT","Terrance Knighton",25,"2",13,"","Jacksonville Jaguars / 3rd / 72nd pick / 2009"
"18","MLB","Paul Posluszny",27,"4",16,"2.0 sacks, 2 interceptions, 0 fumbles recovered","Buffalo Bills / 2nd / 34th pick / 2007"
"19","LB","Daryl Smith",29,"7",16,"","Jacksonville Jaguars / 2nd / 39th pick / 2004"
"20","LB","D'Anthony Smith",23,"Rook",16,"","Jacksonville Jaguars / 3rd / 74th pick / 2010"
"21","LCB","Rashean Mathis",31,"8",9,"0.0 sacks, 1 interception, 1 fumble recovered","Jacksonville Jaguars / 2nd / 39th pick / 2003"
"22","S","Dawan Landry",29,"5",16,"0.5 sacks, 2 interceptions, 1 fumble recovered","Baltimore Ravens / 5th / 146th pick / 2006"
"23","S","Dwight Lowery",25,"3",11,"1.0 sacks, 2 interceptions, 1 fumble recovered","New York Jets / 4th / 113th pick / 2008"
