"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Kirk Cousins",28,4,14,"366 for 542, 4,360 yards, 23 td, 10 int, & 29 rushes for 66 yards and 2 td","Washington Redskins / 4th / 102nd pick / 2012"
"3","WR","Pierre Garcon",30,8,14,"71 catches for 851 yards, 3 td","Indianapolis Colts / 6th / 205th pick / 2008"
"4","WR","DeSean Jackson",30,8,13,"49 catches for 857 yards, 4 td","Philadelphia Eagles / 2nd / 49th pick / 2008"
"5","TE","Vernon Davis",32,10,12,"41 catches for 521 yards, 2 td","San Francisco 49ers / 1st / 6th pick / 2006"
"6","T","Morgan Moses",25,2,14,"","Washington Redskins / 3rd / 66th pick / 2014"
"7","T","Trent Williams",28,6,10,"","Washington Redskins / 1st / 4th pick / 2010"
"8","G","Shawn Lauvao",29,6,12,"","Cleveland Browns / 3rd / 92nd pick / 2010"
"9","G","Spencer Long",26,2,10,"","Washington Redskins / 3rd / 78th pick / 2014"
"10","G","Brandon Scherff",25,1,14,"","Washington Redskins / 1st / 5th pick / 2015"
"11","","Defensive Starters",NA,NA,NA,"",""
"12","DE","Chris Baker",29,7,14,"",""
"13","DE","Evander Hood",29,7,12,"","Pittsburgh Steelers / 1st / 32nd pick / 2009"
"14","LB","William Compton",27,3,13,"",""
"15","LB","Mason Foster",27,5,11,"","Tampa Bay Buccaneers / 3rd / 84th pick / 2011"
"16","LB","Ryan Kerrigan",28,5,14,"","Washington Redskins / 1st / 16th pick / 2011"
"17","LB","Preston Smith",24,1,14,"","Washington Redskins / 2nd / 38th pick / 2015"
"18","CB","Bashaud Breeland",24,2,12,"1.0 sacks, 1 interception, 0 fumbles recovered","Washington Redskins / 4th / 102nd pick / 2014"
"19","CB","Josh Norman",29,4,14,"0.0 sacks, 1 interception, 0 fumbles recovered","Carolina Panthers / 5th / 143rd pick / 2012"
