"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Heath Shuler",23,"Rook",8,"120 for 265, 1,658 yards, 10 td, 12 int, & 26 rushes for 103 yards and 0 td","Washington Redskins / 1st / 3rd pick / 1994"
"3","RB","Ricky Ervins",26,"3",10,"185 rushes for 650 yards, 3 td, & 51 catches for 293 yards and 1 td","Washington Redskins / 3rd / 76th pick / 1991"
"4","FB","Cedric Smith",26,"4",8,"10 rushes for 48 yards, 0 td, & 15 catches for 118 yards and 1 td","Minnesota Vikings / 5th / 131st pick / 1990"
"5","WR","Henry Ellard",33,"11",16,"74 catches for 1,397 yards, 6 td, & 1 rush for -5 yards and 0 td","Los Angeles Rams / 2nd / 32nd pick / 1983"
"6","WR","Desmond Howard",24,"2",15,"40 catches for 727 yards, 5 td, & 1 rush for 4 yards and 0 td","Washington Redskins / 1st / 4th pick / 1992"
"7","TE","Ethan Horton",32,"9",15,"15 catches for 157 yards, 3 td","Kansas City Chiefs / 1st / 15th pick / 1985"
"8","LT","Jim Lachey",31,"9",13,"","San Diego Chargers / 1st / 12th pick / 1985"
"9","LG","Ray Brown",32,"8",16,"","St. Louis Cardinals / 8th / 201st pick / 1986"
"10","C","John Gesek",31,"7",12,"1 fumble recovered","Los Angeles Raiders / 10th / 265th pick / 1987"
"11","RG","Raleigh McKenzie",31,"9",16,"1 fumble recovered","Washington Redskins / 11th / 290th pick / 1985"
"12","RT","Ed Simmons",31,"7",16,"","Washington Redskins / 6th / 164th pick / 1987"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Tony Woods",29,"7",15,"4.5 sacks, 0 interceptions, 0 fumbles recovered","Seattle Seahawks / 1st / 18th pick / 1987"
"15","LDT","Bobby Wilson",26,"3",9,"2.5 sacks, 0 interceptions, 0 fumbles recovered","Washington Redskins / 1st / 17th pick / 1991"
"16","RDT","Tim Johnson",29,"7",13,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 6th / 141st pick / 1987"
"17","RDE","Sterling Palmer",23,"1",16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Washington Redskins / 4th / 101st pick / 1993"
"18","LLB","Ken Harvey*",29,"6",16,"13.5 sacks, 0 interceptions, 1 fumble recovered","Phoenix Cardinals / 1st / 12th pick / 1988"
"19","MLB","Tyronne Stowe",29,"7",15,"0.0 sacks, 1 interception, 0 fumbles recovered",""
"20","RLB","Andre Collins",26,"4",16,"1.5 sacks, 4 interceptions, 1 fumble recovered","Washington Redskins / 2nd / 46th pick / 1990"
"21","LCB","Tom Carter",22,"1",16,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Washington Redskins / 1st / 17th pick / 1993"
"22","RCB","Darrell Green",34,"11",16,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Washington Redskins / 1st / 28th pick / 1983"
"23","SS","Martin Bayless",32,"10",15,"0.0 sacks, 3 interceptions, 1 fumble recovered","St. Louis Cardinals / 4th / 101st pick / 1984"
"24","FS","Darryl Morrison",23,"1",16,"0.0 sacks, 0 interceptions, 2 fumbles recovered","Washington Redskins / 6th / 155th pick / 1993"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Chip Lohmiller",28,"6",0,"20 of 28 field goals & 30 of 32 extra points","Washington Redskins / 2nd / 55th pick / 1988"
"27","P","Reggie Roby*+",33,"11",0,"82 punts for a 44.4 average, 0 blocked","Miami Dolphins / 6th / 167th pick / 1983"
"28","PR","Brian Mitchell",26,"4",7,"32 punt returns for a 14.1 average and 2 td","Washington Redskins / 5th / 130th pick / 1990"
"29","KR","Brian Mitchell",26,"4",7,"58 kick returns for a 25.5 average and 0 td","Washington Redskins / 5th / 130th pick / 1990"
