"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Josh McCown",25,"2",13,"233 for 408, 2,511 yards, 11 td, 10 int, & 36 rushes for 112 yards and 2 td","Arizona Cardinals / 3rd / 81st pick / 2002"
"3","RB","Larry Fitzgerald",21,"Rook",16,"8 rushes for 14 yards, 0 td, & 58 catches for 780 yards and 8 td","Arizona Cardinals / 1st / 3rd pick / 2004"
"4","RB","Emmitt Smith",35,"14",15,"267 rushes for 937 yards, 9 td, & 15 catches for 105 yards and 0 td","Dallas Cowboys / 1st / 17th pick / 1990"
"5","TE","Freddie Jones",30,"7",15,"45 catches for 426 yards, 2 td","San Diego Chargers / 2nd / 45th pick / 1997"
"6","LT","Leonard Davis",26,"3",15,"2 fumbles recovered","Arizona Cardinals / 1st / 2nd pick / 2001"
"7","LG","Reggie Wells",24,"1",16,"","Arizona Cardinals / 6th / 177th pick / 2003"
"8","C","Alex Stepanovich",23,"Rook",16,"2 fumbles recovered","Arizona Cardinals / 4th / 100th pick / 2004"
"9","RG","Jeremy Bridges",24,"Rook",8,"","Philadelphia Eagles / 6th / 185th pick / 2003"
"10","RG","Cameron Spikes",28,"5",9,"","St. Louis Rams / 5th / 145th pick / 1999"
"11","RT","L.J. Shelton",28,"5",9,"","Arizona Cardinals / 1st / 21st pick / 1999"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Bertrand Berry*",29,"7",16,"","Indianapolis Colts / 3rd / 86th pick / 1997"
"14","DE","Peppi Zellner",29,"5",14,"","Dallas Cowboys / 4th / 132nd pick / 1999"
"15","DT","Darnell Dockett",23,"Rook",15,"","Arizona Cardinals / 3rd / 64th pick / 2004"
"16","NT","Russell Davis",29,"5",16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Chicago Bears / 2nd / 48th pick / 1999"
"17","MLB","Ronald McKinnon",31,"8",10,"",""
"18","LB","Karlos Dansby",23,"Rook",11,"","Arizona Cardinals / 2nd / 33rd pick / 2004"
"19","LB","James Darling",30,"7",15,"","Philadelphia Eagles / 2nd / 57th pick / 1997"
"20","LCB","Renaldo Hill",26,"3",10,"1.0 sacks, 1 interception, 0 fumbles recovered","Arizona Cardinals / 7th / 202nd pick / 2001"
"21","RCB","David Macklin",26,"4",16,"0.5 sacks, 4 interceptions, 1 fumble recovered","Indianapolis Colts / 3rd / 91st pick / 2000"
"22","SS","Adrian Wilson",25,"3",16,"1.0 sacks, 3 interceptions, 2 fumbles recovered","Arizona Cardinals / 3rd / 64th pick / 2001"
"23","FS","Ifeanyi Ohalete",25,"3",13,"0.0 sacks, 0 interceptions, 2 fumbles recovered",""
