"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Warren Moon*",38,"10",15,"371 for 601, 4,264 yards, 18 td, 19 int, & 27 rushes for 55 yards and 0 td",""
"3","RB","Terry Allen",26,"3",16,"255 rushes for 1,031 yards, 8 td, & 17 catches for 148 yards and 0 td","Minnesota Vikings / 9th / 241st pick / 1990"
"4","WR","Cris Carter*+",29,"7",16,"122 catches for 1,256 yards, 7 td","Philadelphia Eagles / 4th / 3rd pick / 1987 Supp"
"5","WR","Jake Reed",27,"3",16,"85 catches for 1,175 yards, 4 td","Minnesota Vikings / 3rd / 68th pick / 1991"
"6","TE","Adrian Cooper",26,"3",11,"32 catches for 363 yards, 0 td","Pittsburgh Steelers / 4th / 103rd pick / 1991"
"7","TE","Andrew Jordan",22,"Rook",12,"35 catches for 336 yards, 0 td","Minnesota Vikings / 6th / 179th pick / 1994"
"8","LT","Todd Steussie",24,"Rook",16,"1 fumble recovered","Minnesota Vikings / 1st / 19th pick / 1994"
"9","LG","Randall McDaniel*+",30,"6",16,"1 fumble recovered","Minnesota Vikings / 1st / 19th pick / 1988"
"10","C","Jeff Christy",25,"1",16,"","Phoenix Cardinals / 4th / 91st pick / 1992"
"11","RG","Bernard Dafney",26,"2",16,"1 fumble recovered","Houston Oilers / 9th / 247th pick / 1992"
"12","RT","Chris Hinton",33,"11",16,"","Denver Broncos / 1st / 4th pick / 1983"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Roy Barker",25,"2",15,"3.5 sacks, 0 interceptions, 1 fumble recovered","Minnesota Vikings / 4th / 98th pick / 1992"
"15","LDT","Henry Thomas",29,"7",16,"7.0 sacks, 0 interceptions, 1 fumble recovered","Minnesota Vikings / 3rd / 72nd pick / 1987"
"16","RDT","John Randle*+",27,"4",16,"13.5 sacks, 0 interceptions, 2 fumbles recovered",""
"17","RDE","James Harris",26,"1",16,"3.0 sacks, 1 interception, 3 fumbles recovered",""
"18","LLB","Carlos Jenkins",26,"3",16,"1.0 sacks, 0 interceptions, 2 fumbles recovered","Minnesota Vikings / 3rd / 65th pick / 1991"
"19","MLB","Jack Del Rio*",31,"9",16,"2.0 sacks, 3 interceptions, 2 fumbles recovered","New Orleans Saints / 3rd / 68th pick / 1985"
"20","RLB","Ed McDaniel",25,"2",16,"1.5 sacks, 1 interception, 0 fumbles recovered","Minnesota Vikings / 5th / 125th pick / 1992"
"21","LCB","Anthony Parker",28,"5",15,"0.0 sacks, 4 interceptions, 1 fumble recovered",""
"22","RCB","Dewayne Washington",22,"Rook",16,"0.0 sacks, 3 interceptions, 2 fumbles recovered","Minnesota Vikings / 1st / 18th pick / 1994"
"23","SS","Todd Scott",26,"3",15,"","Minnesota Vikings / 6th / 163rd pick / 1991"
"24","FS","Vencie Glenn",30,"8",16,"1.0 sacks, 4 interceptions, 0 fumbles recovered","New England Patriots / 2nd / 54th pick / 1986"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Fuad Reveiz*",31,"9",0,"34 of 39 field goals & 30 of 30 extra points","Miami Dolphins / 7th / 195th pick / 1985"
"27","P","Mike Saxon",32,"9",0,"77 punts for a 42.9 average, 0 blocked","Detroit Lions / 11th / 300th pick / 1984"
"28","PR","David Palmer",22,"Rook",1,"30 punt returns for a 6.4 average and 0 td","Minnesota Vikings / 2nd / 40th pick / 1994"
"29","KR","Qadry Ismail",24,"1",3,"35 kick returns for a 23.1 average and 0 td","Minnesota Vikings / 2nd / 52nd pick / 1993"
