"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Kellen Clemens",30,"7",9,"142 for 242, 1,673 yards, 8 td, 7 int, & 23 rushes for 64 yards and 0 td","New York Jets / 2nd / 49th pick / 2006"
"3","RB","Zac Stacy",22,"Rook",12,"250 rushes for 973 yards, 7 td, & 26 catches for 141 yards and 1 td","St. Louis Rams / 5th / 160th pick / 2013"
"4","WR","Chris Givens",24,"1",13,"34 catches for 569 yards, 0 td, & 3 rushes for 8 yards and 0 td","St. Louis Rams / 4th / 96th pick / 2012"
"5","TE","Jared Cook",26,"4",13,"51 catches for 671 yards, 5 td","Tennessee Titans / 3rd / 89th pick / 2009"
"6","TE","Cory Harkey",23,"1",10,"13 catches for 113 yards, 2 td",""
"7","TE","Lance Kendricks",25,"2",13,"32 catches for 258 yards, 4 td","St. Louis Rams / 2nd / 47th pick / 2011"
"8","LT","Jake Long",28,"5",15,"","Miami Dolphins / 1st / 1st pick / 2008"
"9","LG","Chris Williams",28,"5",16,"","Chicago Bears / 1st / 14th pick / 2008"
"10","C","Scott Wells",32,"9",12,"","Green Bay Packers / 7th / 251st pick / 2004"
"11","RG","Harvey Dahl",32,"7",9,"",""
"12","RT","Joe Barksdale",24,"2",13,"","Oakland Raiders / 3rd / 92nd pick / 2011"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Chris Long",28,"5",16,"","St. Louis Rams / 1st / 2nd pick / 2008"
"15","DE","Robert Quinn*+",23,"2",16,"","St. Louis Rams / 1st / 14th pick / 2011"
"16","LDT","Kendall Langford",27,"5",16,"5.0 sacks, 0 interceptions, 0 fumbles recovered","Miami Dolphins / 3rd / 66th pick / 2008"
"17","RDT","Michael Brockers",23,"1",16,"5.5 sacks, 0 interceptions, 0 fumbles recovered","St. Louis Rams / 1st / 14th pick / 2012"
"18","MLB","James Laurinaitis",27,"4",16,"3.5 sacks, 2 interceptions, 2 fumbles recovered","St. Louis Rams / 2nd / 35th pick / 2009"
"19","LB","Jo-Lonn Dunbar",28,"5",10,"",""
"20","LB","Alec Ogletree",22,"Rook",16,"","St. Louis Rams / 1st / 30th pick / 2013"
"21","LCB","Trumaine Johnson",23,"1",12,"0.0 sacks, 3 interceptions, 0 fumbles recovered","St. Louis Rams / 3rd / 65th pick / 2012"
"22","RCB","Janoris Jenkins",25,"1",16,"1.0 sacks, 1 interception, 1 fumble recovered","St. Louis Rams / 2nd / 39th pick / 2012"
"23","SS","T.J. McDonald",22,"Rook",10,"1.0 sacks, 1 interception, 0 fumbles recovered","St. Louis Rams / 3rd / 71st pick / 2013"
"24","FS","Rodney McLeod",23,"1",16,"0.0 sacks, 2 interceptions, 2 fumbles recovered",""
