"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jim Plunkett",33,"9",11,"165 for 320, 2,299 yards, 18 td, 16 int, & 28 rushes for 141 yards and 2 td","New England Patriots / 1st / 1st pick / 1971"
"3","RB","Kenny King*",23,"1",13,"172 rushes for 761 yards, 4 td, & 22 catches for 145 yards and 0 td","Houston Oilers / 3rd / 72nd pick / 1979"
"4","FB","Mark van Eeghen",28,"6",16,"222 rushes for 838 yards, 5 td, & 29 catches for 259 yards and 0 td","Oakland Raiders / 3rd / 75th pick / 1974"
"5","WR","Cliff Branch",32,"8",15,"44 catches for 858 yards, 7 td, & 1 rush for 1 yards and 0 td","Oakland Raiders / 4th / 98th pick / 1972"
"6","WR","Bob Chandler",31,"9",16,"49 catches for 786 yards, 10 td","Buffalo Bills / 7th / 160th pick / 1971"
"7","TE","Raymond Chester",32,"10",10,"28 catches for 366 yards, 4 td","Oakland Raiders / 1st / 24th pick / 1970"
"8","LT","Art Shell*",34,"12",16,"3 fumbles recovered","Oakland Raiders / 3rd / 80th pick / 1968"
"9","LG","Gene Upshaw",35,"13",16,"1 fumble recovered","Oakland Raiders / 1st / 17th pick / 1967"
"10","C","Dave Dalby",30,"8",14,"","Oakland Raiders / 4th / 100th pick / 1972"
"11","RG","Mickey Marvin",25,"3",16,"1 fumble recovered","Oakland Raiders / 4th / 112th pick / 1977"
"12","RT","Henry Lawrence",29,"6",16,"2 fumbles recovered","Oakland Raiders / 1st / 19th pick / 1974"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","John Matuszak",30,"7",16,"","Houston Oilers / 1st / 1st pick / 1973"
"15","NT","Reggie Kinlaw",23,"1",13,"","Oakland Raiders / 12th / 320th pick / 1979"
"16","RDE","Dave Browning",24,"2",16,"","Oakland Raiders / 2nd / 54th pick / 1978"
"17","LOLB","Ted Hendricks*+",33,"11",16,"3 interceptions, 4 fumbles recovered","Baltimore Colts / 2nd / 33rd pick / 1969"
"18","LILB","Matt Millen",22,"Rook",16,"2 interceptions, 0 fumbles recovered","Oakland Raiders / 2nd / 43rd pick / 1980"
"19","RILB","Randy McClanahan",26,"3",8,"1 interception, 0 fumbles recovered",""
"20","ROLB","Rod Martin",26,"3",10,"2 interceptions, 2 fumbles recovered","Oakland Raiders / 12th / 317th pick / 1977"
"21","LCB","Lester Hayes*+",25,"3",16,"13 interceptions, 2 fumbles recovered","Oakland Raiders / 5th / 126th pick / 1977"
"22","RCB","Monte Jackson",27,"5",10,"1 interception, 0 fumbles recovered","Los Angeles Rams / 2nd / 28th pick / 1975"
"23","SS","Mike Davis",24,"2",16,"3 interceptions, 3 fumbles recovered","Oakland Raiders / 2nd / 35th pick / 1977"
"24","FS","Burgess Owens",29,"7",16,"3 interceptions, 0 fumbles recovered","New York Jets / 1st / 13th pick / 1973"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Chris Bahr",27,"4",0,"19 of 37 field goals & 41 of 44 extra points","Cincinnati Bengals / 2nd / 51st pick / 1976"
"27","P","Ray Guy*",31,"7",0,"71 punts for a 43.6 average, 0 blocked","Oakland Raiders / 1st / 23rd pick / 1973"
"28","PR","Ira Matthews",23,"1",0,"48 punt returns for a 8.8 average and 0 td","Oakland Raiders / 6th / 142nd pick / 1979"
"29","KR","Ira Matthews",23,"1",0,"29 kick returns for a 20.2 average and 0 td","Oakland Raiders / 6th / 142nd pick / 1979"
