"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Eli Manning",35,"12",14,"322 for 508, 3,491 yards, 25 td, 13 int, & 21 rushes for -9 yards and 0 td","San Diego Chargers / 1st / 1st pick / 2004"
"3","RB","Rashad Jennings",31,"7",11,"154 rushes for 497 yards, 2 td, & 30 catches for 189 yards and 1 td","Jacksonville Jaguars / 7th / 250th pick / 2009"
"4","WR","Odell Beckham",24,"2",14,"85 catches for 1,173 yards, 10 td, & 1 rush for 9 yards and 0 td","New York Giants / 1st / 12th pick / 2014"
"5","WR","Victor Cruz",30,"6",11,"29 catches for 495 yards, 1 td",""
"6","WR","Sterling Shepard",22,"Rook",14,"55 catches for 592 yards, 7 td, & 1 rush for 22 yards and 0 td","New York Giants / 2nd / 40th pick / 2016"
"7","T","Ereck Flowers",22,"1",14,"","New York Giants / 1st / 9th pick / 2015"
"8","G","Bobby Hart",22,"1",12,"","New York Giants / 7th / 226th pick / 2015"
"9","G","John Jerry",30,"6",14,"","Miami Dolphins / 3rd / 73rd pick / 2010"
"10","C","Weston Richburg",25,"2",14,"","New York Giants / 2nd / 43rd pick / 2014"
"11","","Defensive Starters",NA,"",NA,"",""
"12","DE","Jason Pierre-Paul",27,"6",12,"","New York Giants / 1st / 15th pick / 2010"
"13","DE","Olivier Vernon",26,"4",14,"","Miami Dolphins / 3rd / 72nd pick / 2012"
"14","DT","Johnathan Hankins",24,"3",14,"","New York Giants / 2nd / 49th pick / 2013"
"15","DT","Damon Harrison",28,"4",14,"",""
"16","LB","Jonathan Casillas",29,"7",14,"",""
"17","LB","Kelvin Sheppard",28,"5",10,"","Buffalo Bills / 3rd / 68th pick / 2011"
"18","CB","Janoris Jenkins",28,"4",14,"1.0 sacks, 3 interceptions, 0 fumbles recovered","St. Louis Rams / 2nd / 39th pick / 2012"
"19","S","Andrew Adams",24,"Rook",11,"0.0 sacks, 1 interception, 0 fumbles recovered",""
"20","S","Landon Collins",22,"1",14,"3.0 sacks, 5 interceptions, 1 fumble recovered","New York Giants / 2nd / 33rd pick / 2015"
