"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Joe Flacco",29,"6",16,"344 for 554, 3,986 yards, 27 td, 12 int, & 39 rushes for 70 yards and 2 td","Baltimore Ravens / 1st / 18th pick / 2008"
"3","RB","Justin Forsett*",29,"6",14,"235 rushes for 1,266 yards, 8 td, & 44 catches for 263 yards and 0 td","Seattle Seahawks / 7th / 233rd pick / 2008"
"4","FB","Kyle Juszczyk",23,"1",14,"0 rushes for 0 yards, 0 td, & 19 catches for 182 yards and 1 td","Baltimore Ravens / 4th / 130th pick / 2013"
"5","WR","Steve Smith",35,"13",16,"79 catches for 1,065 yards, 6 td","Carolina Panthers / 3rd / 74th pick / 2001"
"6","WR","Torrey Smith",25,"3",16,"49 catches for 767 yards, 11 td","Baltimore Ravens / 2nd / 58th pick / 2011"
"7","TE","Owen Daniels",32,"8",13,"48 catches for 527 yards, 4 td","Houston Texans / 4th / 98th pick / 2006"
"8","LT","Eugene Monroe",27,"5",11,"","Jacksonville Jaguars / 1st / 8th pick / 2009"
"9","LG","Kelechi Osemele",25,"2",14,"","Baltimore Ravens / 2nd / 60th pick / 2012"
"10","C","Jeremy Zuttah",28,"6",16,"2 fumbles recovered","Tampa Bay Buccaneers / 3rd / 83rd pick / 2008"
"11","RG","Marshal Yanda*+",30,"7",16,"","Baltimore Ravens / 3rd / 86th pick / 2007"
"12","RT","Ricky Wagner",25,"1",15,"","Baltimore Ravens / 5th / 168th pick / 2013"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Chris Canty",32,"9",11,"","Dallas Cowboys / 4th / 132nd pick / 2005"
"15","DT","Haloti Ngata",30,"8",12,"","Baltimore Ravens / 1st / 12th pick / 2006"
"16","NT","Brandon Williams",25,"1",14,"0.5 sacks, 0 interceptions, 1 fumble recovered","Baltimore Ravens / 3rd / 94th pick / 2013"
"17","LB","C.J. Mosley*",22,"Rook",16,"","Baltimore Ravens / 1st / 17th pick / 2014"
"18","LB","Daryl Smith",32,"10",16,"","Jacksonville Jaguars / 2nd / 39th pick / 2004"
"19","LB","Terrell Suggs",32,"11",16,"","Baltimore Ravens / 1st / 10th pick / 2003"
"20","LB","Courtney Upshaw",25,"2",14,"","Baltimore Ravens / 2nd / 35th pick / 2012"
"21","LCB","Lardarius Webb",29,"5",11,"0.0 sacks, 1 interception, 0 fumbles recovered","Baltimore Ravens / 3rd / 88th pick / 2009"
"22","RCB","Jimmy Smith",26,"3",8,"0.0 sacks, 1 interception, 0 fumbles recovered","Baltimore Ravens / 1st / 27th pick / 2011"
"23","SS","Matt Elam",23,"1",11,"0.5 sacks, 0 interceptions, 0 fumbles recovered","Baltimore Ravens / 1st / 32nd pick / 2013"
"24","FS","Darian Stewart",26,"4",14,"0.0 sacks, 1 interception, 1 fumble recovered",""
