"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Mike Livingston",30,"7",7,"88 for 176, 1,245 yards, 8 td, 6 int, & 13 rushes for 68 yards and 1 td","Kansas City Chiefs / 2nd / 48th pick / 1968"
"3","RB","Ed Podolak",28,"6",4,"102 rushes for 351 yards, 3 td, & 37 catches for 332 yards and 2 td","Kansas City Chiefs / 2nd / 48th pick / 1969"
"4","FB","Woody Green",24,"1",11,"167 rushes for 611 yards, 5 td, & 23 catches for 215 yards and 1 td","Kansas City Chiefs / 1st / 16th pick / 1974"
"5","WR","Larry Brunson",26,"1",14,"23 catches for 398 yards, 2 td, & 2 rushes for 89 yards and 0 td","Denver Broncos / 11th / 263rd pick / 1972"
"6","WR","Barry Pearson",25,"3",13,"36 catches for 608 yards, 3 td",""
"7","TE","Billy Masters",31,"8",14,"24 catches for 314 yards, 3 td","Kansas City Chiefs / 3rd / 77th pick / 1967"
"8","LT","Charlie Getty",23,"1",14,"1 fumble recovered","Kansas City Chiefs / 2nd / 41st pick / 1974"
"9","LG","Rocky Rasley",28,"6",8,"","Detroit Lions / 9th / 216th pick / 1969"
"10","C","Jack Rudnay*",28,"5",14,"1 fumble recovered","Kansas City Chiefs / 4th / 101st pick / 1969"
"11","RG","Tom Condon",23,"1",9,"","Kansas City Chiefs / 10th / 250th pick / 1974"
"12","RT","Jim Nicholson",26,"1",12,"2 fumbles recovered","Los Angeles Rams / 9th / 219th pick / 1973"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","John Matuszak",25,"2",14,"0 interceptions, 3 fumbles recovered","Houston Oilers / 1st / 1st pick / 1973"
"15","LDT","John Lohmeyer",24,"2",1,"0 interceptions, 1 fumble recovered","Kansas City Chiefs / 4th / 89th pick / 1973"
"16","RDT","Buck Buchanan",36,"12",12,"","Kansas City Chiefs / 1st / 1st pick / 1963, New York Giants / 19th / 265th pick / 1963"
"17","RDE","Wilbur Young",26,"4",12,"0 interceptions, 1 fumble recovered","Kansas City Chiefs / 2nd / 39th pick / 1971"
"18","LLB","Bill Peterson",30,"7",9,"0 interceptions, 2 fumbles recovered",""
"19","MLB","Willie Lanier*",30,"8",14,"5 interceptions, 0 fumbles recovered","Kansas City Chiefs / 2nd / 50th pick / 1967"
"20","RLB","Jim Lynch",30,"8",14,"0 interceptions, 1 fumble recovered","Kansas City Chiefs / 2nd / 47th pick / 1967"
"21","LCB","Kerry Reardon",26,"4",6,"3 interceptions, 0 fumbles recovered","Kansas City Chiefs / 6th / 146th pick / 1971"
"22","RCB","Emmitt Thomas*",32,"9",14,"6 interceptions, 2 fumbles recovered",""
"23","SS","Jim Kearney",32,"10",14,"0 interceptions, 2 fumbles recovered","Detroit Lions / 11th / 151st pick / 1965"
"24","FS","Mike Sensibaugh",26,"4",14,"5 interceptions, 2 fumbles recovered","Kansas City Chiefs / 8th / 191st pick / 1971"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Jan Stenerud*",33,"8",0,"22 of 32 field goals & 30 of 31 extra points",""
"27","P","Jerrel Wilson",34,"12",0,"54 punts for a 41.4 average, 1 blocked","Kansas City Chiefs / 11th / 88th pick / 1963, Los Angeles Rams / 17th / 225th pick / 1963"
"28","PR","Ed Podolak",28,"6",4,"13 punt returns for a 7.4 average and 0 td","Kansas City Chiefs / 2nd / 48th pick / 1969"
"29","KR","Charlie Thomas",27,"Rook",0,"22 kick returns for a 23.5 average and 0 td",""
