"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Charlie Batch",26,2,15,"221 for 412, 2,489 yards, 13 td, 15 int, & 44 rushes for 199 yards and 2 td","Detroit Lions / 2nd / 60th pick / 1998"
"3","RB","James Stewart",29,5,16,"339 rushes for 1,184 yards, 10 td, & 32 catches for 287 yards and 1 td","Jacksonville Jaguars / 1st / 19th pick / 1995"
"4","WR","Herman Moore",31,9,11,"40 catches for 434 yards, 3 td","Detroit Lions / 1st / 10th pick / 1991"
"5","WR","Johnnie Morton",29,6,16,"61 catches for 788 yards, 3 td, & 4 rushes for 25 yards and 0 td","Detroit Lions / 1st / 21st pick / 1994"
"6","RG","Jeff Hartings",28,4,16,"1 fumble recovered","Detroit Lions / 1st / 23rd pick / 1996"
"7","","Defensive Starters",NA,NA,NA,"",""
"8","DE","Robert Porcher",31,8,16,"","Detroit Lions / 1st / 26th pick / 1992"
"9","DE","Tracy Scroggins",31,8,15,"","Detroit Lions / 2nd / 53rd pick / 1992"
"10","DT","Luther Elliss*",27,5,16,"","Detroit Lions / 1st / 20th pick / 1995"
"11","NT","James Jones",31,9,16,"3.0 sacks, 0 interceptions, 1 fumble recovered","Cleveland Browns / 3rd / 57th pick / 1991"
"12","MLB","Stephen Boyd*",28,5,15,"0.5 sacks, 1 interception, 1 fumble recovered","Detroit Lions / 5th / 141st pick / 1995"
"13","LB","Allen Aldridge",28,6,14,"","Denver Broncos / 2nd / 51st pick / 1994"
"14","LB","Chris Claiborne",22,1,14,"","Detroit Lions / 1st / 9th pick / 1999"
"15","LCB","Bryant Westbrook",26,3,13,"0.0 sacks, 6 interceptions, 0 fumbles recovered","Detroit Lions / 1st / 5th pick / 1997"
"16","RCB","Terry Fair",24,2,15,"0.0 sacks, 2 interceptions, 1 fumble recovered","Detroit Lions / 1st / 20th pick / 1998"
"17","SS","Ron Rice",28,4,14,"0.0 sacks, 1 interception, 1 fumble recovered",""
