"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Fran Tarkenton*",36,"15",13,"255 for 412, 2,961 yards, 17 td, 8 int, & 27 rushes for 45 yards and 1 td","Minnesota Vikings / 3rd / 29th pick / 1961, Boston Patriots / 5th / 34th pick / 1961"
"3","RB","Chuck Foreman*",26,"3",14,"278 rushes for 1,155 yards, 13 td, & 55 catches for 567 yards and 1 td","Minnesota Vikings / 1st / 12th pick / 1973"
"4","FB","Brent McClanahan",25,"3",13,"130 rushes for 382 yards, 4 td, & 40 catches for 252 yards and 1 td","Minnesota Vikings / 5th / 118th pick / 1973"
"5","WR","Ahmad Rashad",27,"4",11,"53 catches for 671 yards, 3 td","St. Louis Cardinals / 1st / 4th pick / 1972"
"6","WR","Sammy White*",22,"Rook",14,"51 catches for 906 yards, 10 td, & 5 rushes for -10 yards and 0 td","Minnesota Vikings / 2nd / 54th pick / 1976"
"7","TE","Stu Voigt",28,"6",14,"28 catches for 303 yards, 1 td","Minnesota Vikings / 10th / 260th pick / 1970"
"8","LT","Steve Riley",24,"2",14,"","Minnesota Vikings / 1st / 25th pick / 1974"
"9","LG","Charles Goodrum",26,"3",14,"","Minnesota Vikings / 9th / 232nd pick / 1972"
"10","C","Mick Tingelhoff",36,"14",14,"1 fumble recovered",""
"11","RG","Ed White*",29,"7",13,"1 fumble recovered","Minnesota Vikings / 2nd / 39th pick / 1969"
"12","RT","Ron Yary*+",30,"8",14,"1 fumble recovered","Minnesota Vikings / 1st / 1st pick / 1968"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Carl Eller",34,"12",13,"","Buffalo Bills / 1st / 5th pick / 1964, Minnesota Vikings / 1st / 6th pick / 1964"
"15","LDT","Doug Sutherland",28,"6",14,"0 interceptions, 1 fumble recovered","New Orleans Saints / 14th / 348th pick / 1970"
"16","RDT","Alan Page*",31,"9",14,"0 interceptions, 1 fumble recovered","Minnesota Vikings / 1st / 15th pick / 1967"
"17","RDE","Jim Marshall",39,"16",14,"","Cleveland Browns / 4th / 44th pick / 1960"
"18","LLB","Matt Blair",26,"2",13,"2 interceptions, 5 fumbles recovered","Minnesota Vikings / 2nd / 51st pick / 1974"
"19","MLB","Jeff Siemon*",26,"4",14,"1 interception, 0 fumbles recovered","Minnesota Vikings / 1st / 10th pick / 1972"
"20","RLB","Wally Hilgenberg",34,"12",14,"0 interceptions, 1 fumble recovered","Detroit Lions / 4th / 48th pick / 1964, Denver Broncos / 8th / 57th pick / 1964"
"21","LCB","Nate Wright",29,"7",13,"7 interceptions, 0 fumbles recovered",""
"22","RCB","Nate Allen",28,"5",11,"3 interceptions, 1 fumble recovered","Kansas City Chiefs / 11th / 276th pick / 1971"
"23","SS","Jeff Wright",27,"5",14,"1 interception, 1 fumble recovered","Minnesota Vikings / 15th / 388th pick / 1971"
"24","FS","Paul Krause",34,"12",14,"2 interceptions, 0 fumbles recovered","Washington Redskins / 2nd / 18th pick / 1964, Denver Broncos / 12th / 89th pick / 1964"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Fred Cox",38,"13",0,"19 of 31 field goals & 32 of 36 extra points","Cleveland Browns / 8th / 110th pick / 1961, New York Titans / 28th / 221st pick / 1961"
"27","P","Neil Clabo",24,"1",0,"69 punts for a 38.8 average, 0 blocked","Minnesota Vikings / 10th / 258th pick / 1975"
"28","PR","Leonard Willis",23,"Rook",0,"30 punt returns for a 6.9 average and 0 td","Minnesota Vikings / 4th / 118th pick / 1976"
"29","KR","Leonard Willis",23,"Rook",0,"24 kick returns for a 23.0 average and 0 td","Minnesota Vikings / 4th / 118th pick / 1976"
