"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Drew Bledsoe*",22,"1",16,"400 for 691, 4,555 yards, 25 td, 27 int, & 44 rushes for 40 yards and 0 td","New England Patriots / 1st / 1st pick / 1993"
"3","RB","Marion Butts",28,"5",15,"243 rushes for 703 yards, 8 td, & 9 catches for 54 yards and 0 td","San Diego Chargers / 7th / 183rd pick / 1989"
"4","FB","Kevin Turner",25,"2",9,"36 rushes for 111 yards, 1 td, & 52 catches for 471 yards and 2 td","New England Patriots / 3rd / 71st pick / 1992"
"5","WR","Vincent Brisby",23,"1",11,"58 catches for 904 yards, 5 td","New England Patriots / 2nd / 56th pick / 1993"
"6","WR","Michael Timpson",27,"5",14,"74 catches for 941 yards, 3 td, & 2 rushes for 14 yards and 0 td","New England Patriots / 4th / 100th pick / 1989"
"7","TE","Ben Coates*+",25,"3",16,"96 catches for 1,174 yards, 7 td, & 1 rush for 0 yards and 0 td","New England Patriots / 5th / 124th pick / 1991"
"8","LT","Bruce Armstrong*",29,"7",16,"","New England Patriots / 1st / 23rd pick / 1987"
"9","LG","Bob Kratch",28,"5",16,"","New York Giants / 3rd / 64th pick / 1989"
"10","C","Mike Arthur",26,"3",11,"1 fumble recovered","Cincinnati Bengals / 5th / 130th pick / 1991"
"11","RG","Todd Rucci",24,"1",10,"","New England Patriots / 2nd / 51st pick / 1993"
"12","RT","Pat Harlow",25,"3",16,"","New England Patriots / 1st / 11th pick / 1991"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Mike Pitts",34,"11",16,"1.0 sacks, 0 interceptions, 2 fumbles recovered","Atlanta Falcons / 1st / 16th pick / 1983"
"15","NT","Tim Goad",28,"6",13,"3.0 sacks, 0 interceptions, 1 fumble recovered","New England Patriots / 4th / 87th pick / 1988"
"16","RDE","Mike Jones",25,"3",16,"6.0 sacks, 0 interceptions, 1 fumble recovered","Phoenix Cardinals / 2nd / 32nd pick / 1991"
"17","LOLB","Dwayne Sabb",25,"2",8,"3.5 sacks, 2 interceptions, 0 fumbles recovered","New England Patriots / 5th / 116th pick / 1992"
"18","LILB","Vincent Brown",29,"6",16,"1.5 sacks, 3 interceptions, 1 fumble recovered","New England Patriots / 2nd / 43rd pick / 1988"
"19","RILB","Todd Collins",24,"2",7,"","New England Patriots / 3rd / 64th pick / 1992"
"20","ROLB","Chris Slade",23,"1",16,"9.5 sacks, 0 interceptions, 0 fumbles recovered","New England Patriots / 2nd / 31st pick / 1993"
"21","LCB","Ricky Reynolds",29,"7",10,"2.0 sacks, 1 interception, 3 fumbles recovered","Tampa Bay Buccaneers / 2nd / 36th pick / 1987"
"22","RCB","Maurice Hurst",27,"5",16,"2.0 sacks, 7 interceptions, 0 fumbles recovered","New England Patriots / 4th / 96th pick / 1989"
"23","SS","Harlon Barnett",27,"4",16,"0.0 sacks, 3 interceptions, 2 fumbles recovered","Cleveland Browns / 4th / 101st pick / 1990"
"24","FS","Myron Guyton",27,"5",16,"0.0 sacks, 2 interceptions, 3 fumbles recovered","New York Giants / 8th / 218th pick / 1989"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Matt Bahr",38,"15",0,"27 of 34 field goals & 36 of 36 extra points","Pittsburgh Steelers / 6th / 165th pick / 1979"
"27","P","Pat O'Neill",23,"Rook",0,"69 punts for a 41.2 average, 0 blocked","New England Patriots / 5th / 135th pick / 1994"
"28","PR","Troy Brown",23,"1",0,"24 punt returns for a 8.4 average and 0 td","New England Patriots / 8th / 198th pick / 1993"
"29","KR","Ray Crittenden",24,"1",2,"24 kick returns for a 19.2 average and 0 td",""
