"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jim Harbaugh",27,"3",14,"180 for 312, 2,178 yards, 10 td, 6 int, & 51 rushes for 321 yards and 4 td","Chicago Bears / 1st / 26th pick / 1987"
"3","RB","Neal Anderson*",26,"4",14,"260 rushes for 1,078 yards, 10 td, & 42 catches for 484 yards and 3 td","Chicago Bears / 1st / 27th pick / 1986"
"4","FB","Brad Muster",25,"2",15,"141 rushes for 664 yards, 6 td, & 47 catches for 452 yards and 0 td","Chicago Bears / 1st / 23rd pick / 1988"
"5","WR","Wendell Davis",24,"2",12,"39 catches for 572 yards, 3 td","Chicago Bears / 1st / 27th pick / 1988"
"6","WR","Ron Morris",26,"3",15,"31 catches for 437 yards, 3 td, & 2 rushes for 26 yards and 0 td","Chicago Bears / 2nd / 54th pick / 1987"
"7","TE","James Thornton",25,"2",16,"19 catches for 254 yards, 1 td","Chicago Bears / 4th / 105th pick / 1988"
"8","LT","Jimbo Covert",30,"7",15,"","Chicago Bears / 1st / 6th pick / 1983"
"9","LG","Mark Bortz*",29,"7",16,"","Chicago Bears / 8th / 219th pick / 1983"
"10","C","Jay Hilgenberg*",31,"9",14,"",""
"11","RG","Tom Thayer",29,"5",16,"1 fumble recovered","Chicago Bears / 4th / 91st pick / 1983"
"12","RT","Keith Van Horne",33,"9",16,"","Chicago Bears / 1st / 11th pick / 1981"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Trace Armstrong",25,"1",16,"10.0 sacks, 0 interceptions, 2 fumbles recovered","Chicago Bears / 1st / 12th pick / 1989"
"15","LDT","William Perry",28,"5",16,"4.0 sacks, 0 interceptions, 0 fumbles recovered","Chicago Bears / 1st / 22nd pick / 1985"
"16","RDT","Dan Hampton",33,"11",9,"","Chicago Bears / 1st / 4th pick / 1979"
"17","RDE","Richard Dent*",30,"7",16,"12.0 sacks, 3 interceptions, 3 fumbles recovered","Chicago Bears / 8th / 203rd pick / 1983"
"18","LLB","Jim Morrissey",28,"5",16,"0.0 sacks, 2 interceptions, 3 fumbles recovered","Chicago Bears / 11th / 302nd pick / 1985"
"19","MLB","Mike Singletary*",32,"9",16,"1.0 sacks, 0 interceptions, 1 fumble recovered","Chicago Bears / 2nd / 38th pick / 1981"
"20","RLB","Ron Rivera",28,"6",14,"0.0 sacks, 2 interceptions, 2 fumbles recovered","Chicago Bears / 2nd / 44th pick / 1984"
"21","LCB","Donnell Woolford",24,"1",13,"2.0 sacks, 3 interceptions, 0 fumbles recovered","Chicago Bears / 1st / 11th pick / 1989"
"22","RCB","Lemuel Stinson",24,"2",10,"0.0 sacks, 6 interceptions, 0 fumbles recovered","Chicago Bears / 6th / 161st pick / 1988"
"23","SS","Shaun Gayle",28,"6",16,"1.0 sacks, 2 interceptions, 3 fumbles recovered","Chicago Bears / 10th / 271st pick / 1984"
"24","FS","Mark Carrier*",22,"Rook",16,"0.0 sacks, 10 interceptions, 2 fumbles recovered","Chicago Bears / 1st / 6th pick / 1990"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Kevin Butler",28,"5",0,"26 of 37 field goals & 36 of 37 extra points","Chicago Bears / 4th / 105th pick / 1985"
"27","P","Maury Buford",30,"8",0,"76 punts for a 40.4 average, 2 blocked","San Diego Chargers / 8th / 215th pick / 1982"
"28","PR","Johnny Bailey",23,"Rook",1,"36 punt returns for a 11.1 average and 1 td","Chicago Bears / 9th / 228th pick / 1990"
"29","KR","Johnny Bailey",23,"Rook",1,"23 kick returns for a 15.8 average and 0 td","Chicago Bears / 9th / 228th pick / 1990"
