"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Drew Brees*",31,9,16,"448 for 658, 4,620 yards, 33 td, 22 int, & 18 rushes for -3 yards and 0 td","San Diego Chargers / 2nd / 32nd pick / 2001"
"3","WR","Marques Colston",27,4,11,"84 catches for 1,023 yards, 7 td, & 1 rush for 1 yards and 0 td","New Orleans Saints / 7th / 252nd pick / 2006"
"4","WR","Devery Henderson",28,6,11,"34 catches for 464 yards, 1 td, & 3 rushes for 8 yards and 0 td","New Orleans Saints / 2nd / 50th pick / 2004"
"5","TE","Jeremy Shockey",30,8,11,"41 catches for 408 yards, 3 td","New York Giants / 1st / 14th pick / 2002"
"6","TE","David Thomas",27,4,8,"30 catches for 219 yards, 2 td","New England Patriots / 3rd / 86th pick / 2006"
"7","LT","Jermon Bushrod",26,3,16,"","New Orleans Saints / 4th / 125th pick / 2007"
"8","LG","Carl Nicks*",25,2,16,"","New Orleans Saints / 5th / 164th pick / 2008"
"9","C","Jonathan Goodwin",32,8,16,"1 fumble recovered","New York Jets / 5th / 154th pick / 2002"
"10","RG","Jahri Evans*+",27,4,16,"","New Orleans Saints / 4th / 108th pick / 2006"
"11","RT","Jon Stinchcomb",31,7,16,"1 fumble recovered","New Orleans Saints / 2nd / 37th pick / 2003"
"12","","Defensive Starters",NA,NA,NA,"",""
"13","DE","Alex Brown",31,8,16,"","Chicago Bears / 4th / 104th pick / 2002"
"14","DE","Will Smith",29,6,15,"","New Orleans Saints / 1st / 18th pick / 2004"
"15","DT","Sedrick Ellis",25,2,16,"","New Orleans Saints / 1st / 7th pick / 2008"
"16","NT","Remi Ayodele",27,3,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered",""
"17","MLB","Jonathan Vilma*",28,6,16,"4.0 sacks, 1 interception, 1 fumble recovered","New York Jets / 1st / 12th pick / 2004"
"18","LB","Danny Clark",33,10,10,"","Jacksonville Jaguars / 7th / 245th pick / 2000"
"19","LB","Jo-Lonn Dunbar",25,2,8,"",""
"20","LB","Scott Shanle",31,7,14,"","St. Louis Rams / 7th / 251st pick / 2003"
"21","LCB","Jabari Greer",28,6,13,"0.0 sacks, 2 interceptions, 1 fumble recovered",""
"22","RCB","Tracy Porter",24,2,12,"0.0 sacks, 1 interception, 2 fumbles recovered","New Orleans Saints / 2nd / 40th pick / 2008"
"23","SS","Roman Harper*",28,4,15,"3.0 sacks, 1 interception, 1 fumble recovered","New Orleans Saints / 2nd / 43rd pick / 2006"
"24","FS","Malcolm Jenkins",23,1,15,"1.0 sacks, 2 interceptions, 2 fumbles recovered","New Orleans Saints / 1st / 14th pick / 2009"
