"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Pat Ryan",29,"6",11,"156 for 285, 1,939 yards, 14 td, 14 int, & 23 rushes for 92 yards and 0 td","New York Jets / 11th / 281st pick / 1978"
"3","RB","Freeman McNeil*",25,"3",12,"229 rushes for 1,070 yards, 5 td, & 25 catches for 294 yards and 1 td","New York Jets / 1st / 3rd pick / 1981"
"4","FB","Marion Barber",25,"2",5,"31 rushes for 148 yards, 2 td, & 10 catches for 79 yards and 0 td","New York Jets / 2nd / 30th pick / 1981"
"5","WR","Lam Jones",26,"4",8,"32 catches for 470 yards, 1 td","New York Jets / 1st / 2nd pick / 1980"
"6","WR","Wesley Walker",29,"7",10,"41 catches for 623 yards, 7 td, & 1 rush for 1 yards and 0 td","New York Jets / 2nd / 33rd pick / 1977"
"7","TE","Mickey Shuler",28,"6",16,"68 catches for 782 yards, 6 td","New York Jets / 3rd / 61st pick / 1978"
"8","LT","Reggie McElroy",24,"1",16,"","New York Jets / 2nd / 51st pick / 1982"
"9","LG","Stan Waldemore",29,"6",14,"1 fumble recovered","Atlanta Falcons / 3rd / 70th pick / 1978"
"10","C","Joe Fields",31,"9",16,"1 fumble recovered","New York Jets / 14th / 349th pick / 1975"
"11","RG","Dan Alexander",29,"7",16,"","New York Jets / 8th / 200th pick / 1977"
"12","RT","Marvin Powell",29,"7",16,"","New York Jets / 1st / 4th pick / 1977"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Mark Gastineau*+",28,"5",16,"22.0 sacks, 0 interceptions, 1 fumble recovered","New York Jets / 2nd / 41st pick / 1979"
"15","LDT","Barry Bennett",29,"6",13,"4.0 sacks, 0 interceptions, 4 fumbles recovered","New Orleans Saints / 3rd / 60th pick / 1978"
"16","RDT","Marty Lyons",27,"5",10,"2.0 sacks, 0 interceptions, 0 fumbles recovered","New York Jets / 1st / 14th pick / 1979"
"17","RDE","Ron Faurot",22,"Rook",9,"2.0 sacks, 0 interceptions, 1 fumble recovered","New York Jets / 1st / 15th pick / 1984"
"18","LLB","Greg Buttle",30,"8",13,"0.0 sacks, 2 interceptions, 2 fumbles recovered","New York Jets / 3rd / 67th pick / 1976"
"19","MLB","Kyle Clifton",22,"Rook",9,"0.0 sacks, 1 interception, 1 fumble recovered","New York Jets / 3rd / 64th pick / 1984"
"20","RLB","Lance Mehl",26,"4",15,"5.0 sacks, 0 interceptions, 1 fumble recovered","New York Jets / 3rd / 69th pick / 1980"
"21","LCB","Davlin Mullen",24,"1",6,"0.0 sacks, 1 interception, 0 fumbles recovered","New York Jets / 8th / 217th pick / 1983"
"22","RCB","Johnny Lynn",28,"5",14,"0.0 sacks, 2 interceptions, 0 fumbles recovered","New York Jets / 4th / 98th pick / 1979"
"23","SS","Kirk Springs",26,"3",11,"0.0 sacks, 1 interception, 2 fumbles recovered",""
"24","FS","Darrol Ray",26,"4",12,"0.0 sacks, 2 interceptions, 0 fumbles recovered","New York Jets / 2nd / 40th pick / 1980"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Pat Leahy",33,"10",0,"17 of 24 field goals & 38 of 39 extra points",""
"27","P","Chuck Ramsey",32,"7",0,"74 punts for a 39.7 average, 1 blocked","New England Patriots / 6th / 141st pick / 1974"
"28","PR","Kirk Springs",26,"3",11,"28 punt returns for a 8.8 average and 0 td",""
"29","KR","Kirk Springs",26,"3",11,"23 kick returns for a 22.7 average and 0 td",""
