"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Danny White",35,"11",9,"215 for 362, 2,617 yards, 12 td, 17 int, & 10 rushes for 14 yards and 1 td","Dallas Cowboys / 3rd / 53rd pick / 1974"
"3","RB","Herschel Walker*",25,"1",11,"209 rushes for 891 yards, 7 td, & 60 catches for 715 yards and 1 td","Dallas Cowboys / 5th / 114th pick / 1985"
"4","FB","Timmy Newsome",29,"7",8,"25 rushes for 121 yards, 2 td, & 34 catches for 274 yards and 2 td","Dallas Cowboys / 6th / 162nd pick / 1980"
"5","WR","Kelvin Edwards",23,"1",9,"34 catches for 521 yards, 3 td, & 2 rushes for 61 yards and 1 td","New Orleans Saints / 4th / 88th pick / 1986"
"6","WR","Mike Renfro",32,"9",11,"46 catches for 662 yards, 4 td","Houston Oilers / 4th / 98th pick / 1978"
"7","TE","Doug Cosbie",31,"8",12,"36 catches for 421 yards, 3 td, & 1 rush for -5 yards and 0 td","Dallas Cowboys / 3rd / 76th pick / 1979"
"8","LT","Mark Tuinei",27,"4",8,"1 fumble recovered",""
"9","LG","Nate Newton",26,"1",11,"",""
"10","C","Tom Rafferty",33,"11",12,"1 fumble recovered","Dallas Cowboys / 4th / 119th pick / 1976"
"11","RG","Crawford Ker",25,"2",12,"","Dallas Cowboys / 3rd / 76th pick / 1985"
"12","RT","Kevin Gogan",23,"Rook",10,"1 fumble recovered","Dallas Cowboys / 8th / 206th pick / 1987"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Too Tall Jones",36,"13",14,"10.0 sacks, 0 interceptions, 1 fumble recovered","Dallas Cowboys / 1st / 1st pick / 1974"
"15","LDT","Kevin Brooks",24,"2",12,"3.0 sacks, 0 interceptions, 1 fumble recovered","Dallas Cowboys / 1st / 17th pick / 1985"
"16","RDT","Randy White",34,"12",14,"6.0 sacks, 1 interception, 0 fumbles recovered","Dallas Cowboys / 1st / 2nd pick / 1975"
"17","RDE","Jim Jeffcoat",26,"4",12,"5.0 sacks, 1 interception, 2 fumbles recovered","Dallas Cowboys / 1st / 23rd pick / 1983"
"18","LLB","Mike Hegman",34,"11",10,"3.0 sacks, 0 interceptions, 1 fumble recovered","Dallas Cowboys / 7th / 173rd pick / 1975"
"19","MLB","Eugene Lockhart",26,"3",9,"2.0 sacks, 1 interception, 1 fumble recovered","Dallas Cowboys / 6th / 152nd pick / 1984"
"20","RLB","Jeff Rohrer",29,"5",12,"4.0 sacks, 0 interceptions, 2 fumbles recovered","Dallas Cowboys / 2nd / 53rd pick / 1982"
"21","LCB","Everson Walls",28,"6",12,"0.0 sacks, 5 interceptions, 0 fumbles recovered",""
"22","RCB","Ron Francis",23,"Rook",11,"0.0 sacks, 2 interceptions, 1 fumble recovered","Dallas Cowboys / 2nd / 39th pick / 1987"
"23","SS","Bill Bates",26,"4",11,"3.0 sacks, 3 interceptions, 0 fumbles recovered",""
"24","FS","Michael Downs",28,"6",12,"0.0 sacks, 4 interceptions, 1 fumble recovered",""
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Roger Ruzek",27,"Rook",0,"22 of 25 field goals & 26 of 26 extra points",""
"27","P","Mike Saxon",25,"2",0,"68 punts for a 39.5 average, 0 blocked","Detroit Lions / 11th / 300th pick / 1984"
"28","PR","Kelvin Martin",22,"Rook",0,"22 punt returns for a 9.8 average and 0 td","Dallas Cowboys / 4th / 95th pick / 1987"
"29","KR","Darryl Clack",24,"1",0,"29 kick returns for a 21.9 average and 0 td","Dallas Cowboys / 2nd / 33rd pick / 1986"
