"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Eli Manning",29,6,16,"339 for 539, 4,002 yards, 31 td, 25 int, & 32 rushes for 70 yards and 0 td","San Diego Chargers / 1st / 1st pick / 2004"
"3","RB","Ahmad Bradshaw",24,3,11,"276 rushes for 1,235 yards, 8 td, & 47 catches for 314 yards and 0 td","New York Giants / 7th / 250th pick / 2007"
"4","FB","Bear Pascoe",24,1,11,"0 rushes for 0 yards, 0 td, & 9 catches for 72 yards and 0 td","San Francisco 49ers / 6th / 184th pick / 2009"
"5","WR","Mario Manningham",24,2,8,"60 catches for 944 yards, 9 td, & 1 rush for 2 yards and 0 td","New York Giants / 3rd / 95th pick / 2008"
"6","WR","Hakeem Nicks",22,1,12,"79 catches for 1,052 yards, 11 td","New York Giants / 1st / 29th pick / 2009"
"7","TE","Kevin Boss",26,3,13,"35 catches for 531 yards, 5 td","New York Giants / 5th / 153rd pick / 2007"
"8","LT","David Diehl",30,7,12,"1 fumble recovered","New York Giants / 5th / 160th pick / 2003"
"9","LG","Rich Seubert",31,9,16,"2 fumbles recovered",""
"10","RG","Chris Snee*",28,6,16,"","New York Giants / 2nd / 34th pick / 2004"
"11","RT","Kareem McKenzie",31,9,16,"","New York Jets / 3rd / 79th pick / 2001"
"12","","Defensive Starters",NA,NA,NA,"",""
"13","DE","Justin Tuck*",27,5,16,"","New York Giants / 3rd / 74th pick / 2005"
"14","DE","Osi Umenyiora",29,7,16,"","New York Giants / 2nd / 56th pick / 2003"
"15","LDT","Barry Cofield",26,4,16,"4.0 sacks, 0 interceptions, 1 fumble recovered","New York Giants / 4th / 124th pick / 2006"
"16","RDT","Chris Canty",28,5,16,"1.5 sacks, 0 interceptions, 0 fumbles recovered","Dallas Cowboys / 4th / 132nd pick / 2005"
"17","MLB","Jonathan Goff",25,2,16,"1.0 sacks, 0 interceptions, 1 fumble recovered","New York Giants / 5th / 165th pick / 2008"
"18","LB","Michael Boley",28,5,15,"","Atlanta Falcons / 5th / 160th pick / 2005"
"19","LB","Keith Bulluck",33,10,8,"","Tennessee Titans / 1st / 30th pick / 2000"
"20","LCB","Corey Webster",28,5,15,"0.0 sacks, 4 interceptions, 1 fumble recovered","New York Giants / 2nd / 43rd pick / 2005"
"21","RCB","Terrell Thomas",25,2,16,"1.0 sacks, 5 interceptions, 2 fumbles recovered","New York Giants / 2nd / 63rd pick / 2008"
"22","SS","Kenny Phillips",24,2,15,"0.0 sacks, 1 interception, 3 fumbles recovered","New York Giants / 1st / 31st pick / 2008"
"23","FS","Antrel Rolle*",28,5,16,"0.5 sacks, 1 interception, 2 fumbles recovered","Arizona Cardinals / 1st / 8th pick / 2005"
