"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Kerry Collins",23,"Rook",13,"214 for 433, 2,717 yards, 14 td, 19 int, & 42 rushes for 74 yards and 3 td","Carolina Panthers / 1st / 5th pick / 1995"
"3","RB","Derrick Moore",28,"2",10,"195 rushes for 740 yards, 4 td, & 4 catches for 12 yards and 0 td","Atlanta Falcons / 8th / 216th pick / 1992"
"4","FB","Bob Christian",27,"3",12,"41 rushes for 158 yards, 0 td, & 29 catches for 255 yards and 1 td","Atlanta Falcons / 12th / 310th pick / 1991"
"5","WR","Mark Carrier",30,"8",14,"66 catches for 1,002 yards, 3 td, & 3 rushes for -4 yards and 0 td","Tampa Bay Buccaneers / 3rd / 57th pick / 1987"
"6","WR","Eric Guliford",26,"2",9,"29 catches for 444 yards, 1 td, & 2 rushes for 2 yards and 0 td",""
"7","TE","Pete Metzelaars",35,"13",14,"20 catches for 171 yards, 3 td","Seattle Seahawks / 3rd / 75th pick / 1982"
"8","LT","Blake Brockermeyer",22,"Rook",16,"","Carolina Panthers / 1st / 29th pick / 1995"
"9","LG","Frank Garcia",23,"Rook",14,"1 fumble recovered","Carolina Panthers / 4th / 132nd pick / 1995"
"10","C","Curtis Whitley",26,"3",16,"1 fumble recovered","San Diego Chargers / 5th / 117th pick / 1992"
"11","RG","Matt Elliott",27,"3",14,"","Washington Redskins / 12th / 336th pick / 1992"
"12","RT","Mark Dennis",30,"8",9,"","Miami Dolphins / 8th / 212th pick / 1987"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Mike Fox",28,"5",16,"4.5 sacks, 0 interceptions, 0 fumbles recovered","New York Giants / 2nd / 51st pick / 1990"
"15","NT","Greg Kragen",33,"10",14,"1.0 sacks, 1 interception, 2 fumbles recovered",""
"16","RDE","Gerald Williams",32,"9",16,"","Pittsburgh Steelers / 2nd / 36th pick / 1986"
"17","LOLB","Lamar Lathon",28,"5",15,"8.0 sacks, 0 interceptions, 1 fumble recovered","Houston Oilers / 1st / 15th pick / 1990"
"18","LILB","Sam Mills",36,"9",16,"4.5 sacks, 5 interceptions, 4 fumbles recovered",""
"19","RILB","Carlton Bailey",31,"7",14,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Buffalo Bills / 9th / 235th pick / 1988"
"20","ROLB","Darion Conner",28,"5",16,"7.0 sacks, 0 interceptions, 0 fumbles recovered","Atlanta Falcons / 2nd / 27th pick / 1990"
"21","LCB","Tyrone Poole",23,"Rook",13,"2.0 sacks, 2 interceptions, 0 fumbles recovered","Carolina Panthers / 1st / 22nd pick / 1995"
"22","RCB","Tim McKyer",32,"9",16,"0.0 sacks, 3 interceptions, 2 fumbles recovered","San Francisco 49ers / 3rd / 64th pick / 1986"
"23","SS","Brett Maxie",33,"10",16,"0.0 sacks, 6 interceptions, 1 fumble recovered",""
"24","FS","Pat Terrell",27,"5",13,"0.0 sacks, 3 interceptions, 1 fumble recovered","Los Angeles Rams / 2nd / 49th pick / 1990"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","John Kasay",26,"4",0,"26 of 33 field goals & 27 of 28 extra points","Seattle Seahawks / 4th / 98th pick / 1991"
"27","P","Tommy Barnhardt",32,"8",0,"95 punts for a 41.1 average, 0 blocked","Tampa Bay Buccaneers / 9th / 223rd pick / 1986"
"28","PR","Eric Guliford",26,"2",9,"43 punt returns for a 11.0 average and 1 td",""
"29","KR","Butler By'not'e",23,"1",0,"18 kick returns for a 18.6 average and 0 td","Denver Broncos / 7th / 212th pick / 1994"
