"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Ryan Fitzpatrick",30,"7",16,"306 for 505, 3,400 yards, 24 td, 16 int, & 48 rushes for 197 yards and 1 td","St. Louis Rams / 7th / 250th pick / 2005"
"3","RB","Fred Jackson",31,"5",8,"115 rushes for 437 yards, 3 td, & 34 catches for 217 yards and 1 td",""
"4","RB","C.J. Spiller*",25,"2",9,"207 rushes for 1,244 yards, 6 td, & 43 catches for 459 yards and 2 td","Buffalo Bills / 1st / 9th pick / 2010"
"5","WR","T.J. Graham",23,"Rook",11,"31 catches for 322 yards, 1 td, & 1 rush for 5 yards and 0 td","Buffalo Bills / 3rd / 69th pick / 2012"
"6","WR","Steve Johnson",26,"4",16,"79 catches for 1,046 yards, 6 td","Buffalo Bills / 7th / 224th pick / 2008"
"7","WR","Donald Jones",25,"2",10,"41 catches for 443 yards, 4 td",""
"8","TE","Scott Chandler",27,"5",13,"43 catches for 571 yards, 6 td","San Diego Chargers / 4th / 129th pick / 2007"
"9","LT","Cordy Glenn",23,"Rook",13,"","Buffalo Bills / 2nd / 41st pick / 2012"
"10","LG","Andy Levitre",26,"3",16,"","Buffalo Bills / 2nd / 51st pick / 2009"
"11","C","Eric Wood",26,"3",14,"1 fumble recovered","Buffalo Bills / 1st / 28th pick / 2009"
"12","RG","Kraig Urbik",27,"3",13,"","Pittsburgh Steelers / 3rd / 79th pick / 2009"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Mario Williams",27,"6",16,"","Houston Texans / 1st / 1st pick / 2006"
"15","LDT","Marcell Dareus",22,"1",16,"5.5 sacks, 0 interceptions, 1 fumble recovered","Buffalo Bills / 1st / 3rd pick / 2011"
"16","NT","Kyle Williams*",29,"6",16,"5.0 sacks, 0 interceptions, 0 fumbles recovered","Buffalo Bills / 5th / 134th pick / 2006"
"17","RDT","Keith Williams",24,"1",0,"","Pittsburgh Steelers / 6th / 196th pick / 2011"
"18","MLB","Kelvin Sheppard",24,"1",15,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Buffalo Bills / 3rd / 68th pick / 2011"
"19","LB","Nick Barnett",31,"9",16,"","Green Bay Packers / 1st / 29th pick / 2003"
"20","LB","Nigel Bradham",23,"Rook",11,"","Buffalo Bills / 4th / 105th pick / 2012"
"21","LCB","Aaron Williams",22,"1",10,"","Buffalo Bills / 2nd / 34th pick / 2011"
"22","RCB","Stephon Gilmore",22,"Rook",16,"0.0 sacks, 1 interception, 0 fumbles recovered","Buffalo Bills / 1st / 10th pick / 2012"
"23","SS","George Wilson",31,"7",16,"",""
"24","FS","Jairus Byrd*",26,"3",16,"0.0 sacks, 5 interceptions, 2 fumbles recovered","Buffalo Bills / 2nd / 42nd pick / 2009"
