"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Brian Sipe",32,"7",16,"313 for 567, 3,876 yards, 17 td, 25 int, & 38 rushes for 153 yards and 1 td","Cleveland Browns / 13th / 330th pick / 1972"
"3","RB","Charles White",23,"1",9,"97 rushes for 342 yards, 1 td, & 27 catches for 219 yards and 0 td","Cleveland Browns / 1st / 27th pick / 1980"
"4","FB","Mike Pruitt",27,"5",15,"247 rushes for 1,103 yards, 7 td, & 63 catches for 442 yards and 1 td","Cleveland Browns / 1st / 7th pick / 1976"
"5","WR","Dave Logan",27,"5",14,"31 catches for 497 yards, 4 td","Cleveland Browns / 3rd / 65th pick / 1976"
"6","WR","Reggie Rucker",34,"11",11,"27 catches for 532 yards, 1 td",""
"7","TE","Ozzie Newsome*",25,"3",16,"69 catches for 1,002 yards, 6 td, & 2 rushes for 20 yards and 0 td","Cleveland Browns / 1st / 23rd pick / 1978"
"8","LT","Doug Dieken",32,"10",16,"","Cleveland Browns / 6th / 142nd pick / 1971"
"9","LG","Robert Jackson",28,"6",13,"",""
"10","C","Tom DeLeone",31,"9",8,"","Cincinnati Bengals / 5th / 106th pick / 1972"
"11","RG","Joe DeLamielleure",30,"8",16,"","Buffalo Bills / 1st / 26th pick / 1973"
"12","RT","Cody Risien",24,"2",16,"","Cleveland Browns / 7th / 183rd pick / 1979"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Marshall Harris",26,"1",12,"","New York Jets / 8th / 198th pick / 1979"
"15","NT","Henry Bradley",28,"2",16,"0 interceptions, 1 fumble recovered","San Diego Chargers / 9th / 237th pick / 1978"
"16","RDE","Lyle Alzado",32,"10",15,"0 interceptions, 1 fumble recovered","Denver Broncos / 4th / 79th pick / 1971"
"17","LOLB","Don Goode",30,"7",16,"1 interception, 0 fumbles recovered","San Diego Chargers / 1st / 15th pick / 1974"
"18","LILB","Robert Jackson",27,"3",14,"0 interceptions, 2 fumbles recovered","Cleveland Browns / 1st / 17th pick / 1977"
"19","RILB","Dick Ambrose",28,"6",16,"1 interception, 2 fumbles recovered","Cleveland Browns / 12th / 290th pick / 1975"
"20","ROLB","Clay Matthews",25,"3",16,"2 interceptions, 2 fumbles recovered","Cleveland Browns / 1st / 12th pick / 1978"
"21","LCB","Ron Bolton",31,"9",16,"1 interception, 2 fumbles recovered","New England Patriots / 5th / 124th pick / 1972"
"22","RCB","Hanford Dixon",23,"Rook",14,"","Cleveland Browns / 1st / 22nd pick / 1981"
"23","SS","Clarence Scott",32,"10",16,"4 interceptions, 3 fumbles recovered","Cleveland Browns / 1st / 14th pick / 1971"
"24","FS","Thom Darden",31,"9",10,"3 interceptions, 2 fumbles recovered","Cleveland Browns / 1st / 18th pick / 1972"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Matt Bahr",25,"2",0,"13 of 20 field goals & 22 of 22 extra points","Pittsburgh Steelers / 6th / 165th pick / 1979"
"27","P","Steve Cox",23,"Rook",0,"68 punts for a 42.4 average, 2 blocked","Cleveland Browns / 5th / 134th pick / 1981"
"28","PR","Dino Hall",26,"2",0,"33 punt returns for a 7.5 average and 0 td",""
"29","KR","Dino Hall",26,"2",0,"36 kick returns for a 22.6 average and 0 td",""
