"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Geno Smith",24,"1",13,"219 for 367, 2,525 yards, 13 td, 13 int, & 59 rushes for 238 yards and 1 td","New York Jets / 2nd / 39th pick / 2013"
"3","RB","Chris Ivory",26,"4",10,"198 rushes for 821 yards, 6 td, & 18 catches for 123 yards and 1 td",""
"4","WR","Eric Decker",27,"4",15,"74 catches for 962 yards, 5 td","Denver Broncos / 3rd / 87th pick / 2010"
"5","WR","Percy Harvin",26,"5",8,"29 catches for 350 yards, 1 td, & 22 rushes for 110 yards and 0 td","Minnesota Vikings / 1st / 22nd pick / 2009"
"6","TE","Jeff Cumberland",27,"4",14,"23 catches for 247 yards, 3 td",""
"7","LT","D'Brickashaw Ferguson",31,"8",16,"","New York Jets / 1st / 4th pick / 2006"
"8","LG","Oday Aboushi",23,"1",10,"","New York Jets / 5th / 141st pick / 2013"
"9","C","Nick Mangold*",30,"8",15,"","New York Jets / 1st / 29th pick / 2006"
"10","RG","Willie Colon",31,"8",16,"","Pittsburgh Steelers / 4th / 131st pick / 2006"
"11","RT","Breno Giacomini",29,"6",16,"","Green Bay Packers / 5th / 150th pick / 2008"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Muhammad Wilkerson",25,"3",13,"","New York Jets / 1st / 30th pick / 2011"
"14","DT","Sheldon Richardson*",24,"1",16,"","New York Jets / 1st / 13th pick / 2013"
"15","NT","Damon Harrison",26,"2",16,"",""
"16","MLB","David Harris",30,"7",16,"5.5 sacks, 0 interceptions, 0 fumbles recovered","New York Jets / 2nd / 47th pick / 2007"
"17","LB","Quinton Coples",24,"2",15,"","New York Jets / 1st / 16th pick / 2012"
"18","LB","Demario Davis",25,"2",16,"","New York Jets / 3rd / 77th pick / 2012"
"19","LB","Calvin Pace",34,"11",16,"","Arizona Cardinals / 1st / 18th pick / 2003"
"20","CB","Antonio Allen",26,"2",8,"0.5 sacks, 0 interceptions, 0 fumbles recovered","New York Jets / 7th / 242nd pick / 2012"
"21","CB","Darrin Walls",26,"3",12,"0.0 sacks, 2 interceptions, 0 fumbles recovered",""
"22","CB","Marcus Williams",23,"Rook",8,"0.0 sacks, 1 interception, 0 fumbles recovered",""
"23","S","Dawan Landry",32,"8",14,"1.5 sacks, 0 interceptions, 0 fumbles recovered","Baltimore Ravens / 5th / 146th pick / 2006"
"24","S","Calvin Pryor",22,"Rook",11,"0.5 sacks, 0 interceptions, 0 fumbles recovered","New York Jets / 1st / 18th pick / 2014"
