"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Brian Hoyer",30,"6",9,"224 for 369, 2,606 yards, 19 td, 7 int, & 15 rushes for 44 yards and 0 td",""
"3","RB","Alfred Blue",24,"1",9,"183 rushes for 698 yards, 2 td, & 15 catches for 109 yards and 1 td","Houston Texans / 6th / 181st pick / 2014"
"4","WR","DeAndre Hopkins*",23,"2",16,"111 catches for 1,521 yards, 11 td","Houston Texans / 1st / 27th pick / 2013"
"5","WR","Nate Washington",32,"10",14,"47 catches for 658 yards, 4 td",""
"6","TE","C.J. Fiedorowicz",24,"1",14,"17 catches for 167 yards, 1 td","Houston Texans / 3rd / 65th pick / 2014"
"7","LT","Duane Brown",30,"7",14,"","Houston Texans / 1st / 26th pick / 2008"
"8","LG","Xavier Su'a-Filo",24,"1",9,"1 fumble recovered","Houston Texans / 2nd / 33rd pick / 2014"
"9","C","Ben Jones",26,"3",16,"","Houston Texans / 4th / 99th pick / 2012"
"10","RG","Brandon Brooks",26,"3",14,"","Houston Texans / 3rd / 76th pick / 2012"
"11","RT","Derek Newton",28,"4",16,"2 fumbles recovered","Houston Texans / 7th / 214th pick / 2011"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Jared Crick",26,"3",16,"","Houston Texans / 4th / 126th pick / 2012"
"14","DE","J.J. Watt*+",26,"4",16,"","Houston Texans / 1st / 11th pick / 2011"
"15","NT","Vince Wilfork",34,"11",16,"","New England Patriots / 1st / 21st pick / 2004"
"16","MLB","Brian Cushing",28,"6",16,"","Houston Texans / 1st / 15th pick / 2009"
"17","LB","Jadeveon Clowney",22,"1",9,"","Houston Texans / 1st / 1st pick / 2014"
"18","LB","Benardrick McKinney",23,"Rook",11,"","Houston Texans / 2nd / 43rd pick / 2015"
"19","LB","Whitney Mercilus",25,"3",11,"","Houston Texans / 1st / 26th pick / 2012"
"20","LCB","Kareem Jackson",27,"5",10,"0.0 sacks, 2 interceptions, 1 fumble recovered","Houston Texans / 1st / 20th pick / 2010"
"21","RCB","Johnathan Joseph",31,"9",16,"0.0 sacks, 1 interception, 1 fumble recovered","Cincinnati Bengals / 1st / 24th pick / 2006"
"22","SS","Quintin Demps",30,"7",13,"0.5 sacks, 1 interception, 2 fumbles recovered","Philadelphia Eagles / 4th / 117th pick / 2008"
"23","FS","Andre Hal",23,"1",11,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Houston Texans / 7th / 216th pick / 2014"
