"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Derek Carr",23,"Rook",16,"348 for 599, 3,270 yards, 21 td, 12 int, & 29 rushes for 92 yards and 0 td","Oakland Raiders / 2nd / 36th pick / 2014"
"3","RB","Darren McFadden",27,"6",12,"155 rushes for 534 yards, 2 td, & 36 catches for 212 yards and 0 td","Oakland Raiders / 1st / 4th pick / 2008"
"4","FB","Marcel Reece*",29,"6",15,"21 rushes for 85 yards, 0 td, & 37 catches for 265 yards and 1 td",""
"5","WR","Andre Holmes",26,"3",13,"47 catches for 693 yards, 4 td",""
"6","WR","James Jones",30,"7",10,"73 catches for 666 yards, 6 td","Green Bay Packers / 3rd / 78th pick / 2007"
"7","TE","Mychal Rivera",24,"1",10,"58 catches for 534 yards, 4 td","Oakland Raiders / 6th / 184th pick / 2013"
"8","LT","Donald Penn",31,"7",16,"1 fumble recovered",""
"9","LG","Gabe Jackson",23,"Rook",12,"","Oakland Raiders / 3rd / 81st pick / 2014"
"10","C","Stefen Wisniewski",25,"3",16,"2 fumbles recovered","Oakland Raiders / 2nd / 48th pick / 2011"
"11","RG","Austin Howard",27,"4",16,"",""
"12","RT","Khalif Barnes",32,"9",13,"","Jacksonville Jaguars / 2nd / 52nd pick / 2005"
"13","RT","Menelik Watson",26,"1",9,"1 fumble recovered","Oakland Raiders / 2nd / 42nd pick / 2013"
"14","","Defensive Starters",NA,"",NA,"",""
"15","DE","Justin Tuck",31,"9",12,"","New York Giants / 3rd / 74th pick / 2005"
"16","DT","Antonio Smith",33,"10",16,"","Arizona Cardinals / 5th / 135th pick / 2004"
"17","NT","Justin Ellis",24,"Rook",14,"","Oakland Raiders / 4th / 107th pick / 2014"
"18","MLB","Miles Burris",26,"2",16,"","Oakland Raiders / 4th / 129th pick / 2012"
"19","LB","Khalil Mack",23,"Rook",16,"","Oakland Raiders / 1st / 5th pick / 2014"
"20","LB","Sio Moore",24,"1",11,"","Oakland Raiders / 3rd / 66th pick / 2013"
"21","RCB","Tarell Brown",29,"7",14,"","San Francisco 49ers / 5th / 147th pick / 2007"
"22","FS","Charles Woodson",38,"16",16,"1.0 sacks, 4 interceptions, 1 fumble recovered","Oakland Raiders / 1st / 4th pick / 1998"
