"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Neil O'Donnell",25,"Rook",8,"156 for 286, 1,963 yards, 11 td, 7 int, & 18 rushes for 82 yards and 1 td","Pittsburgh Steelers / 3rd / 70th pick / 1990"
"3","RB","Barry Foster",23,"1",9,"96 rushes for 488 yards, 1 td, & 9 catches for 117 yards and 1 td","Pittsburgh Steelers / 5th / 128th pick / 1990"
"4","FB","Merril Hoge",26,"4",16,"165 rushes for 610 yards, 2 td, & 49 catches for 379 yards and 1 td","Pittsburgh Steelers / 10th / 261st pick / 1987"
"5","WR","Louis Lipps",29,"7",14,"55 catches for 671 yards, 2 td","Pittsburgh Steelers / 1st / 23rd pick / 1984"
"6","WR","Dwight Stone",27,"4",8,"32 catches for 649 yards, 5 td, & 1 rush for 2 yards and 0 td",""
"7","TE","Eric Green",24,"1",11,"41 catches for 582 yards, 6 td","Pittsburgh Steelers / 1st / 21st pick / 1990"
"8","LT","John Jackson",26,"3",16,"1 fumble recovered","Pittsburgh Steelers / 10th / 252nd pick / 1988"
"9","LG","Tom Ricketts",26,"2",8,"","Pittsburgh Steelers / 1st / 24th pick / 1989"
"10","C","Dermontti Dawson",26,"3",16,"1 fumble recovered","Pittsburgh Steelers / 2nd / 44th pick / 1988"
"11","RG","Carlton Haselrig",25,"1",16,"1 fumble recovered","Pittsburgh Steelers / 12th / 312th pick / 1989"
"12","RT","Tunch Ilkin",34,"11",16,"","Pittsburgh Steelers / 6th / 165th pick / 1980"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Aaron Jones",25,"3",7,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 1st / 18th pick / 1988"
"15","NT","Gerald Williams",28,"5",15,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 2nd / 36th pick / 1986"
"16","RDE","Donald Evans",27,"4",14,"2.0 sacks, 0 interceptions, 1 fumble recovered","Los Angeles Rams / 2nd / 47th pick / 1987"
"17","LOLB","Bryan Hinkle",32,"9",14,"2.0 sacks, 2 interceptions, 1 fumble recovered","Pittsburgh Steelers / 6th / 156th pick / 1981"
"18","LILB","Hardy Nickerson",26,"4",14,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 5th / 122nd pick / 1987"
"19","RILB","David Little",32,"10",10,"0.0 sacks, 1 interception, 0 fumbles recovered","Pittsburgh Steelers / 7th / 183rd pick / 1981"
"20","ROLB","Greg Lloyd*",26,"3",16,"8.0 sacks, 1 interception, 2 fumbles recovered","Pittsburgh Steelers / 6th / 150th pick / 1987"
"21","LCB","D.J. Johnson",25,"2",16,"1.0 sacks, 1 interception, 0 fumbles recovered","Pittsburgh Steelers / 7th / 174th pick / 1989"
"22","RCB","Rod Woodson*",26,"4",15,"1.0 sacks, 3 interceptions, 3 fumbles recovered","Pittsburgh Steelers / 1st / 10th pick / 1987"
"23","SS","Carnell Lake",24,"2",16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 2nd / 34th pick / 1989"
"24","FS","Thomas Everett",27,"4",16,"0.0 sacks, 4 interceptions, 2 fumbles recovered","Pittsburgh Steelers / 4th / 94th pick / 1987"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Gary Anderson",32,"9",0,"23 of 33 field goals & 31 of 31 extra points","Buffalo Bills / 7th / 171st pick / 1982"
"27","P","Dan Stryzinski",26,"1",0,"74 punts for a 40.5 average, 1 blocked",""
"28","PR","Rod Woodson*",26,"4",15,"28 punt returns for a 11.4 average and 0 td","Pittsburgh Steelers / 1st / 10th pick / 1987"
"29","KR","Rod Woodson*",26,"4",15,"44 kick returns for a 20.0 average and 0 td","Pittsburgh Steelers / 1st / 10th pick / 1987"
