"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Kerry Collins",25,"2",13,"200 for 381, 2,124 yards, 11 td, 21 int, & 26 rushes for 65 yards and 1 td","Carolina Panthers / 1st / 5th pick / 1995"
"3","RB","Fred Lane",22,"Rook",7,"182 rushes for 809 yards, 7 td, & 8 catches for 27 yards and 0 td",""
"4","FB","Scott Greene",25,"1",14,"45 rushes for 157 yards, 1 td, & 40 catches for 277 yards and 1 td","Carolina Panthers / 6th / 193rd pick / 1996"
"5","WR","Mark Carrier",32,"10",6,"33 catches for 436 yards, 2 td","Tampa Bay Buccaneers / 3rd / 57th pick / 1987"
"6","WR","Rae Carruth",23,"Rook",14,"44 catches for 545 yards, 4 td, & 6 rushes for 23 yards and 0 td","Carolina Panthers / 1st / 27th pick / 1997"
"7","TE","Wesley Walls*",31,"8",15,"58 catches for 746 yards, 6 td","San Francisco 49ers / 2nd / 56th pick / 1989"
"8","LT","Blake Brockermeyer",24,"2",13,"","Carolina Panthers / 1st / 29th pick / 1995"
"9","LG","Matt Campbell",25,"2",14,"",""
"10","C","Frank Garcia",25,"2",16,"","Carolina Panthers / 4th / 132nd pick / 1995"
"11","RG","Greg Skrepenak",27,"5",16,"","Los Angeles Raiders / 2nd / 32nd pick / 1992"
"12","RT","Norbert Davidds-Garrido",25,"1",15,"","Carolina Panthers / 4th / 106th pick / 1996"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Les Miller",32,"10",11,"5.5 sacks, 0 interceptions, 1 fumble recovered",""
"15","NT","Greg Kragen",35,"12",16,"2.0 sacks, 0 interceptions, 0 fumbles recovered",""
"16","RDE","Ray Seals",32,"8",7,"1.0 sacks, 0 interceptions, 0 fumbles recovered",""
"17","LOLB","Micheal Barrow",27,"4",16,"8.5 sacks, 0 interceptions, 2 fumbles recovered","Houston Oilers / 2nd / 47th pick / 1993"
"18","LILB","Sam Mills",38,"11",16,"0.0 sacks, 1 interception, 0 fumbles recovered",""
"19","RILB","Andre Royal",25,"2",13,"5.0 sacks, 0 interceptions, 1 fumble recovered",""
"20","ROLB","Lamar Lathon",30,"7",15,"2.0 sacks, 1 interception, 0 fumbles recovered","Houston Oilers / 1st / 15th pick / 1990"
"21","LCB","Eric Davis",29,"7",14,"0.0 sacks, 5 interceptions, 1 fumble recovered","San Francisco 49ers / 2nd / 53rd pick / 1990"
"22","RCB","Tyrone Poole",25,"2",16,"1.0 sacks, 2 interceptions, 3 fumbles recovered","Carolina Panthers / 1st / 22nd pick / 1995"
"23","SS","Chad Cota",26,"2",16,"1.0 sacks, 2 interceptions, 1 fumble recovered","Carolina Panthers / 7th / 209th pick / 1995"
"24","FS","Mike Minter",23,"Rook",11,"3.5 sacks, 0 interceptions, 2 fumbles recovered","Carolina Panthers / 2nd / 56th pick / 1997"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","John Kasay",28,"6",0,"22 of 26 field goals & 25 of 25 extra points","Seattle Seahawks / 4th / 98th pick / 1991"
"27","P","Ken Walter",25,"Rook",0,"85 punts for a 42.4 average, 0 blocked",""
"28","PR","Tyrone Poole",25,"2",16,"26 punt returns for a 7.3 average and 0 td","Carolina Panthers / 1st / 22nd pick / 1995"
"29","KR","Michael Bates*",28,"4",0,"47 kick returns for a 27.3 average and 0 td","Seattle Seahawks / 6th / 150th pick / 1992"
