"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Peyton Manning*",30,"8",16,"362 for 557, 4,397 yards, 31 td, 9 int, & 23 rushes for 36 yards and 4 td","Indianapolis Colts / 1st / 1st pick / 1998"
"3","RB","Dominic Rhodes",27,"5",16,"187 rushes for 641 yards, 5 td, & 36 catches for 251 yards and 0 td",""
"4","RB","Ben Utecht",25,"1",15,"0 rushes for 0 yards, 0 td, & 37 catches for 377 yards and 0 td",""
"5","WR","Marvin Harrison*+",34,"10",16,"95 catches for 1,366 yards, 12 td","Indianapolis Colts / 1st / 19th pick / 1996"
"6","WR","Reggie Wayne*",28,"5",16,"86 catches for 1,310 yards, 9 td","Indianapolis Colts / 1st / 30th pick / 2001"
"7","TE","Dallas Clark",27,"3",12,"30 catches for 367 yards, 4 td","Indianapolis Colts / 1st / 24th pick / 2003"
"8","LT","Tarik Glenn*",30,"9",16,"","Indianapolis Colts / 1st / 19th pick / 1997"
"9","LG","Dylan Gandy",24,"1",11,"","Indianapolis Colts / 4th / 129th pick / 2005"
"10","C","Jeff Saturday*",31,"7",16,"",""
"11","RG","Jake Scott",25,"2",16,"","Indianapolis Colts / 5th / 141st pick / 2004"
"12","RT","Ryan Diem",27,"5",15,"","Indianapolis Colts / 4th / 118th pick / 2001"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Dwight Freeney",26,"4",16,"","Indianapolis Colts / 1st / 11th pick / 2002"
"15","DE","Robert Mathis",25,"3",16,"","Indianapolis Colts / 5th / 138th pick / 2003"
"16","LDT","Anthony McFarland",29,"7",11,"2.5 sacks, 0 interceptions, 1 fumble recovered","Tampa Bay Buccaneers / 1st / 15th pick / 1999"
"17","RDT","Raheem Brock",28,"4",16,"3.0 sacks, 0 interceptions, 3 fumbles recovered","Philadelphia Eagles / 7th / 238th pick / 2002"
"18","MLB","Gary Brackett",26,"3",14,"",""
"19","LB","Gilbert Gardner",24,"2",12,"","Indianapolis Colts / 3rd / 69th pick / 2004"
"20","LB","Cato June",27,"3",16,"","Indianapolis Colts / 6th / 198th pick / 2003"
"21","LCB","Nick Harper",32,"5",15,"0.0 sacks, 3 interceptions, 0 fumbles recovered",""
"22","RCB","Jason David",24,"2",16,"0.0 sacks, 2 interceptions, 1 fumble recovered","Indianapolis Colts / 4th / 125th pick / 2004"
"23","SS","Antoine Bethea",22,"Rook",14,"0.0 sacks, 1 interception, 0 fumbles recovered","Indianapolis Colts / 6th / 207th pick / 2006"
