"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Marc Bulger",28,"3",8,"192 for 287, 2,297 yards, 14 td, 9 int, & 9 rushes for 29 yards and 0 td","New Orleans Saints / 6th / 168th pick / 2000"
"3","RB","Steven Jackson",22,"1",15,"254 rushes for 1,046 yards, 8 td, & 43 catches for 320 yards and 2 td","St. Louis Rams / 1st / 24th pick / 2004"
"4","WR","Isaac Bruce",33,"11",10,"36 catches for 525 yards, 3 td","Los Angeles Rams / 2nd / 33rd pick / 1994"
"5","WR","Kevin Curtis",27,"2",9,"60 catches for 801 yards, 6 td, & 1 rush for 5 yards and 1 td","St. Louis Rams / 3rd / 74th pick / 2003"
"6","WR","Torry Holt*",29,"6",14,"102 catches for 1,331 yards, 9 td, & 1 rush for 2 yards and 0 td","St. Louis Rams / 1st / 6th pick / 1999"
"7","TE","Brandon Manumaleuna",25,"4",14,"13 catches for 129 yards, 1 td, & 1 rush for 2 yards and 0 td","St. Louis Rams / 4th / 129th pick / 2001"
"8","LT","Orlando Pace*",30,"8",16,"2 fumbles recovered","St. Louis Rams / 1st / 1st pick / 1997"
"9","LG","Claude Terrell",23,"Rook",10,"","St. Louis Rams / 4th / 134th pick / 2005"
"10","C","Andy McCollum",35,"10",16,"",""
"11","RG","Adam Timmerman",34,"10",16,"","Green Bay Packers / 7th / 230th pick / 1995"
"12","RT","Alex Barron",23,"Rook",11,"1 fumble recovered","St. Louis Rams / 1st / 19th pick / 2005"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Anthony Hargrove",22,"1",15,"","St. Louis Rams / 3rd / 91st pick / 2004"
"15","DE","Leonard Little",31,"7",14,"","St. Louis Rams / 3rd / 65th pick / 1998"
"16","DT","Jimmy Kennedy",26,"2",9,"","St. Louis Rams / 1st / 12th pick / 2003"
"17","NT","Ryan Pickett",26,"4",16,"2.0 sacks, 0 interceptions, 0 fumbles recovered","St. Louis Rams / 1st / 29th pick / 2001"
"18","LB","Dexter Coakley",33,"8",9,"","Dallas Cowboys / 3rd / 65th pick / 1997"
"19","LB","Pisa Tinoisamoa",24,"2",16,"","St. Louis Rams / 2nd / 43rd pick / 2003"
"20","LCB","DeJuan Groce",25,"2",15,"0.0 sacks, 2 interceptions, 0 fumbles recovered","St. Louis Rams / 4th / 107th pick / 2003"
"21","RCB","Travis Fisher",26,"3",8,"0.0 sacks, 0 interceptions, 1 fumble recovered","St. Louis Rams / 2nd / 64th pick / 2002"
"22","SS","Adam Archuleta",28,"4",14,"3.5 sacks, 1 interception, 1 fumble recovered","St. Louis Rams / 1st / 20th pick / 2001"
"23","FS","Mike Furrey",28,"2",11,"0.0 sacks, 4 interceptions, 3 fumbles recovered",""
